generation,best_fitness,elapsed
000,[-0.4589977],4.015
001,[-0.4589977],1.166
002,[-0.4589977],0.905
003,[-0.4589977],0.794
004,[-0.4589977],0.797
005,[-0.4589977],0.769
006,[-0.4589977],0.820
007,[-0.4589977],0.811
008,[-0.4589977],0.815
009,[-0.4589977],0.916
010,[-0.4589977],1.078
011,[-0.4589977],1.063
012,[-0.4589977],1.043
013,[-0.4589977],1.093
014,[-0.4589977],1.018
015,[-0.4589977],0.793
016,[-0.4589977],0.812
017,[-0.4589977],0.792
018,[-0.4589977],0.921
019,[-0.4589977],0.829
020,[-0.4589977],0.807
021,[-0.4589977],0.799
022,[-0.4589977],0.819
023,[-0.4589977],0.794
024,[-0.4589977],0.802
025,[-0.4589977],0.824
026,[-0.4589977],0.813
027,[-0.4589977],0.834
028,[-0.4589977],0.822
029,[-0.4301886],0.834
030,[-0.4301886],0.805
031,[-0.4301886],0.829
032,[-0.4301886],0.830
033,[-0.4301886],0.806
034,[-0.4301886],0.800
035,[-0.4301886],0.806
036,[-0.4301886],0.799
037,[-0.4301886],0.811
038,[-0.42928815],0.840
039,[-0.42928815],0.824
040,[-0.42928815],0.833
041,[-0.42432925],0.804
042,[-0.42432925],0.814
043,[-0.42432925],0.814
044,[-0.42432925],0.787
045,[-0.42432925],0.784
046,[-0.42432925],1.002
047,[-0.42432925],0.894
048,[-0.42432925],0.918
049,[-0.42432925],0.842
050,[-0.42432925],0.818
051,[-0.42432925],0.810
052,[-0.40475318],0.833
053,[-0.40475318],0.813
054,[-0.40475318],0.805
055,[-0.40475318],0.802
056,[-0.40475318],0.811
057,[-0.40475318],0.820
058,[-0.40475318],0.808
059,[-0.40475318],0.825
060,[-0.40475318],0.827
061,[-0.40475318],0.818
062,[-0.40475318],0.819
063,[-0.40475318],0.809
064,[-0.40475318],0.807
065,[-0.40475318],0.819
066,[-0.40475318],0.811
067,[-0.40475318],0.844
068,[-0.40475318],0.829
069,[-0.40475318],0.808
070,[-0.40475318],0.832
071,[-0.40475318],0.813
072,[-0.40475318],0.825
073,[-0.40475318],0.819
074,[-0.40475318],0.817
075,[-0.40475318],1.059
076,[-0.40475318],0.915
077,[-0.40475318],0.888
078,[-0.40475318],0.902
079,[-0.40475318],0.868
080,[-0.40475318],0.899
081,[-0.40475318],0.805
082,[-0.40475318],0.795
083,[-0.40475318],0.815
084,[-0.40475318],0.803
085,[-0.40475318],0.810
086,[-0.40475318],0.812
087,[-0.40475318],0.791
088,[-0.40475318],0.826
089,[-0.40475318],0.825
090,[-0.40475318],0.834
091,[-0.40475318],0.837
092,[-0.40475318],0.844
093,[-0.40475318],0.830
094,[-0.40475318],0.826
095,[-0.40475318],0.817
096,[-0.40475318],0.847
097,[-0.40475318],0.825
098,[-0.40475318],0.809
099,[-0.40475318],0.814
100,[-0.40475318],0.833
