generation,best_fitness,elapsed
000,[-0.4589977],2.894
001,[-0.4589977],0.792
002,[-0.4589977],0.814
003,[-0.44157186],0.818
004,[-0.44157186],0.813
005,[-0.44157186],0.805
006,[-0.44157186],0.816
007,[-0.44157186],0.834
008,[-0.44157186],0.837
009,[-0.44157186],0.823
010,[-0.44157186],0.801
011,[-0.44157186],0.809
012,[-0.44157186],0.808
013,[-0.44157186],0.807
014,[-0.44157186],0.804
015,[-0.44157186],0.823
016,[-0.44157186],0.824
017,[-0.44157186],0.840
018,[-0.44157186],0.888
019,[-0.44157186],0.855
020,[-0.44157186],0.847
021,[-0.44157186],0.840
022,[-0.44157186],0.814
023,[-0.44157186],0.871
024,[-0.44157186],0.927
025,[-0.44157186],0.895
026,[-0.44157186],0.902
027,[-0.44157186],0.829
028,[-0.44157186],0.919
029,[-0.44157186],0.918
030,[-0.44157186],0.902
031,[-0.44157186],0.919
032,[-0.43014],0.939
033,[-0.43014],0.837
034,[-0.43014],0.811
035,[-0.43014],0.815
036,[-0.43014],0.806
037,[-0.43014],0.825
038,[-0.43014],0.817
039,[-0.43014],0.814
040,[-0.43014],0.828
041,[-0.43014],0.791
042,[-0.43014],0.808
043,[-0.43014],0.818
044,[-0.43014],0.823
045,[-0.43014],0.862
046,[-0.43014],0.946
047,[-0.42133972],0.822
048,[-0.42133972],0.798
049,[-0.42133972],0.814
050,[-0.42133972],0.804
051,[-0.42133972],0.828
052,[-0.42133972],0.803
053,[-0.4190836],0.834
054,[-0.4190836],0.847
055,[-0.4190836],0.818
056,[-0.4190836],0.840
057,[-0.4190836],0.840
058,[-0.4190836],0.824
059,[-0.4190836],0.810
060,[-0.4190836],0.821
061,[-0.4190836],0.828
062,[-0.4190836],0.797
063,[-0.4190836],0.810
064,[-0.4190836],0.798
065,[-0.4190836],0.799
066,[-0.4190836],0.804
067,[-0.4190836],0.828
068,[-0.4190836],0.831
069,[-0.4190836],0.805
070,[-0.4190836],0.793
071,[-0.4190836],0.809
072,[-0.4190836],0.788
073,[-0.4190836],0.802
074,[-0.4190836],0.799
075,[-0.4190836],0.968
076,[-0.4190836],0.784
077,[-0.4190836],0.811
078,[-0.4190836],0.825
079,[-0.4190836],0.824
080,[-0.4190836],0.819
081,[-0.4190836],0.818
082,[-0.4190836],0.804
083,[-0.4190836],0.836
084,[-0.4190836],0.820
085,[-0.4190836],0.832
086,[-0.4190836],0.825
087,[-0.4190836],0.822
088,[-0.4190836],0.817
089,[-0.4190836],0.813
090,[-0.4190836],0.805
091,[-0.4190836],0.815
092,[-0.4190836],0.813
093,[-0.4190836],0.820
094,[-0.4190836],0.810
095,[-0.4190836],0.810
096,[-0.4190836],0.802
097,[-0.4190836],0.821
098,[-0.4190836],0.838
099,[-0.4190836],0.845
100,[-0.4190836],0.835
101,[-0.4190836],0.800
102,[-0.4190836],0.788
103,[-0.4190836],0.799
104,[-0.4190836],0.835
105,[-0.4190836],0.825
106,[-0.4190836],0.802
107,[-0.4190836],0.821
108,[-0.4190836],0.801
109,[-0.4190836],0.824
110,[-0.4190836],0.796
111,[-0.4190836],0.818
112,[-0.4190836],0.808
113,[-0.4190836],0.808
114,[-0.4190836],0.813
115,[-0.4190836],0.796
116,[-0.4190836],0.828
117,[-0.4190836],1.109
118,[-0.4190836],0.903
119,[-0.4190836],0.926
120,[-0.41846225],0.798
121,[-0.41846225],0.838
122,[-0.41846225],0.820
123,[-0.41846225],0.828
124,[-0.41846225],0.827
125,[-0.41846225],0.825
126,[-0.41846225],0.792
127,[-0.41846225],0.811
128,[-0.41846225],0.801
129,[-0.41846225],0.816
130,[-0.41846225],0.804
131,[-0.41846225],0.811
132,[-0.41846225],0.810
133,[-0.41846225],0.836
134,[-0.41846225],0.820
135,[-0.41846225],0.832
136,[-0.41846225],0.824
137,[-0.41846225],0.813
138,[-0.41846225],0.808
139,[-0.41846225],0.832
140,[-0.41846225],0.854
141,[-0.41846225],0.816
142,[-0.41846225],0.811
143,[-0.41846225],0.822
144,[-0.41846225],0.817
145,[-0.41846225],0.822
146,[-0.41846225],0.809
147,[-0.41846225],0.843
148,[-0.41846225],0.832
149,[-0.41846225],0.817
150,[-0.41846225],0.808
151,[-0.41846225],0.863
152,[-0.41846225],0.843
153,[-0.41846225],0.845
154,[-0.41846225],0.819
155,[-0.41846225],0.814
156,[-0.41846225],0.838
157,[-0.41846225],0.832
158,[-0.41846225],0.819
159,[-0.41846225],0.804
160,[-0.41846225],0.798
161,[-0.41846225],0.835
162,[-0.41846225],1.139
163,[-0.41846225],0.820
164,[-0.41846225],0.837
165,[-0.41846225],0.818
166,[-0.41846225],0.818
167,[-0.41846225],0.802
168,[-0.41846225],0.815
169,[-0.41846225],0.811
170,[-0.41846225],0.807
171,[-0.41846225],0.810
172,[-0.41846225],0.842
173,[-0.41846225],0.805
174,[-0.41846225],0.809
175,[-0.41846225],0.814
176,[-0.41846225],0.812
177,[-0.41846225],0.828
178,[-0.41846225],0.814
179,[-0.41846225],0.803
180,[-0.41846225],0.932
181,[-0.41846225],0.909
182,[-0.41846225],0.891
183,[-0.41846225],0.907
184,[-0.41846225],0.913
185,[-0.41846225],0.881
186,[-0.41846225],0.812
187,[-0.41846225],0.815
188,[-0.41846225],0.814
189,[-0.41846225],0.840
190,[-0.41846225],0.835
191,[-0.41846225],0.817
192,[-0.41846225],0.795
193,[-0.41846225],0.825
194,[-0.41846225],0.812
195,[-0.41846225],0.801
196,[-0.41846225],0.811
197,[-0.41846225],0.814
198,[-0.41846225],0.805
199,[-0.41846225],0.814
200,[-0.41846225],0.817
201,[-0.41846225],0.809
202,[-0.41846225],0.805
203,[-0.41846225],0.814
204,[-0.41846225],0.804
205,[-0.41846225],0.796
206,[-0.41846225],0.831
207,[-0.41846225],1.138
208,[-0.41846225],0.807
209,[-0.41846225],0.829
210,[-0.41846225],0.811
211,[-0.41846225],0.798
212,[-0.41846225],0.843
213,[-0.41846225],0.804
214,[-0.41846225],0.809
215,[-0.41846225],0.835
216,[-0.41846225],0.809
217,[-0.41846225],0.863
218,[-0.41846225],0.821
219,[-0.41846225],0.818
220,[-0.41846225],0.838
221,[-0.41846225],0.828
222,[-0.41846225],0.820
223,[-0.41846225],0.855
224,[-0.41846225],0.838
225,[-0.41846225],0.813
226,[-0.41846225],0.832
227,[-0.41846225],0.812
228,[-0.41846225],0.843
229,[-0.41846225],0.850
230,[-0.41846225],0.818
231,[-0.41846225],0.808
232,[-0.41846225],0.796
233,[-0.41846225],0.804
234,[-0.41846225],0.799
235,[-0.41846225],0.808
236,[-0.41846225],0.795
237,[-0.41846225],0.823
238,[-0.41846225],0.794
239,[-0.41846225],0.798
240,[-0.41846225],0.813
241,[-0.41846225],0.807
242,[-0.41846225],0.806
243,[-0.41846225],0.810
244,[-0.41846225],0.831
245,[-0.41846225],0.940
246,[-0.41846225],0.910
247,[-0.41846225],0.907
248,[-0.41846225],0.867
249,[-0.41846225],0.830
250,[-0.41846225],0.846
251,[-0.41846225],0.824
252,[-0.41846225],0.870
253,[-0.41846225],1.196
254,[-0.41846225],0.836
255,[-0.41846225],0.847
256,[-0.41846225],0.831
257,[-0.41846225],0.816
258,[-0.41846225],0.811
259,[-0.41846225],0.816
260,[-0.41846225],0.809
261,[-0.41846225],0.856
262,[-0.41846225],0.840
263,[-0.41846225],0.816
264,[-0.41846225],0.858
265,[-0.41846225],0.810
266,[-0.41846225],0.836
267,[-0.41846225],0.812
268,[-0.41846225],0.830
269,[-0.41846225],0.845
270,[-0.41846225],0.825
271,[-0.41846225],0.846
272,[-0.41846225],0.800
273,[-0.41846225],0.820
274,[-0.41846225],0.808
275,[-0.41846225],0.798
276,[-0.41846225],0.799
277,[-0.41846225],0.833
278,[-0.41846225],0.850
279,[-0.41846225],0.838
280,[-0.41846225],0.832
281,[-0.41846225],0.819
282,[-0.41846225],0.803
283,[-0.41846225],0.813
284,[-0.41846225],0.841
285,[-0.41846225],0.810
286,[-0.41846225],0.851
287,[-0.41846225],0.824
288,[-0.41846225],0.848
289,[-0.41846225],0.825
290,[-0.41846225],0.838
291,[-0.41846225],0.837
292,[-0.41846225],0.850
293,[-0.41846225],0.844
294,[-0.41846225],0.947
295,[-0.41846225],0.940
296,[-0.41846225],0.929
297,[-0.41846225],0.804
298,[-0.41846225],0.827
299,[-0.41846225],0.816
300,[-0.41846225],0.800
301,[-0.41846225],0.830
302,[-0.41846225],0.815
303,[-0.41846225],0.832
304,[-0.41846225],0.834
305,[-0.41846225],0.829
306,[-0.41846225],0.912
307,[-0.41846225],0.906
308,[-0.41846225],0.910
309,[-0.41846225],0.852
310,[-0.41846225],0.849
311,[-0.41846225],0.848
312,[-0.41846225],0.813
313,[-0.41846225],0.801
314,[-0.41846225],0.795
315,[-0.41846225],0.805
316,[-0.41846225],0.828
317,[-0.41846225],1.232
318,[-0.41846225],0.798
319,[-0.41846225],0.843
320,[-0.41846225],0.849
321,[-0.41846225],0.830
322,[-0.41846225],0.827
323,[-0.41846225],0.850
324,[-0.41846225],0.815
325,[-0.41846225],0.839
326,[-0.41846225],0.868
327,[-0.41846225],0.793
328,[-0.41846225],0.804
329,[-0.41846225],0.822
330,[-0.41846225],0.821
331,[-0.41846225],0.848
332,[-0.41846225],0.823
333,[-0.41846225],0.859
334,[-0.41846225],0.797
335,[-0.41846225],0.825
336,[-0.41846225],0.832
337,[-0.41846225],0.820
338,[-0.41846225],0.842
339,[-0.41846225],0.824
340,[-0.41846225],0.813
341,[-0.41846225],0.810
342,[-0.41846225],0.848
343,[-0.41846225],0.827
344,[-0.41846225],0.834
345,[-0.41846225],0.831
346,[-0.41846225],0.821
347,[-0.41846225],0.831
348,[-0.41846225],0.811
349,[-0.41846225],0.821
350,[-0.41846225],0.844
351,[-0.41846225],0.809
352,[-0.41846225],0.837
353,[-0.41846225],0.827
354,[-0.41846225],0.819
355,[-0.41846225],0.826
356,[-0.41846225],0.837
357,[-0.41846225],0.819
358,[-0.41846225],0.812
359,[-0.41846225],0.851
360,[-0.41846225],0.844
361,[-0.41846225],0.814
362,[-0.41846225],0.836
363,[-0.41846225],0.821
364,[-0.41846225],0.814
365,[-0.41846225],0.819
366,[-0.41846225],0.844
367,[-0.41846225],0.820
368,[-0.41846225],0.820
369,[-0.41846225],0.798
370,[-0.41846225],0.819
371,[-0.41846225],0.828
372,[-0.41846225],0.802
373,[-0.41846225],0.801
374,[-0.41846225],0.834
375,[-0.41846225],0.812
376,[-0.41846225],1.269
377,[-0.41846225],0.823
378,[-0.41846225],0.820
379,[-0.41846225],0.819
380,[-0.41846225],0.826
381,[-0.41846225],0.830
382,[-0.41846225],0.809
383,[-0.41846225],0.828
384,[-0.41846225],0.811
385,[-0.41846225],0.951
386,[-0.41846225],0.942
387,[-0.41846225],0.920
388,[-0.41846225],0.965
389,[-0.41846225],0.822
390,[-0.41846225],0.822
391,[-0.41846225],0.837
392,[-0.41846225],0.831
393,[-0.41846225],0.822
394,[-0.41846225],0.830
395,[-0.41846225],0.833
396,[-0.41846225],0.834
397,[-0.41846225],0.825
398,[-0.41846225],0.845
399,[-0.41846225],0.819
400,[-0.41846225],0.823
401,[-0.41846225],0.818
402,[-0.41846225],0.831
403,[-0.41846225],0.821
404,[-0.41846225],0.836
405,[-0.41846225],0.850
406,[-0.41846225],0.838
407,[-0.41846225],0.834
408,[-0.41846225],0.826
409,[-0.41846225],0.824
410,[-0.41846225],0.820
411,[-0.41846225],0.804
412,[-0.41846225],0.820
413,[-0.41846225],0.843
414,[-0.41846225],0.817
415,[-0.41846225],0.816
416,[-0.41846225],0.845
417,[-0.41846225],0.823
418,[-0.41846225],0.818
419,[-0.41846225],0.902
420,[-0.41846225],0.841
421,[-0.41846225],0.814
422,[-0.41846225],0.969
423,[-0.41846225],1.051
424,[-0.41846225],1.093
425,[-0.41846225],0.981
426,[-0.41846225],0.810
427,[-0.41846225],0.839
428,[-0.41846225],0.829
429,[-0.41846225],0.863
430,[-0.41846225],0.813
431,[-0.41846225],0.801
432,[-0.41846225],1.084
433,[-0.41846225],1.169
434,[-0.41846225],1.084
435,[-0.41846225],1.036
436,[-0.41846225],0.848
437,[-0.41846225],0.859
438,[-0.41846225],0.820
439,[-0.41846225],0.830
440,[-0.41846225],0.935
441,[-0.41846225],0.917
442,[-0.41846225],0.946
443,[-0.41846225],0.825
444,[-0.41846225],0.840
445,[-0.41846225],0.818
446,[-0.41846225],0.834
447,[-0.41846225],0.847
448,[-0.41846225],0.818
449,[-0.41846225],0.971
450,[-0.41846225],1.004
451,[-0.41846225],1.010
452,[-0.41846225],1.010
453,[-0.41846225],1.004
454,[-0.41846225],0.900
455,[-0.41846225],0.935
456,[-0.41846225],1.391
457,[-0.41846225],1.028
458,[-0.41846225],0.947
459,[-0.41846225],1.134
460,[-0.41846225],1.129
461,[-0.41846225],1.043
462,[-0.41846225],1.128
463,[-0.41846225],0.950
464,[-0.41846225],0.806
465,[-0.41846225],0.813
466,[-0.41846225],0.847
467,[-0.41846225],0.811
468,[-0.41846225],0.820
469,[-0.41846225],0.834
470,[-0.41846225],0.827
471,[-0.41846225],0.826
472,[-0.41846225],0.830
473,[-0.41846225],0.916
474,[-0.41846225],0.933
475,[-0.41846225],0.932
476,[-0.41846225],0.847
477,[-0.41846225],0.827
478,[-0.41846225],0.810
479,[-0.41846225],0.838
480,[-0.41846225],0.818
481,[-0.41846225],0.805
482,[-0.41846225],0.857
483,[-0.41846225],0.820
484,[-0.41846225],0.828
485,[-0.41846225],0.875
486,[-0.41846225],0.888
