generation,best_fitness,elapsed
000,[-0.4589977],2.150
001,[-0.4589977],0.848
002,[-0.4589977],0.896
003,[-0.4589977],0.889
004,[-0.4589977],0.974
005,[-0.4589977],1.051
006,[-0.4589977],0.962
007,[-0.4589977],1.002
008,[-0.4589977],0.978
009,[-0.4589977],0.863
010,[-0.4589977],1.278
011,[-0.4589977],1.292
012,[-0.4589977],1.215
013,[-0.4589977],1.176
014,[-0.4589977],1.061
015,[-0.4589977],0.839
016,[-0.4589977],0.876
017,[-0.4589977],0.863
018,[-0.4589977],0.916
019,[-0.4589977],0.981
020,[-0.4589977],0.943
021,[-0.4589977],0.943
022,[-0.4589977],0.885
023,[-0.4589977],0.902
024,[-0.4589977],0.894
025,[-0.4589977],1.115
026,[-0.4589977],0.956
027,[-0.4589977],0.976
028,[-0.4589977],0.968
029,[-0.4589977],0.899
030,[-0.4589977],0.866
031,[-0.4589977],0.872
032,[-0.4500411],0.987
033,[-0.4500411],1.021
034,[-0.4500411],0.958
035,[-0.4500411],0.888
036,[-0.4500411],0.890
037,[-0.43420428],1.054
038,[-0.43420428],0.982
039,[-0.43420428],0.876
040,[-0.43420428],0.887
041,[-0.43420428],1.205
042,[-0.43420428],1.073
043,[-0.43420428],0.986
044,[-0.43420428],0.979
045,[-0.43420428],0.974
046,[-0.43420428],0.882
047,[-0.43420428],0.889
048,[-0.43420428],0.881
049,[-0.43420428],0.966
050,[-0.4296459],0.955
051,[-0.4296459],0.980
052,[-0.42450374],0.847
053,[-0.42450374],0.885
054,[-0.42450374],0.878
055,[-0.42450374],0.889
056,[-0.42450374],1.052
057,[-0.42450374],1.222
058,[-0.42450374],1.153
059,[-0.42450374],0.957
060,[-0.42450374],0.961
061,[-0.42450374],0.993
062,[-0.42450374],1.019
063,[-0.42450374],0.991
064,[-0.42450374],0.873
065,[-0.42450374],0.884
066,[-0.42450374],1.021
067,[-0.42450374],1.006
068,[-0.42450374],0.869
069,[-0.42450374],0.877
070,[-0.42450374],0.892
071,[-0.42450374],0.980
072,[-0.42450374],1.137
073,[-0.42450374],1.075
074,[-0.42450374],0.865
075,[-0.42450374],0.858
076,[-0.42450374],0.906
077,[-0.42450374],0.890
078,[-0.42450374],0.870
079,[-0.42450374],1.029
080,[-0.42450374],0.960
081,[-0.42450374],0.864
082,[-0.42450374],0.888
083,[-0.42450374],0.893
084,[-0.42450374],0.861
085,[-0.42450374],0.875
086,[-0.42450374],0.985
087,[-0.4190836],0.953
088,[-0.4190836],1.122
089,[-0.4190836],1.073
090,[-0.4190836],0.860
091,[-0.4190836],0.854
092,[-0.4190836],0.990
093,[-0.4190836],0.978
094,[-0.4190836],0.869
095,[-0.4190836],0.895
096,[-0.4190836],0.878
097,[-0.4190836],0.892
098,[-0.4190836],0.894
099,[-0.4190836],0.971
