generation,best_fitness,elapsed
000,[0.7968883],2.205
001,[0.7968883],0.871
002,[0.7968883],0.887
003,[0.7968883],0.914
004,[0.7968883],0.881
005,[0.7968883],0.965
006,[0.7968883],1.274
007,[0.7994231],1.234
008,[0.7998097],1.163
009,[0.7998097],1.253
010,[0.7998097],0.864
011,[0.8000195],0.853
012,[0.8000195],0.915
013,[0.8000195],0.986
014,[0.8000195],0.982
015,[0.8000195],0.985
016,[0.8000195],0.850
017,[0.8000195],0.993
018,[0.8000195],0.953
019,[0.8000195],0.974
020,[0.8000195],0.874
021,[0.8000195],1.107
022,[0.8000195],0.927
023,[0.8000195],1.028
024,[0.8000195],0.886
025,[0.8000195],0.936
026,[0.8000195],0.923
027,[0.8000195],1.006
028,[0.8000195],1.006
029,[0.8000195],0.981
030,[0.8000195],0.997
031,[0.8000195],0.980
032,[0.8000195],0.903
033,[0.8000195],0.902
034,[0.8000195],1.011
035,[0.8000195],0.940
036,[0.8000195],1.096
037,[0.8000195],0.992
038,[0.8000195],0.959
039,[0.8000195],1.036
040,[0.8000195],0.979
041,[0.8000195],0.875
042,[0.82367516],0.935
043,[0.8387082],0.971
044,[0.8387082],0.949
045,[0.8387082],0.969
046,[0.8387082],0.892
047,[0.8387082],1.048
048,[0.8387082],0.970
049,[0.8387082],1.067
050,[0.8387082],0.858
051,[0.8387082],0.939
052,[0.8387082],0.968
053,[0.8387082],0.887
054,[0.8387082],0.889
055,[0.8387082],1.000
056,[0.8387082],0.992
057,[0.8387082],0.970
058,[0.8387082],0.909
059,[0.8387082],0.902
060,[0.8387082],0.996
061,[0.8387082],1.023
062,[0.84296316],1.020
063,[0.84296316],0.887
064,[0.84296316],0.897
065,[0.84296316],1.038
066,[0.84296316],0.889
067,[0.84296316],1.128
068,[0.84296316],0.961
069,[0.84296316],0.900
070,[0.84296316],1.030
071,[0.84296316],1.007
072,[0.84296316],0.890
073,[0.84296316],0.895
074,[0.84296316],1.078
075,[0.84296316],0.897
076,[0.84296316],0.890
077,[0.84296316],0.974
078,[0.84296316],0.981
079,[0.84296316],0.968
080,[0.84296316],1.010
081,[0.84296316],0.878
082,[0.84296316],0.928
083,[0.84296316],1.268
084,[0.84296316],1.078
085,[0.84296316],0.918
086,[0.84296316],0.899
087,[0.84296316],0.911
088,[0.84296316],0.895
089,[0.84296316],0.899
090,[0.84296316],0.927
091,[0.84296316],1.057
092,[0.84296316],0.883
093,[0.84296316],0.881
094,[0.84296316],1.045
095,[0.84296316],0.875
096,[0.84296316],0.913
097,[0.84296316],0.887
098,[0.84296316],0.926
099,[0.84296316],0.976
100,[0.84296316],1.016
101,[0.84296316],0.879
102,[0.84296316],1.024
103,[0.84296316],0.966
104,[0.84296316],0.978
105,[0.84296316],0.896
106,[0.84296316],1.014
107,[0.84296316],1.008
108,[0.84296316],1.002
109,[0.84296316],0.937
110,[0.8460328],0.874
111,[0.8460328],0.893
112,[0.8460328],0.886
113,[0.8460328],0.982
114,[0.8460328],1.104
115,[0.8460328],1.046
116,[0.8460328],0.994
117,[0.8460328],0.909
118,[0.8460328],0.916
119,[0.8460328],0.974
120,[0.8460328],0.934
121,[0.8460328],0.976
122,[0.8460328],0.869
123,[0.8460328],1.020
124,[0.8460328],0.951
125,[0.8460328],0.996
126,[0.8460328],0.855
127,[0.8460328],0.886
128,[0.8460328],0.902
129,[0.8460328],0.876
130,[0.8460328],0.996
131,[0.8460328],0.965
132,[0.8460328],1.015
133,[0.8460328],1.001
134,[0.8460328],1.006
135,[0.8460328],0.866
136,[0.8460328],0.902
137,[0.8460328],1.059
138,[0.8460328],0.873
139,[0.8460328],1.085
140,[0.8460328],0.999
141,[0.8460328],0.985
142,[0.8460328],0.982
143,[0.8460328],0.993
144,[0.8460328],0.873
145,[0.8460328],0.955
146,[0.8460328],1.079
147,[0.8460328],3.746
148,[0.8460328],0.868
149,[0.8460328],0.887
150,[0.8460328],0.991
151,[0.8460328],1.011
152,[0.8460328],0.867
153,[0.8460328],0.907
154,[0.8460328],0.986
155,[0.8460328],0.945
156,[0.8460328],0.988
157,[0.8460328],0.896
158,[0.8460328],1.102
159,[0.8460328],0.887
160,[0.8460328],1.007
161,[0.8460328],0.979
162,[0.8460328],1.007
163,[0.8460328],0.885
164,[0.8460328],0.903
165,[0.8460328],0.892
166,[0.8460328],0.929
167,[0.8460328],1.006
168,[0.8460328],0.943
169,[0.8460328],1.064
170,[0.8460328],0.991
171,[0.8460328],0.976
172,[0.8460328],0.877
173,[0.8460328],0.895
174,[0.8460328],1.195
175,[0.8460328],1.103
176,[0.8460328],0.889
177,[0.8460328],1.050
178,[0.8460328],0.985
179,[0.8460328],0.878
180,[0.8460328],0.883
181,[0.8460328],1.003
182,[0.8460328],0.954
183,[0.8460328],0.977
184,[0.8460328],0.869
185,[0.8460328],0.885
186,[0.8460328],0.897
187,[0.8460328],0.922
188,[0.8460328],0.864
189,[0.8460328],0.909
190,[0.8460328],0.963
191,[0.8460328],0.991
192,[0.8460328],0.941
193,[0.8460328],1.010
194,[0.8460328],0.926
195,[0.8460328],0.919
196,[0.8460328],0.976
197,[0.8460328],1.023
198,[0.8460328],0.967
199,[0.8460328],0.905
200,[0.8460328],0.933
201,[0.8460328],0.991
202,[0.8460328],0.987
203,[0.8460328],0.849
204,[0.8460328],0.984
205,[0.8460328],1.095
206,[0.8460328],1.028
207,[0.8460328],0.889
208,[0.8460328],1.050
209,[0.8460328],0.872
210,[0.8460328],0.897
211,[0.8460328],0.934
212,[0.8460328],1.005
213,[0.8460328],0.994
214,[0.8460328],0.867
215,[0.8460328],0.882
216,[0.8460328],0.914
217,[0.8460328],0.898
218,[0.8460328],0.917
219,[0.8460328],0.905
220,[0.8460328],0.978
221,[0.8460328],1.087
222,[0.8460328],1.035
223,[0.8460328],0.878
224,[0.8460328],1.015
225,[0.8460328],0.971
226,[0.8460328],0.995
227,[0.8460328],0.864
228,[0.8460328],1.005
229,[0.8460328],1.000
230,[0.8460328],0.957
231,[0.8460328],0.902
232,[0.8460328],1.163
233,[0.8460328],1.203
234,[0.8460328],1.160
235,[0.8460328],1.088
236,[0.8460328],1.015
237,[0.8460328],0.958
238,[0.8460408],0.866
239,[0.8460408],0.924
240,[0.8460408],0.919
241,[0.8460408],1.008
242,[0.8460408],0.989
243,[0.8460408],0.879
244,[0.8460408],0.897
245,[0.8464963],0.882
246,[0.8464963],0.903
247,[0.8464963],0.908
248,[0.8464963],0.913
249,[0.8464963],1.019
250,[0.8464963],1.025
251,[0.84657675],0.913
252,[0.84657675],1.073
253,[0.84657675],1.028
254,[0.84657675],0.975
255,[0.84657675],0.971
256,[0.84657675],0.866
257,[0.84657675],0.890
258,[0.84657675],0.900
259,[0.84657675],0.964
260,[0.84657675],1.081
261,[0.84657675],1.018
262,[0.84657675],0.895
263,[0.84657675],1.042
264,[0.84657675],0.860
265,[0.84657675],0.925
266,[0.84657675],0.998
267,[0.84657675],1.073
268,[0.84657675],0.986
269,[0.84657675],0.892
270,[0.84657675],1.029
271,[0.84657675],1.010
272,[0.84657675],0.936
273,[0.84657675],0.920
274,[0.84657675],0.903
275,[0.84657675],0.997
276,[0.84657675],1.026
277,[0.84657675],0.984
278,[0.84657675],0.881
279,[0.84657675],0.929
280,[0.84657675],0.977
281,[0.84657675],1.055
282,[0.84657675],1.044
283,[0.84657675],1.262
284,[0.84657675],1.100
285,[0.84657675],0.907
286,[0.84657675],1.034
287,[0.84657675],0.947
288,[0.84657675],0.999
289,[0.84657675],0.878
290,[0.84657675],1.016
291,[0.84657675],0.874
292,[0.84657675],0.895
293,[0.84657675],1.048
294,[0.84657675],0.890
295,[0.84657675],1.015
296,[0.84657675],0.975
297,[0.84657675],1.000
298,[0.84657675],1.093
299,[0.84657675],1.011
300,[0.84657675],0.966
301,[0.84657675],0.994
302,[0.84657675],0.973
303,[0.84657675],0.999
304,[0.84657675],0.975
305,[0.84780484],0.917
306,[0.84780484],0.891
307,[0.84780484],0.879
308,[0.84780484],0.902
309,[0.84780484],0.999
310,[0.84780484],0.981
311,[0.84780484],0.964
312,[0.84780484],0.851
313,[0.84780484],1.091
314,[0.84780484],0.966
315,[0.84780484],0.856
316,[0.84780484],0.921
317,[0.84780484],1.033
318,[0.84780484],0.995
319,[0.84780484],0.968
320,[0.84780484],0.995
321,[0.84780484],0.880
322,[0.84780484],0.952
323,[0.84780484],1.034
324,[0.84780484],0.885
325,[0.84780484],0.900
326,[0.84780484],1.006
327,[0.84780484],0.864
328,[0.84780484],0.884
329,[0.84780484],1.105
330,[0.84780484],0.960
331,[0.84780484],0.875
332,[0.84780484],0.928
333,[0.84780484],0.913
334,[0.84780484],0.875
335,[0.84780484],0.883
336,[0.84780484],0.873
337,[0.84780484],1.013
338,[0.84780484],1.022
339,[0.84780484],0.998
340,[0.84780484],0.923
341,[0.84780484],1.052
342,[0.84780484],0.983
343,[0.84780484],1.093
344,[0.84780484],1.259
345,[0.84780484],1.242
346,[0.84780484],1.219
347,[0.8478049],1.095
