generation,best_fitness,elapsed
000,[-0.4589976],2.635
001,[-0.4589976],1.248
002,[-0.4589976],1.190
003,[-0.4589976],1.347
004,[-0.4589976],1.435
005,[-0.4589976],1.202
006,[-0.4589976],1.180
007,[-0.4589976],1.228
008,[-0.4589976],1.170
009,[-0.4589976],1.178
010,[-0.4589976],1.188
011,[-0.4589976],1.210
012,[-0.4589976],1.210
013,[-0.4589976],1.224
014,[-0.4589976],1.193
015,[-0.4589976],1.186
016,[-0.4589976],1.193
017,[-0.4589976],1.229
018,[-0.4589976],1.195
019,[-0.4589976],1.160
020,[-0.4589976],1.130
021,[-0.4589976],0.844
022,[-0.42948636],0.959
023,[-0.42948636],0.958
024,[-0.42948636],0.999
025,[-0.42948636],0.898
026,[-0.42948636],0.988
027,[-0.42948636],1.009
028,[-0.42948636],0.965
029,[-0.42948636],1.035
030,[-0.42948636],1.027
031,[-0.42948636],1.166
032,[-0.42948636],1.106
033,[-0.42948636],1.110
034,[-0.42948636],1.060
035,[-0.42948636],1.037
036,[-0.42948636],0.867
037,[-0.42948636],0.993
038,[-0.42948636],0.993
039,[-0.42948636],0.876
040,[-0.42948636],0.908
041,[-0.42948636],1.015
042,[-0.42948636],1.014
043,[-0.42948636],1.042
044,[-0.42948636],0.927
045,[-0.42948636],1.143
046,[-0.42948636],1.208
047,[-0.42948636],1.093
048,[-0.42948636],1.085
049,[-0.42948636],1.034
050,[-0.42948636],0.919
051,[-0.42948636],0.923
052,[-0.42948636],1.015
053,[-0.42948636],0.973
054,[-0.42948636],0.883
055,[-0.42948636],0.946
056,[-0.42948636],1.095
057,[-0.42948636],0.977
058,[-0.42948636],1.178
059,[-0.42948636],1.145
060,[-0.4293866],1.217
061,[-0.4293866],1.302
062,[-0.4293866],1.143
063,[-0.4293866],1.197
064,[-0.4293866],1.184
065,[-0.4293866],1.146
066,[-0.4293866],1.171
067,[-0.4293866],1.133
068,[-0.4293866],1.147
069,[-0.4293866],1.021
070,[-0.4293866],0.995
071,[-0.4293866],1.166
072,[-0.4293866],1.180
073,[-0.4293866],1.230
074,[-0.4293866],1.219
075,[-0.4293866],1.190
076,[-0.4293866],1.175
077,[-0.4293866],1.086
078,[-0.4293866],0.853
079,[-0.4293866],0.843
080,[-0.4293866],1.000
081,[-0.4293866],0.933
082,[-0.4293866],0.918
083,[-0.4293866],0.948
084,[-0.4293866],1.120
085,[-0.4293866],1.090
086,[-0.4293866],1.024
087,[-0.4293866],1.215
088,[-0.4293866],1.201
089,[-0.4293866],1.202
090,[-0.4293866],1.211
091,[-0.4293866],1.196
092,[-0.4293866],1.203
093,[-0.4293866],1.177
094,[-0.4293866],1.093
095,[-0.4293866],0.880
096,[-0.4293866],0.989
097,[-0.4293866],0.998
098,[-0.42352957],1.058
099,[-0.42352957],0.982
100,[-0.42352957],3.032
101,[-0.42352957],1.216
102,[-0.42352957],1.211
103,[-0.42352957],1.273
104,[-0.42352957],1.252
105,[-0.42352957],1.196
106,[-0.42352957],1.182
107,[-0.42352957],1.235
108,[-0.42352957],1.174
109,[-0.42352957],1.254
110,[-0.42352957],1.141
111,[-0.42352957],1.223
112,[-0.42352957],1.196
113,[-0.42352957],1.180
114,[-0.42352957],1.242
115,[-0.42352957],1.169
116,[-0.42352957],1.228
117,[-0.42352957],1.167
118,[-0.42352957],1.202
119,[-0.42352957],1.177
120,[-0.42352957],1.193
121,[-0.42352957],1.223
122,[-0.42352957],1.211
123,[-0.42352957],1.271
124,[-0.42352957],1.360
125,[-0.42352957],1.136
126,[-0.42352957],1.204
127,[-0.42352957],1.174
128,[-0.42352957],1.076
129,[-0.42352957],0.881
130,[-0.42352957],0.865
131,[-0.42352957],0.838
132,[-0.42352957],0.836
133,[-0.42352957],0.895
134,[-0.42352957],0.951
135,[-0.42352957],0.969
136,[-0.42352957],0.985
137,[-0.42352957],0.881
138,[-0.42352957],0.976
139,[-0.42352957],1.101
140,[-0.42352957],1.015
141,[-0.42352957],0.929
142,[-0.42352957],1.057
143,[-0.42352957],0.899
144,[-0.42352957],1.064
145,[-0.42352957],0.984
146,[-0.42352957],1.073
147,[-0.42352957],1.057
148,[-0.42352957],1.019
149,[-0.42352957],1.007
150,[-0.42352957],1.010
151,[-0.42352957],1.039
152,[-0.42352957],0.951
153,[-0.42352957],1.089
154,[-0.42352957],1.185
155,[-0.42352957],1.102
156,[-0.42352957],0.961
157,[-0.42352957],0.987
158,[-0.42352957],0.910
159,[-0.42352957],0.970
160,[-0.42352957],0.964
161,[-0.42352957],0.891
162,[-0.42352957],0.903
163,[-0.42352957],0.873
164,[-0.42352957],0.858
165,[-0.42352957],0.950
166,[-0.42352957],0.876
167,[-0.42352957],0.858
168,[-0.42352957],0.890
169,[-0.42352957],1.171
170,[-0.42352957],1.065
171,[-0.42352957],1.066
172,[-0.42352957],0.965
173,[-0.42352957],0.976
174,[-0.42352957],0.875
175,[-0.42352957],0.997
176,[-0.42352957],0.922
177,[-0.42352957],0.955
178,[-0.42352957],0.857
179,[-0.42352957],0.880
180,[-0.42352957],0.962
181,[-0.42352957],0.933
182,[-0.42352957],0.972
183,[-0.42352957],0.880
184,[-0.42352957],1.080
185,[-0.42352957],1.167
186,[-0.42352957],1.138
187,[-0.42352957],1.170
188,[-0.42352957],1.069
189,[-0.42352957],1.060
190,[-0.42352957],1.049
191,[-0.42352957],0.845
192,[-0.42352957],0.898
193,[-0.42352957],0.928
194,[-0.42352957],0.875
195,[-0.42352957],0.887
196,[-0.42352957],0.901
197,[-0.42352957],0.876
198,[-0.42352957],0.864
199,[-0.42352957],0.879
200,[-0.42352957],1.173
201,[-0.42352957],0.987
202,[-0.42352957],0.985
203,[-0.42352957],0.997
204,[-0.42352957],0.974
205,[-0.42352957],0.890
206,[-0.42352957],0.926
207,[-0.42352957],1.015
208,[-0.42352957],0.940
209,[-0.42352957],1.033
210,[-0.42352957],1.032
211,[-0.42352957],0.965
212,[-0.42352957],0.875
213,[-0.42352957],0.900
214,[-0.42352957],0.999
215,[-0.42352957],1.094
216,[-0.42352957],1.154
217,[-0.42352957],1.037
218,[-0.42352957],0.865
219,[-0.42352957],0.900
220,[-0.42352957],0.989
221,[-0.42352957],0.930
222,[-0.42352957],0.951
223,[-0.42352957],0.891
224,[-0.42352957],1.002
225,[-0.42352957],0.948
226,[-0.42352957],0.918
227,[-0.42352957],0.914
228,[-0.42352957],1.037
229,[-0.42352957],0.973
230,[-0.42352957],0.887
231,[-0.42352957],1.156
232,[-0.42352957],1.065
233,[-0.42352957],0.989
234,[-0.42352957],0.843
235,[-0.42352957],0.890
236,[-0.42352957],0.947
237,[-0.42352957],0.935
238,[-0.42352957],0.984
239,[-0.42352957],0.869
240,[-0.42352957],0.881
241,[-0.42352957],0.982
242,[-0.42352957],0.923
243,[-0.42352957],0.969
244,[-0.42352957],0.867
245,[-0.42352957],0.983
246,[-0.42352957],0.928
247,[-0.42352957],1.101
248,[-0.42352957],1.046
249,[-0.42352957],0.884
250,[-0.42352957],0.880
251,[-0.42352957],0.968
252,[-0.42352957],0.963
253,[-0.42352957],1.040
254,[-0.42352957],0.857
255,[-0.42352957],0.892
256,[-0.42352957],0.871
257,[-0.42352957],0.959
258,[-0.42352957],0.940
259,[-0.42352957],0.990
260,[-0.42352957],0.878
261,[-0.42352957],0.872
262,[-0.42352957],0.906
263,[-0.42352957],1.207
264,[-0.42352957],1.124
265,[-0.42352957],0.925
266,[-0.42352957],0.978
267,[-0.42352957],1.021
268,[-0.42352957],0.940
269,[-0.42352957],0.885
270,[-0.42352957],0.933
271,[-0.42352957],0.965
