generation,best_fitness,elapsed
000,[0.7663001],2.195
001,[0.7663001],0.907
002,[0.7663001],0.887
003,[0.7992183],0.915
004,[0.7992183],0.879
005,[0.7992183],0.951
006,[0.79934984],0.851
007,[0.79934984],3.729
008,[0.79934984],1.161
009,[0.79934984],1.074
010,[0.79934984],0.983
011,[0.79934984],0.977
012,[0.79934984],0.880
013,[0.79990345],0.897
014,[0.80006754],0.992
015,[0.80006754],0.940
016,[0.80006754],0.995
017,[0.8000676],0.876
018,[0.8000676],0.893
019,[0.8000676],0.892
020,[0.80006915],1.026
021,[0.80006915],0.969
022,[0.80006915],1.129
023,[0.80006915],1.083
024,[0.80006915],0.880
025,[0.80070466],1.028
026,[0.80070466],0.868
027,[0.80070466],0.893
028,[0.8041703],0.999
029,[0.8041703],0.877
030,[0.8041703],0.912
031,[0.8041703],0.979
032,[0.80468935],0.932
033,[0.817747],1.006
034,[0.8189851],0.871
035,[0.8200626],1.012
036,[0.8200626],0.976
037,[0.8211859],1.043
038,[0.8215721],0.971
039,[0.8221455],0.962
040,[0.8221455],0.990
041,[0.822841],0.883
042,[0.822841],0.902
043,[0.822841],0.896
044,[0.822841],0.883
045,[0.8237185],0.888
046,[0.8237185],0.980
047,[0.8255111],0.977
048,[0.8255111],1.000
049,[0.82785416],0.984
050,[0.82785416],0.872
051,[0.82785416],0.894
052,[0.82785416],0.883
053,[0.82785416],1.038
054,[0.82785416],0.970
055,[0.82785416],1.004
056,[0.82785416],0.865
057,[0.82785416],0.914
058,[0.828904],0.984
059,[0.828904],0.984
060,[0.828904],0.872
061,[0.828904],0.913
062,[0.828904],0.888
063,[0.828904],0.903
064,[0.828904],0.998
065,[0.828904],1.020
066,[0.828904],0.875
067,[0.828904],0.904
068,[0.828904],0.852
069,[0.828904],1.034
070,[0.828904],0.973
071,[0.828904],0.970
072,[0.828904],0.956
073,[0.828904],0.874
074,[0.828904],0.982
075,[0.828904],0.959
076,[0.828904],0.873
077,[0.828904],0.867
078,[0.828904],0.922
079,[0.828904],0.896
080,[0.828904],0.890
081,[0.8294385],1.032
082,[0.8294385],0.877
083,[0.8294385],0.884
084,[0.8294385],0.951
085,[0.8294385],1.015
086,[0.8294385],1.061
087,[0.8294385],0.956
088,[0.8294385],0.983
089,[0.8298044],0.985
090,[0.8298044],0.868
091,[0.8298044],0.907
092,[0.8302196],0.889
093,[0.83080846],0.967
094,[0.8452437],0.997
095,[0.8452437],0.985
096,[0.8452437],1.061
097,[0.8452437],0.962
098,[0.8452437],0.990
099,[0.8452437],1.025
100,[0.8452437],0.994
101,[0.8452437],1.260
102,[0.8526129],1.111
103,[0.8580812],1.041
