candidate,spid_loss,spid_fitness,performance_gap,fidelity_gap,reward,loss_rank,reward_rank
30,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
31,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
32,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
33,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
34,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
35,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
36,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
37,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
38,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
39,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
40,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
41,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
42,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
43,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
44,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
45,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
46,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
47,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
48,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
49,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
50,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
51,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
52,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
53,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
54,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
55,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
56,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
57,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
58,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
59,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
60,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
61,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
62,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
63,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
64,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
65,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
66,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
67,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
68,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
69,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
70,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
71,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
72,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
73,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
74,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
75,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
76,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
77,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
78,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
79,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
80,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
81,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
82,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
83,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
84,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
85,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
86,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
87,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
88,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
89,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
90,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
91,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
92,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
93,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
94,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
95,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
96,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
97,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
98,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
99,0.11169561,-0.11169561,0.10840775,0.12005987,240.85,27,9
