position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,9,0.0035769755486398935,0.003466209629550576,97.5999984741211,0.0035768894013017416,0.0034663158003240824,97.5999984741211,"[-1.0927616357803345, 0.8295436501502991]"
1,8,0.003576560178771615,0.003466835478320718,97.5999984741211,0.0035765469074249268,0.003466874361038208,97.5999984741211,"[-1.087764024734497, 0.8257249593734741]"
2,7,0.0035764044150710106,0.0034671572502702475,97.70000457763672,0.0035764151252806187,0.0034671418834477663,97.70000457763672,"[-1.085565447807312, 0.8240450620651245]"
3,6,0.0035762775223702192,0.003467458300292492,97.80000305175781,0.0035763056948781013,0.0034673968330025673,97.80000305175781,"[-1.083571195602417, 0.8225211501121521]"
4,5,0.0035762572661042213,0.0034746574237942696,98.20000457763672,0.003575980430468917,0.0034731777850538492,98.0999984741211,"[-1.0512425899505615, 0.7978157997131348]"
5,4,0.003576020011678338,0.003468296257779002,97.9000015258789,0.0035760747268795967,0.003468084614723921,97.70000457763672,"[-1.0785781145095825, 0.8187057971954346]"
6,3,0.0035760141909122467,0.003468320472165942,97.9000015258789,0.003576069138944149,0.0034681051038205624,97.80000305175781,"[-1.0784393548965454, 0.8185997605323792]"
7,2,0.0035759711172431707,0.0034684964921325445,97.9000015258789,0.0035760286264121532,0.003468260169029236,97.80000305175781,"[-1.0773845911026, 0.8177937865257263]"
8,1,0.003575816983357072,0.003471801057457924,98.0,0.0035757715813815594,0.003470909083262086,98.0,"[-1.0619436502456665, 0.8059939742088318]"
9,0,0.0035757683217525482,0.003470586845651269,98.0,0.0035757862497121096,0.0034699442330747843,98.0,"[-1.0671000480651855, 0.8099345564842224]"
