position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,9,0.04123035445809364,0.043690018355846405,257.8000183105469,0.030392451211810112,0.03554354980587959,260.0,[]
1,8,0.040208492428064346,0.04278435930609703,258.3000183105469,0.03027261793613434,0.03531112149357796,261.8999938964844,[]
2,7,0.04576163738965988,0.04740746319293976,260.1000061035156,0.03035367839038372,0.03539803624153137,261.0,[]
3,6,0.04220777377486229,0.044525641947984695,259.8000183105469,0.030512280762195587,0.035487137734889984,262.3000183105469,[]
4,5,0.044565312564373016,0.046446945518255234,259.8000183105469,0.030587883666157722,0.03561078757047653,260.8000183105469,[]
5,4,0.04260323569178581,0.04474727064371109,258.6000061035156,0.03036446124315262,0.035464391112327576,260.3999938964844,[]
6,3,0.0449136346578598,0.04665563628077507,259.70001220703125,0.03039897233247757,0.035455115139484406,260.6000061035156,[]
7,2,0.0437823049724102,0.04563480615615845,260.8999938964844,0.030394550412893295,0.035306159406900406,262.1000061035156,[]
8,1,0.04128190875053406,0.04365941509604454,664.6000366210938,0.029550401493906975,0.03489556536078453,241.0,[]
9,0,0.0403413400053978,0.04251712188124657,1000.0,0.029571840539574623,0.032889705151319504,1000.0,[]
