iteration,student_reward,imitation_loss,test_imitation_loss,train_mse,validation_mse,dataset_size,fit_seconds,behavior_reward,invalid_transitions,new_samples
0,285.0573425292969,0.07627839595079422,0.07816527038812637,0.08299387246370316,0.08065532892942429,8000,35.58625217794906,,0,8000
1,322.46624755859375,0.10569778829813004,0.08883166313171387,0.12472492456436157,0.0901668444275856,10618,36.768904005992226,284.578369140625,0,2618
2,736.6632080078125,0.11772046238183975,0.10367662459611893,0.15611274540424347,0.10220135003328323,13212,40.05998171999818,324.4772644042969,0,2594
3,809.353271484375,0.14386358857154846,0.1136196032166481,0.20306412875652313,0.12090525776147842,17892,40.606059435987845,666.9928588867188,0,4680
4,336.7675476074219,0.16167649626731873,0.11721126735210419,0.20410411059856415,0.11398015171289444,22940,40.692016365996096,795.7417602539062,0,5048
5,713.6770629882812,0.1731223613023758,0.1282324641942978,0.20899857580661774,0.12929606437683105,25832,43.134984263044316,338.1733093261719,0,2892
6,459.9850769042969,0.1816195845603943,0.11756206303834915,0.22101761400699615,0.11952000111341476,30248,40.86146757402457,711.9367065429688,0,4416
7,1381.741943359375,0.19312343001365662,0.12953507900238037,0.2322290986776352,0.13311883807182312,33496,46.912918746995274,481.9462585449219,0,3248
8,1146.54296875,0.20016062259674072,0.13249284029006958,0.23236437141895294,0.1449822336435318,42458,47.91431721101981,1380.7313232421875,0,8962
9,2878.05615234375,0.19817420840263367,0.13294880092144012,0.22903142869472504,0.1356782615184784,49935,50.8081190949888,1150.0435791015625,0,7477
