action_index,position,expression,length,operon_mse,validation_mse
0,0,((-0.000484) + (0.513238 * ((-0.622494) * X8))),5,0.0016680757980793715,0.0012161910999566317
0,1,((-0.000990) + (0.109484 * tanh(((-11.622444) * X8)))),6,0.0013438877649605274,0.0007988960715010762
0,2,((-0.001054) + (1.000133 * (((-0.902942) * X8) / (sqrt(1 + (464.333923 * X3) ^ 2))))),7,0.0011307364329695702,0.000856732192914933
0,3,(0.000499 + (0.124251 * tanh((((-10.327856) * X8) + (74.388016 * X2))))),8,0.0010926072718575597,0.000584858818911016
0,4,((-0.000656) + (0.999842 * (((-4.217591) * X3) + (((-0.888793) * X8) / (sqrt(1 + (474.805145 * X3) ^ 2)))))),9,0.0007834267453290522,0.0004057855694554746
0,5,((-0.000624) + (0.974078 * (tanh((((-0.907692) * X8) / (sqrt(1 + (442.402557 * X3) ^ 2)))) + ((-4.343468) * X3)))),10,0.0007787193171679974,0.0003769107861444354
0,6,((-0.000793) + (0.998209 * ((((-13.662405) * X3) + ((-0.925250) * X8)) / (sqrt(1 + (((-92.425629) * X7) + ((-76.469994) * X8)) ^ 2))))),11,0.0006799083203077316,0.00030552232055924833
0,7,((-0.000614) + (0.992732 * tanh(((((-13.591048) * X3) + ((-0.908959) * X8)) / (sqrt(1 + (((-87.917603) * X7) + ((-72.446228) * X8)) ^ 2)))))),12,0.0006720423116348684,0.0002748877159319818
0,8,(0.000891 + (1.000719 * ((((-18.070358) * X3) + ((-0.875855) * X8)) / (sqrt(1 + ((32.569855 * X8) + (((-110.014297) * X3) + (42.966518 * X7))) ^ 2))))),13,0.0005397612694650888,0.0002615938719827682
0,9,(0.000786 + (1.000686 * ((((-16.072588) * X3) + (((-0.945874) * X7) + ((-1.635629) * X8))) / (sqrt(1 + ((24.230648 * X8) + (((-91.742477) * X3) + (32.713810 * X7))) ^ 2))))),15,0.0005285615916363895,0.00022526021348312497
0,10,(0.000586 + (1.000251 * (((((-1.671796) * X8) / (sqrt(1 + (17.119755 * X3) ^ 2))) + (((-12.954719) * X3) + ((-0.973231) * X7))) / (sqrt(1 + (((-70.464973) * X3) + ((24.829071 * X7) + (18.077087 * X8))) ^ 2))))),17,0.000515497347805649,0.00020954372303094715
0,11,(0.000200 + (0.999254 * ((((-12.069651) * X3) / (sqrt(1 + ((12.118657 * X8) + (((-74.207275) * X3) + (23.144764 * X7))) ^ 2))) + ((((-0.904929) * X8) / (sqrt(1 + ((-45.878693) * X3) ^ 2))) / (sqrt(1 + (((-41.148335) * X8) + ((-50.083370) * X7)) ^ 2)))))),19,0.0005078158574178815,0.00027595204301178455
0,12,(0.000002 + (1.000389 * (((((-9.835935) * X3) + ((-0.286162) * X7)) / (sqrt(1 + ((8.555099 * X8) + (((-59.691483) * X3) + (17.422138 * X7))) ^ 2))) + ((((-1.090903) * X8) / (sqrt(1 + (48.368168 * X3) ^ 2))) / (sqrt(1 + ((47.844028 * X7) + (39.443550 * X8)) ^ 2)))))),21,0.0004999961820431054,0.00026363981305621564
0,13,((-0.000018) + (0.998208 * tanh((((((-9.339847) * X3) + ((-0.355682) * X7)) / (sqrt(1 + ((7.920629 * X8) + (((-54.836735) * X3) + (16.134010 * X7))) ^ 2))) + ((((-1.147356) * X8) / (sqrt(1 + (49.161518 * X3) ^ 2))) / (sqrt(1 + ((44.807270 * X7) + (36.929535 * X8)) ^ 2))))))),22,0.0004989543813280761,0.0002512068604119122
0,14,(0.000132 + (0.999805 * (((((-0.877765) * X8) + (((-12.010950) * X3) + ((-0.990090) * X7))) / (sqrt(1 + ((8.552554 * X8) + (((-71.381531) * X3) + (18.953524 * X7))) ^ 2))) + ((((-0.834072) * X8) / (sqrt(1 + ((-45.399498) * X3) ^ 2))) / (sqrt(1 + (((-37.033234) * X8) + ((-45.002357) * X7)) ^ 2)))))),23,0.0004797779838554561,0.00023116212105378509
0,15,(0.000020 + (0.999583 * (((((-10.352792) * X3) + (((-1.507836) * X8) + ((-1.813445) * X7))) / (sqrt(1 + ((10.744882 * X8) + (((-81.661026) * X3) + (22.878407 * X7))) ^ 2))) + (((((-3.685611) * X3) + (1.062491 * X7)) / (sqrt(1 + (49.877907 * X3) ^ 2))) / (sqrt(1 + ((46.084511 * X7) + (37.912170 * X8)) ^ 2)))))),25,0.0004766368947457522,0.00021313541219569743
0,16,(0.000132 + (0.997753 * (((((-11.848333) * X3) + (((-1.114496) * X7) + ((-0.908639) * X8))) / (sqrt(1 + ((9.391755 * X8) + (((-73.449471) * X3) + (20.434429 * X7))) ^ 2))) + (((((-0.562014) * X8) / (sqrt(1 + ((-126.431213) * X3) ^ 2))) + ((0.178212 * X7) + ((-0.176800) * X8))) / (sqrt(1 + (((-32.261551) * X8) + ((-39.314896) * X7)) ^ 2)))))),27,0.0004759797593578696,0.00023026879352983087
0,17,(0.000246 + (1.010836 * (((-0.706426) * X2) + (((((-0.865162) * X8) + (((-12.897774) * X3) + ((-0.989716) * X7))) / (sqrt(1 + ((6.681634 * X8) + (((-64.722298) * X3) + (15.887385 * X7))) ^ 2))) + (((((-0.242394) * X8) + (0.086251 * X7)) + (((-0.508142) * X8) / (sqrt(1 + (135.134003 * X3) ^ 2)))) / (sqrt(1 + (((-30.764915) * X8) + ((-37.529922) * X7)) ^ 2))))))),29,0.00047099520452320576,0.00023146538296714425
