candidate,spid_loss,spid_fitness,performance_gap,fidelity_gap,reward,loss_rank,reward_rank
53,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
54,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
55,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
56,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
57,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
58,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
59,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
60,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
61,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
62,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
63,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
64,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
65,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
66,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
67,0.11339317,-0.11339317,0.106238194,0.12591036,194.95,68,56
68,0.113512486,-0.113512486,0.10640151,0.12595676,139.15001,70,100
69,0.11351374,-0.11351374,0.10640042,0.1259604,139.25,71,99
70,0.11352389,-0.11352389,0.106769376,0.12584731,146.1,72,58
71,0.11352389,-0.11352389,0.106769376,0.12584731,146.1,72,58
72,0.11352389,-0.11352389,0.106769376,0.12584731,146.1,72,58
73,0.11352389,-0.11352389,0.106769376,0.12584731,146.1,72,58
74,0.11355826,-0.11355826,0.10647813,0.12598386,221.85,80,16
75,0.11355826,-0.11355826,0.10647813,0.12598386,221.85,80,16
76,0.11355826,-0.11355826,0.10647813,0.12598386,221.85,80,16
77,0.11358272,-0.11358272,0.1067565,0.12563433,158.90001,100,57
78,0.11350941,-0.11350941,0.1061358,0.12638873,224.45,69,15
79,0.113560446,-0.113560446,0.10677682,0.1259598,146.05,99,62
80,0.11355946,-0.11355946,0.10634305,0.12615743,205.3,83,25
81,0.11355946,-0.11355946,0.10634305,0.12615743,205.3,83,25
82,0.11355946,-0.11355946,0.10634305,0.12615743,205.3,83,25
83,0.11355946,-0.11355946,0.10634305,0.12615743,205.3,83,25
84,0.11355946,-0.11355946,0.10634305,0.12615743,205.3,83,25
85,0.11355946,-0.11355946,0.10634305,0.12615743,205.3,83,25
86,0.11355946,-0.11355946,0.10634305,0.12615743,205.3,83,25
87,0.11355946,-0.11355946,0.10634305,0.12615743,205.3,83,25
88,0.11355946,-0.11355946,0.10634305,0.12615743,205.3,83,25
89,0.11355946,-0.11355946,0.10634305,0.12615743,205.3,83,25
90,0.11355948,-0.11355948,0.10634309,0.12615743,205.95,93,19
91,0.11355948,-0.11355948,0.10634309,0.12615743,205.95,93,19
92,0.11355948,-0.11355948,0.10634309,0.12615743,205.95,93,19
93,0.11355948,-0.11355948,0.10634309,0.12615743,205.95,93,19
94,0.11355948,-0.11355948,0.10634309,0.12615743,205.95,93,19
95,0.11355948,-0.11355948,0.10634309,0.12615743,205.95,93,19
96,0.11353083,-0.11353083,0.10623677,0.12626438,229.90001,76,11
97,0.11353083,-0.11353083,0.10623677,0.12626438,229.90001,76,11
98,0.11353083,-0.11353083,0.10623677,0.12626438,229.90001,76,11
99,0.11353083,-0.11353083,0.10623677,0.12626438,229.90001,76,11
