candidate,spid_loss,spid_fitness,performance_gap,fidelity_gap,reward,loss_rank,reward_rank
0,0.113212585,-0.113212585,0.106136054,0.12573048,249.8,1,2
1,0.113212585,-0.113212585,0.106136054,0.12573048,252.3,1,1
2,0.113212585,-0.113212585,0.106136054,0.12573048,249.8,1,2
3,0.113212585,-0.113212585,0.106136054,0.12573048,249.8,1,2
4,0.113212585,-0.113212585,0.106136054,0.12573048,249.8,1,2
5,0.113212585,-0.113212585,0.106136054,0.12573048,249.8,1,2
6,0.113212585,-0.113212585,0.106136054,0.12573048,249.8,1,2
7,0.113212585,-0.113212585,0.106136054,0.12573048,249.8,1,2
8,0.113212585,-0.113212585,0.106136054,0.12573048,249.8,1,2
9,0.11330249,-0.11330249,0.10634193,0.12534748,200.90001,29,51
10,0.11330249,-0.11330249,0.10634193,0.12534748,200.90001,29,51
11,0.11330239,-0.11330239,0.10634179,0.1253474,200.2,11,53
12,0.11330239,-0.11330239,0.10634179,0.1253474,200.2,11,53
13,0.11330239,-0.11330239,0.10634179,0.1253474,205.05,11,35
14,0.11330239,-0.11330239,0.10634179,0.1253474,200.2,11,53
15,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
16,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
17,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
18,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
19,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
20,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
21,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
22,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
23,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
24,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
25,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
26,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
27,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
28,0.11330248,-0.11330248,0.10634187,0.12534739,203.65001,15,37
29,0.11331464,-0.11331464,0.10511818,0.12778196,203.90001,31,36
30,0.113251515,-0.113251515,0.1060088,0.1259341,235.3,10,10
31,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
32,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
33,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
34,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
35,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
36,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
37,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
38,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
39,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
40,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
41,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
42,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
43,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
44,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
45,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
46,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
47,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
48,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
49,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
50,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
51,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
52,0.11332679,-0.11332679,0.106601864,0.12544388,143.95,32,63
