action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.022649 + ((-0.956115) * (0.275435 * X8))),5,0.3507685959339142,0.1316061019897461
0,1,((-0.082047) + (1.000000 * (((-0.223885) * X8) - (2.682547 * X2)))),7,0.3235657215118408,0.1256715953350067
0,2,((-0.105919) + (1.132999 * (((-0.292282) * X5) + (((-0.211830) * X8) - (3.572598 * X2))))),9,0.2947365641593933,0.1249302551150322
0,3,((-0.075373) + (1.440589 * (((-0.292282) * X5) + tanh((((-0.227779) * X8) - (2.456152 * X2)))))),10,0.29405829310417175,0.12178945541381836
0,4,(0.116320 + (0.994288 * (((-0.097403) * X6) + (((-0.292282) * X5) + (((-0.279779) * X8) - (3.378291 * X2)))))),11,0.28638067841529846,0.11587511748075485
0,5,(0.000068 + (0.999895 * (((-0.097403) * X6) + ((((-0.386726) * X5) + 0.125732) + (((-0.279779) * X8) - (3.378291 * X2)))))),13,0.28372496366500854,0.1163572296500206
0,6,((-0.000001) + (1.000002 * (((((-0.386682) * X5) + 651.627319) + ((((-3.378275) * X2) - (0.279740 * X8)) + ((-0.097372) * X6))) - 651.501587))),15,0.2837243974208832,0.1163594201207161
0,7,((-0.000078) + (1.000765 * ((((0.026769 * X7) - (3.194534 * X2)) + ((-0.350162) * X5)) + ((tanh(((-0.089991) * X6)) + ((-0.285484) * X8)) - (-0.117495))))),16,0.28297528624534607,0.11448867619037628
0,8,(0.030467 + (0.875345 * (((-0.039304) * X6) + ((tanh((((-0.609899) * X7) - tanh((0.509699 * X5)))) + (0.516910 * X7)) + (((-0.297422) * X8) - (3.643888 * X2)))))),17,0.28263425827026367,0.11359692364931107
0,9,((-0.073081) + (1.241195 * (tanh(((((((-0.211830) * X8) - (3.572598 * X2)) + tanh(((-0.111986) * X8))) + ((-0.309349) * X7)) - tanh((0.389933 * X5)))) + (0.267976 * X7)))),18,0.27616098523139954,0.116425059735775
