action_index,generation,best_loss,median_loss,candidate_count
0,0,0.06031389161944389,0.1082698404788971,4
0,1,0.057676464319229126,0.10157561302185059,4
0,2,0.047855231910943985,0.07551263645291328,6
0,3,0.046293195337057114,0.07441768422722816,6
0,4,0.04111069068312645,0.05225357040762901,9
0,5,0.037064265459775925,0.052416425198316574,10
0,6,0.035778868943452835,0.04962116479873657,11
0,7,0.035778868943452835,0.04820543900132179,12
0,8,0.0352582149207592,0.04791681841015816,13
0,9,0.03459542989730835,0.04637296125292778,13
