action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.132132 + ((-4.014032) * (0.391993 * X3))),5,0.1688869595527649,0.019573446363210678
0,1,(0.154466 + (0.903750 * tanh(((-16.154610) * X3)))),6,0.11729377508163452,0.02729475311934948
0,2,(0.140833 + (0.866811 * (tanh(((-16.950092) * X3)) + ((-0.460902) * X1)))),8,0.09700879454612732,0.0144093232229352
0,3,(0.134390 + (1.156492 * tanh((((-0.430884) * X1) + tanh(((-13.681276) * X3)))))),9,0.09668295830488205,0.011685820296406746
0,4,(0.149397 + (0.983295 * (tanh((((-7.772262) * X3) + ((-0.336115) * X8))) + ((-0.381902) * X1)))),10,0.09353616088628769,0.014980473555624485
0,5,(0.135455 + (1.196841 * tanh((tanh((((-7.698545) * X3) + ((-0.350748) * X8))) + ((-0.469228) * X1))))),11,0.0930456817150116,0.009303606115281582
0,6,(0.139726 + (1.122115 * (((-0.430884) * X1) + (((2.604934 * X2) * (-0.424416)) - tanh((15.422903 * X3)))))),12,0.08971649408340454,0.01307186484336853
0,7,(0.131089 + (1.315723 * tanh(((((2.604934 * X2) * (-0.462649)) - tanh((16.197771 * X3))) + ((-0.461162) * X1))))),13,0.08877053111791611,0.010522379539906979
0,8,(0.146920 + (1.056133 * (((tanh(((0.115047 * X3) + ((-0.223690) * X8))) + ((-2.801702) * X2)) - tanh((18.709866 * X3))) + ((-0.530902) * X1)))),15,0.0818646252155304,0.012374735437333584
0,9,(0.003518 + (0.918915 * (((tanh((((-1.480893) * X3) + ((-0.441492) * X8))) + ((-3.431598) * X2)) - (tanh((14.994740 * X3)) + (-0.169240))) + ((-0.463769) * X1)))),17,0.08096395432949066,0.01685967855155468
0,10,((-0.006432) + (1.076041 * ((((0.142934 + (((0.690206 * X3) + ((-0.229755) * X8)) + (0.036108 * X1))) + ((-2.181968) * X2)) - tanh((19.193834 * X3))) + ((-0.530902) * X1)))),18,0.08006314933300018,0.013282207772135735
0,11,((-0.004315) + (1.037625 * ((((2.604934 * X2) * (-0.919651)) - ((tanh(((15.112619 * X3) + (0.416112 * X8))) + (-510.888794)) + (tanh(((0.263506 * X3) + (0.149754 * X8))) + 510.737305))) + ((-0.474310) * X1)))),23,0.07973397523164749,0.015326584689319134
0,12,(0.005914 + (0.975397 * ((((((2.604934 * X2) * (-1.063898)) - ((0.209276 * X6) / (sqrt(1 + (-0.424624) ^ 2)))) + (((-0.386059) * X1) + (((1.995692 * X3) + tanh((((-10.597520) * X3) + ((-0.218856) * X8)))) * 1.494437))) - (-0.157239)) - (3.385128 * X3)))),26,0.07592669129371643,0.018442291766405106
