iteration,student_reward,imitation_loss,test_imitation_loss,train_mse,validation_mse,dataset_size,fit_seconds,behavior_reward,invalid_transitions,new_samples
0,168.4793701171875,0.07554218918085098,0.07922539114952087,0.08346395194530487,0.0880184918642044,8000,37.528845881985035,,0,8000
1,1229.708984375,0.07541348785161972,0.0836661234498024,0.09893172234296799,0.09019642323255539,9751,39.68377149896696,169.8032684326172,0,1751
2,652.4909057617188,0.1243661493062973,0.10819755494594574,0.15410760045051575,0.10964876413345337,18678,39.644551874022,1309.6483154296875,0,8927
3,2923.233154296875,0.13785897195339203,0.11307810992002487,0.1820581555366516,0.12089382112026215,23340,43.29081897903234,621.3895874023438,0,4662
4,965.3981323242188,0.1797226220369339,0.13872447609901428,0.21131785213947296,0.14443983137607574,43340,48.194766581989825,2919.6953125,0,20000
5,571.29443359375,0.19995544850826263,0.15548895299434662,0.2379460334777832,0.158440500497818,50142,50.272971277008764,940.1728515625,0,6802
6,328.6451721191406,0.20752352476119995,0.16062496602535248,0.2368234544992447,0.16786284744739532,54276,51.921184903010726,572.9454345703125,0,4134
7,1189.3074951171875,0.21407122910022736,0.13980035483837128,0.2452717423439026,0.15021322667598724,57230,50.152562935021706,328.2278137207031,0,2954
8,936.4822387695312,0.22322747111320496,0.1531502902507782,0.2501055598258972,0.16482660174369812,64886,54.96552808803972,1190.4693603515625,0,7656
9,735.671630859375,0.22640646994113922,0.15344370901584625,0.23862698674201965,0.15429043769836426,70846,58.12492695101537,931.3973999023438,0,5960
