candidate,spid_loss,spid_fitness,performance_gap,fidelity_gap,reward,loss_rank,reward_rank
60,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
61,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
62,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
63,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
64,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
65,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
66,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
67,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
68,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
69,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
70,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
71,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
72,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
73,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
74,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
75,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
76,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
77,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
78,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
79,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
80,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
81,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
82,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
83,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
84,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
85,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
86,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
87,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
88,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
89,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
90,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
91,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
92,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
93,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
94,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
95,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
96,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
97,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
98,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
99,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
