candidate,spid_loss,spid_fitness,performance_gap,fidelity_gap,reward,loss_rank,reward_rank
0,0.1318988,-0.1318988,0.12478758,0.15049982,5.05,1,99
1,0.1318988,-0.1318988,0.12478758,0.15049982,5.05,1,99
2,0.13729912,-0.13729912,0.14746758,0.15083164,238.8,3,1
3,0.13729912,-0.13729912,0.14746758,0.15083164,238.8,3,1
4,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
5,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
6,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
7,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
8,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
9,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
10,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
11,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
12,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
13,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
14,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
15,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
16,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
17,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
18,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
19,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
20,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
21,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
22,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
23,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
24,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
25,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
26,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
27,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
28,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
29,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
30,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
31,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
32,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
33,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
34,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
35,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
36,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
37,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
38,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
39,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
40,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
41,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
42,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
43,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
44,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
45,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
46,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
47,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
48,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
49,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
50,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
51,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
52,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
53,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
54,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
55,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
56,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
57,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
58,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
59,0.1376983,-0.1376983,0.15202664,0.15053234,97.65,5,3
