iteration,imitation_loss,raw_imitation_loss,student_reward,behavior_policy,behavior_reward,dataset_size,new_samples,collection_trajectories,invalid_transitions,finite_fitness_fraction,scaling_weights
0,0.0023308582603931427,0.03484313562512398,832.7999877929688,expert,,10000,10000,,,1.0,"[-0.5712016820907593, 0.0038324203342199326]"
