generation,best_loss,median_loss,finite_fitness_fraction
0,0.004281867761164904,0.48709169030189514,1.0
1,0.004247640259563923,0.011236599646508694,1.0
2,0.004247640259563923,0.0061943866312503815,1.0
3,0.004247640259563923,0.005842302460223436,1.0
4,0.004247640259563923,0.005842302460223436,1.0
5,0.004106293432414532,0.00495811877772212,1.0
6,0.004067375790327787,0.004281867761164904,1.0
7,0.004067375790327787,0.004247640259563923,1.0
8,0.004067375790327787,0.004247640259563923,1.0
9,0.003947461489588022,0.004247640259563923,1.0
10,0.003947461489588022,0.004106293432414532,1.0
11,0.003947461489588022,0.004106293432414532,1.0
12,0.0038781168404966593,0.004067375790327787,1.0
13,0.0038781168404966593,0.003948047757148743,1.0
14,0.0038781168404966593,0.003947461489588022,1.0
15,0.0038781168404966593,0.003947461489588022,1.0
16,0.0038781168404966593,0.003947461489588022,1.0
17,0.0038781168404966593,0.003947457764297724,1.0
18,0.0038781168404966593,0.003917434718459845,1.0
19,0.0038781168404966593,0.003917434718459845,1.0
20,0.0038767021615058184,0.0038781168404966593,1.0
21,0.0038767021615058184,0.0038781168404966593,1.0
22,0.003856003750115633,0.0038781168404966593,1.0
23,0.003856003750115633,0.0038781168404966593,1.0
24,0.003856003750115633,0.0038781168404966593,1.0
25,0.003856003750115633,0.0038781168404966593,1.0
26,0.003856003750115633,0.0038767021615058184,1.0
27,0.003856003750115633,0.0038767021615058184,1.0
28,0.003856003750115633,0.0038767021615058184,1.0
29,0.003856003750115633,0.0038767021615058184,1.0
30,0.0038541953545063734,0.0038767021615058184,1.0
31,0.0038541953545063734,0.0038767021615058184,1.0
32,0.0038541953545063734,0.0038767021615058184,1.0
33,0.0038541953545063734,0.003856003750115633,1.0
34,0.0038541953545063734,0.003856003750115633,1.0
35,0.0038541953545063734,0.003856003750115633,1.0
36,0.0038541953545063734,0.003856003750115633,1.0
37,0.0038526433054357767,0.003856003750115633,1.0
38,0.0038526433054357767,0.003856003750115633,1.0
39,0.0038526433054357767,0.0038541953545063734,1.0
40,0.0038526433054357767,0.0038541953545063734,1.0
41,0.003846551990136504,0.0038541953545063734,1.0
42,0.003846551990136504,0.0038541953545063734,1.0
43,0.003846551990136504,0.0038541953545063734,1.0
44,0.003846551990136504,0.0038541953545063734,1.0
45,0.003846551990136504,0.0038526433054357767,1.0
46,0.003841719124466181,0.0038526421412825584,1.0
47,0.003841719124466181,0.003846551990136504,1.0
48,0.003841719124466181,0.003846551990136504,1.0
49,0.003841719124466181,0.003846551990136504,1.0
