action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.481228 + (0.831427 * (0.048092 * X14))),5,0.2022106945514679,0.21283374726772308
0,1,(0.483617 + (0.800788 * ((0.041193 * X14) + (0.085219 * X11)))),7,0.18373781442642212,0.1933237463235855
0,2,((-243.247452) + (243.950455 * tanh((7.758272 + (0.461460 * X14))))),8,0.16574157774448395,0.16771039366722107
0,3,(0.568062 + (0.821067 * (((0.065427 * X14) * ((-0.247178) * X11)) + (0.036590 * X14)))),9,0.1548433154821396,0.16579441726207733
0,4,((-8.342738) + (9.059454 * tanh(((0.060583 * X13) + (3.598176 + (0.185054 * X14)))))),10,0.1364607959985733,0.13981913030147552
0,5,((-0.154536) + (0.865501 * tanh((((0.501607 * X13) + (1.660628 * X10)) + (4.865097 + (0.262508 * X14)))))),12,0.10046426206827164,0.10214443504810333
0,6,((-0.123446) + (0.822325 * (((-0.009100) * X17) + tanh((((0.501607 * X13) + (1.660628 * X10)) + (4.865097 + (0.262508 * X14))))))),14,0.09739676862955093,0.09964556246995926
0,7,((-0.152596) + (1.116068 * ((0.064072 * X10) + tanh(tanh((((0.460558 * X13) + (1.414868 * X10)) + (4.538760 + (0.251264 * X14)))))))),15,0.09719423204660416,0.10026969760656357
0,8,((-0.135547) + (0.823927 * ((0.064072 * X10) + (((-0.009100) * X17) + tanh((((0.541008 * X13) + (1.770521 * X10)) + (5.641794 + (0.317496 * X14)))))))),16,0.09417138993740082,0.09692113101482391
0,9,((-0.103180) + (1.032188 * (((-0.009100) * X17) + ((0.064072 * X10) + tanh(tanh((((0.495081 * X13) + (1.638586 * X10)) + (4.865097 + (0.262508 * X14))))))))),17,0.09386137127876282,0.09677176177501678
0,10,((-0.070211) + (0.980883 * (((-0.009100) * X17) + (((0.008534 * X13) + (0.076607 * X10)) + tanh(tanh((((0.501425 * X13) + (1.626068 * X10)) + (4.834764 + (0.260397 * X14))))))))),19,0.09315280616283417,0.09656549245119095
0,11,((-0.033612) + (0.992744 * tanh((((0.099746 * X14) * ((-0.247178) * X11)) + ((((96.793892 * X13) + (395.432556 * X10)) + (1203.586426 + (54.194664 * X14))) / (sqrt(1 + (((-2095.902588) * X8) - (452.369049 * X6)) ^ 2))))))),20,0.08169546723365784,0.09489014744758606
0,12,((-0.056024) + (1.260044 * tanh(tanh((((0.092391 * X14) * ((-0.247178) * X11)) + ((((96.793892 * X13) + (395.432556 * X10)) + (1130.679199 + (47.559891 * X14))) / (sqrt(1 + (((-2074.912354) * X8) - (427.602142 * X6)) ^ 2)))))))),21,0.08007736504077911,0.093178391456604
0,13,((-0.000503) + (1.011635 * (((0.008653 * X14) + ((-0.005816) * X17)) + tanh(tanh((((0.146204 * X14) * ((-0.247178) * X11)) + ((((202.414474 * X13) + (816.084595 * X10)) + (1666.507446 + (27.656645 * X14))) / (sqrt(1 + (((-2095.902588) * X8) - (508.018585 * X6)) ^ 2))))))))),25,0.07968239486217499,0.09331517666578293
0,14,((-0.010909) + (1.021879 * ((((0.008917 * X14) + ((-0.011809) * X11)) + ((-0.006353) * X17)) + tanh(tanh((((0.154053 * X14) * ((-0.247178) * X11)) + ((((223.330002 * X13) + (875.962830 * X10)) + (1768.111694 + (29.335136 * X14))) / (sqrt(1 + (((-2095.902588) * X8) - (501.956390 * X6)) ^ 2))))))))),27,0.07923801988363266,0.0926249623298645
1,0,(0.188280 + (0.958492 * (0.063227 * X11))),5,0.286032110452652,0.29764989018440247
1,1,(0.220712 + (4.365015 * (((-0.165277) * X17) * ((-0.102239) * X8)))),7,0.23658600449562073,0.2527034282684326
1,2,(0.249769 + (0.466570 * tanh(((0.405177 * X17) * (0.693147 * X8))))),8,0.2286771535873413,0.2452574521303177
1,3,(0.290671 + (2.572538 * ((((-0.140685) * X17) * ((-0.610752) * X8)) / (sqrt(1 + (5.572141 * X10) ^ 2))))),9,0.1978495568037033,0.2097669094800949
1,4,(0.317503 + ((-1.398849) * (tanh(((0.393603 * X17) * ((-0.568616) * X8))) / (sqrt(1 + (5.002786 * X10) ^ 2))))),10,0.19259504973888397,0.20572790503501892
1,5,(0.265536 + (0.742337 * ((((2.302585 * X17) * (0.126673 * X8)) / (sqrt(1 + (5.130534 * X10) ^ 2))) + (0.221244 * X5)))),11,0.1874673217535019,0.19659321010112762
1,6,(0.327197 + (1.293673 * ((tanh(((2.302585 * X17) * (0.126673 * X8))) / (sqrt(1 + (5.194004 * X10) ^ 2))) + (0.049394 * X12)))),12,0.18255294859409332,0.1942937672138214
1,7,(0.226406 + (1.003016 * (((0.404922 * X5) / (sqrt(1 + ((-2.313745) * X15) ^ 2))) + ((((-0.083008) * X17) * ((-2.550184) * X8)) / (sqrt(1 + (5.176414 * X10) ^ 2)))))),13,0.1787114441394806,0.18624652922153473
1,8,(0.259540 + (1.309203 * (((0.294270 * X5) / (sqrt(1 + ((-2.202284) * X15) ^ 2))) + (tanh((((-0.345404) * X17) * ((-0.722026) * X8))) / (sqrt(1 + (4.937938 * X10) ^ 2)))))),14,0.1743292212486267,0.18255388736724854
1,9,(0.221994 + (0.840531 * (((0.377110 * X5) / (sqrt(1 + ((-1.581505) * X15) ^ 2))) + (((((-0.083008) * X17) * ((-2.550184) * X8)) + (0.088430 * X15)) / (sqrt(1 + (4.034589 * X10) ^ 2)))))),15,0.17423632740974426,0.18227779865264893
1,10,(0.209681 + (1.112581 * tanh((((0.377110 * X5) / (sqrt(1 + ((-1.581505) * X15) ^ 2))) + (((((-0.083008) * X17) * ((-2.550184) * X8)) + (0.088430 * X15)) / (sqrt(1 + (4.034589 * X10) ^ 2))))))),16,0.16785119473934174,0.17630398273468018
1,11,(0.233592 + (1.284657 * tanh((((0.360375 * X5) / (sqrt(1 + ((-2.310884) * X15) ^ 2))) + ((tanh(((2.302585 * X17) * (0.112699 * X8))) + (0.088430 * X15)) / (sqrt(1 + (4.034589 * X10) ^ 2))))))),17,0.16471756994724274,0.17272821068763733
1,12,(0.257919 + (1.086636 * ((((0.360375 * X5) / (sqrt(1 + ((-2.310884) * X15) ^ 2))) + ((tanh((((-0.505437) * X17) * ((-0.610752) * X8))) + (0.038281 * X15)) / (sqrt(1 + (4.072866 * X10) ^ 2)))) + (0.046743 * X12)))),18,0.1628808230161667,0.1707146018743515
1,13,(0.244028 + (1.239555 * (tanh((((0.360375 * X5) / (sqrt(1 + ((-2.310884) * X15) ^ 2))) + ((tanh((((-0.505437) * X17) * ((-0.610752) * X8))) + (0.088430 * X15)) / (sqrt(1 + (4.034589 * X10) ^ 2))))) + (0.029655 * X12)))),19,0.1603950709104538,0.1684500277042389
1,14,(0.098607 + (1.013739 * (((0.052566 * X12) + (tanh((((-0.295531) * X17) * ((-1.212195) * X8))) / (sqrt(1 + (3.668743 * X10) ^ 2)))) - (((0.032406 * X17) - (0.097174 * X9)) / (sqrt(1 + (((-0.775632) * X17) * (0.868990 * X8)) ^ 2)))))),20,0.15899063646793365,0.1679852157831192
1,15,(0.061500 + (1.009219 * ((((0.034180 * X10) + (tanh((((-1.015613) * X17) * ((-0.339033) * X8))) / (sqrt(1 + (3.614930 * X10) ^ 2)))) + (0.057792 * X12)) - (((0.032406 * X17) - (0.097174 * X9)) / (sqrt(1 + (((-0.623507) * X17) * (0.723013 * X8)) ^ 2)))))),22,0.1588878631591797,0.1680109053850174
1,16,(0.000846 + (0.999143 * ((((0.390870 * X5) / (sqrt(1 + ((-1.516439) * X15) ^ 2))) + ((((2.302585 * X17) * (0.063526 * X8)) + (0.087186 * X15)) / (sqrt(1 + (2.688741 * X10) ^ 2)))) - (((0.065685 * X13) + ((-0.108607) * X9)) / (sqrt(1 + ((1.165890 * X17) * ((-0.844659) * X8)) ^ 2)))))),23,0.14939942955970764,0.15475670993328094
1,17,(0.023099 + (0.951311 * ((((0.386320 * X5) / (sqrt(1 + ((-1.443394) * X15) ^ 2))) + ((tanh(((2.302585 * X17) * (0.112490 * X8))) + (0.091189 * X15)) / (sqrt(1 + (2.708779 * X10) ^ 2)))) - (((0.059988 * X13) + ((-0.108260) * X9)) / (sqrt(1 + (((-0.665720) * X17) * (1.104539 * X8)) ^ 2)))))),24,0.14511072635650635,0.15128971636295319
1,18,(0.022525 + (1.126582 * tanh(((((0.370906 * X5) / (sqrt(1 + ((-1.216908) * X15) ^ 2))) + ((tanh((((-0.546687) * X17) * ((-0.469897) * X8))) + (0.088863 * X15)) / (sqrt(1 + (2.841773 * X10) ^ 2)))) - (((0.055401 * X13) + ((-0.108225) * X9)) / (sqrt(1 + ((1.165890 * X17) * ((-0.795391) * X8)) ^ 2))))))),25,0.14377465844154358,0.1499866545200348
1,19,(0.021292 + (0.979085 * (tanh(((((0.465040 * X5) / (sqrt(1 + ((-1.179547) * X15) ^ 2))) + ((((2.903937 * X17) * (0.110461 * X8)) + (0.227470 * X15)) / (sqrt(1 + (5.875773 * X10) ^ 2)))) - (((0.082701 * X13) + ((-0.111188) * X9)) / (sqrt(1 + ((1.356350 * X17) * ((-0.633174) * X8)) ^ 2))))) + (0.029171 * X12)))),26,0.1373327225446701,0.14392465353012085
2,0,((-0.090846) + ((-1.919906) * ((-0.043277) * X13))),5,0.29623082280158997,0.32523712515830994
2,1,((-0.118006) + (0.542526 * tanh((0.310733 * X13)))),6,0.28511565923690796,0.308834433555603
2,2,((-0.111585) + (0.771595 * ((0.026947 * X14) - ((-0.089819) * X13)))),7,0.27387288212776184,0.2975977063179016
2,3,((-0.142725) + (1.150099 * (tanh((0.349444 * X13)) * ((-0.682730) * X7)))),8,0.26305609941482544,0.2851552665233612
2,4,((-0.152442) + (1.088335 * ((0.027115 * X14) + ((0.176953 * X13) / (sqrt(1 + (0.524318 * X14) ^ 2)))))),9,0.25622645020484924,0.27164751291275024
2,5,(0.004218 + (1.059670 * tanh(((((-2.207646) * X17) * ((-0.008495) * X15)) - ((-0.077645) * X13))))),10,0.24710983037948608,0.2597596347332001
2,6,((-0.012283) + (0.501843 * (tanh(((3.141593 * X17) * (0.013049 * X15))) + tanh((0.281226 * X13))))),11,0.2380879819393158,0.2507523000240326
2,7,((-0.046291) + (0.868606 * tanh(((((-2.207646) * X17) * ((-0.013394) * X15)) + ((0.281226 * X13) * ((-0.682730) * X7)))))),12,0.22801277041435242,0.24385161697864532
2,8,((-0.004919) + (0.346800 * (tanh((((-1.070858) * X17) * ((-0.912697) * X15))) + ((0.086077 * X14) + tanh((0.374058 * X13)))))),13,0.21123006939888,0.22446200251579285
2,9,((-0.015329) + (0.328189 * (tanh((((-0.890538) * X17) * ((-0.912697) * X15))) + ((0.086077 * X14) + ((0.462664 * X13) / (sqrt(1 + (0.321441 * X14) ^ 2))))))),14,0.20621082186698914,0.21984653174877167
2,10,((-0.010041) + (0.836995 * (tanh(tanh(((3.141593 * X17) * (0.013049 * X15)))) + ((0.027115 * X14) + (tanh((0.300074 * X13)) / (sqrt(1 + ((-0.520069) * X14) ^ 2))))))),16,0.2050357311964035,0.20794138312339783
2,11,((-0.015106) + (0.901612 * (tanh(tanh(tanh((((-2.701951) * X17) * ((-0.016152) * X15))))) + ((0.027115 * X14) + (tanh((0.276368 * X13)) / (sqrt(1 + ((-0.520069) * X14) ^ 2))))))),17,0.20297175645828247,0.2060413509607315
2,12,((-0.018483) + (0.941481 * (tanh(tanh(tanh(tanh((((-3.196255) * X17) * ((-0.015284) * X15)))))) + ((0.026573 * X14) + (tanh((0.276368 * X13)) / (sqrt(1 + ((-0.520069) * X14) ^ 2))))))),18,0.20191749930381775,0.20509393513202667
2,13,((-0.030865) + (0.972859 * (tanh(tanh(tanh(tanh(tanh((((-2.701951) * X17) * ((-0.016152) * X15))))))) + ((0.027115 * X14) + (tanh((0.276368 * X13)) / (sqrt(1 + ((-0.520069) * X14) ^ 2))))))),19,0.20142221450805664,0.20525097846984863
2,14,((-0.037203) + (0.974184 * tanh((((((-2.701951) * X17) * ((-0.010410) * X15)) + ((0.300074 * X13) * (((-2.207646) * X17) * (0.006383 * X15)))) + ((0.024113 * X14) + ((0.235754 * X13) / (sqrt(1 + ((-0.952732) * X14) ^ 2)))))))),20,0.1936889886856079,0.2063169926404953
2,15,((-0.058301) + (0.992669 * tanh((tanh(((((-2.207646) * X17) * ((-0.014495) * X15)) + ((0.300074 * X13) * ((3.480740 * X17) * ((-0.005920) * X15))))) + ((0.024501 * X14) + ((0.191243 * X13) / (sqrt(1 + (0.522728 * X14) ^ 2)))))))),21,0.19040441513061523,0.20536786317825317
2,16,((-0.035099) + (0.824899 * (tanh(tanh((((3.141593 * X17) * (0.013049 * X15)) + ((0.300074 * X13) * ((3.480740 * X17) * ((-0.005920) * X15)))))) + ((0.027115 * X14) + (tanh((0.276368 * X13)) / (sqrt(1 + ((-0.520069) * X14) ^ 2))))))),22,0.1865600347518921,0.19778122007846832
3,0,(0.534726 + (16.636292 * (0.065268 * X4))),5,0.1756281554698944,0.1843174695968628
3,1,(0.322326 + (0.280987 * tanh(((-2.627606) * X14)))),6,0.17169244587421417,0.1603420376777649
3,2,(0.507494 + (0.783494 * ((1.085727 * X4) + ((-0.027097) * X14)))),7,0.15316946804523468,0.15396083891391754
3,3,(0.435355 + (0.230078 * ((2.471963 * X4) + tanh(((-3.035128) * X14))))),8,0.14795789122581482,0.14274320006370544
