iteration,imitation_loss,raw_imitation_loss,student_reward,behavior_policy,behavior_reward,dataset_size,new_samples,collection_trajectories,invalid_transitions,finite_fitness_fraction,scaling_weights
0,0.0025594113394618034,0.006242481525987387,624.4000244140625,expert,,10000,10000,,,1.0,"[0.5104026794433594, 0.0102140037342906]"
