seed,best_iteration,best_validation_reward,last_iteration,solved
0,2,241.6999969482422,9,false
1,2,252.5,9,false
2,2,237.3000030517578,9,false
3,2,250.10000610351562,9,false
4,1,217.90000915527344,9,false
5,1,250.5,9,false
6,4,259.8999938964844,9,false
7,5,253.90000915527344,9,false
8,7,219.8000030517578,9,false
9,8,428.3000183105469,9,false
