iteration,student_reward,imitation_loss,test_imitation_loss,train_mse,validation_mse,dataset_size,fit_seconds,behavior_reward,invalid_transitions,new_samples
0,1175.3253173828125,0.07972833514213562,0.08045414835214615,0.07972833514213562,0.08045414835214615,8000,35.7149305010098,,0,8000
1,372.8269958496094,0.162250816822052,0.12470186501741409,0.1622508317232132,0.12470186501741409,16442,38.875749924976844,1202.4482421875,0,8442
2,831.3896484375,0.17348147928714752,0.12873904407024384,0.17348147928714752,0.12873904407024384,19155,37.66996187402401,372.9539489746094,0,2713
3,489.7365417480469,0.19795739650726318,0.1281755119562149,0.19795739650726318,0.1281755119562149,24669,41.07487015798688,784.5955200195312,0,5514
4,611.5551147460938,0.21360622346401215,0.12241832911968231,0.21360622346401215,0.12241832911968231,29290,40.53939332999289,610.88671875,0,4621
5,653.23974609375,0.21539127826690674,0.11992901563644409,0.21539127826690674,0.11992901563644409,33471,42.432219010952394,612.2186889648438,0,4181
6,467.2756042480469,0.23051777482032776,0.11826296895742416,0.23051777482032776,0.11826296895742416,38246,45.00689113198314,646.3917846679688,0,4775
7,899.7701416015625,0.2301144301891327,0.13673226535320282,0.23011445999145508,0.13673226535320282,41347,46.34938266500831,451.5846862792969,0,3101
8,711.79052734375,0.24060384929180145,0.1342550665140152,0.24060384929180145,0.1342550665140152,47084,49.03426296001999,845.7511596679688,0,5737
9,344.24658203125,0.2324773073196411,0.12514422833919525,0.2324773073196411,0.12514422833919525,51622,49.17748728598235,696.4762573242188,0,4538
