generation,best_loss,median_loss,finite_fitness_fraction
0,0.024150604382157326,0.07554223388433456,1.0
1,0.024150604382157326,0.050030969083309174,1.0
2,0.023927949368953705,0.037688687443733215,1.0
3,0.023030996322631836,0.031953997910022736,1.0
4,0.022964848205447197,0.026729531586170197,1.0
5,0.022928815335035324,0.02596368081867695,1.0
6,0.022926071658730507,0.02417820319533348,1.0
7,0.022737091407179832,0.023501422256231308,1.0
8,0.022737091407179832,0.023188548162579536,1.0
9,0.022737091407179832,0.023089226335287094,1.0
10,0.022737091407179832,0.02302742376923561,1.0
11,0.022737091407179832,0.022990141063928604,1.0
12,0.02273683063685894,0.02297508716583252,1.0
13,0.02273518219590187,0.022963734343647957,1.0
14,0.019072534516453743,0.022947393357753754,1.0
15,0.019072534516453743,0.022940997034311295,1.0
16,0.019072534516453743,0.02293257974088192,1.0
17,0.019072534516453743,0.02292802929878235,1.0
18,0.019072534516453743,0.02292368933558464,1.0
19,0.019072534516453743,0.022922299802303314,1.0
20,0.019072534516453743,0.022835250943899155,1.0
21,0.019072534516453743,0.022799436002969742,1.0
22,0.019072534516453743,0.022756949067115784,1.0
23,0.019072534516453743,0.022741056978702545,1.0
24,0.019051415845751762,0.022735849022865295,1.0
25,0.018822576850652695,0.020512515679001808,1.0
26,0.018822576850652695,0.020191090181469917,1.0
27,0.018822576850652695,0.019824720919132233,1.0
28,0.018822576850652695,0.019509674981236458,1.0
29,0.018822576850652695,0.01935364305973053,1.0
30,0.018822576850652695,0.01925940252840519,1.0
31,0.018822576850652695,0.01919832080602646,1.0
32,0.018822576850652695,0.019176561385393143,1.0
33,0.018822576850652695,0.019145391881465912,1.0
34,0.018822576850652695,0.019139055162668228,1.0
35,0.01863725855946541,0.019121883437037468,1.0
36,0.01863725855946541,0.019112683832645416,1.0
37,0.01863725855946541,0.019103508442640305,1.0
38,0.01863725855946541,0.019094301387667656,1.0
39,0.01863725855946541,0.0190848670899868,1.0
40,0.01863725855946541,0.019077371805906296,1.0
41,0.01863725855946541,0.019071675837039948,1.0
42,0.01863725855946541,0.019066222012043,1.0
43,0.01863725855946541,0.019055228680372238,1.0
44,0.01863725855946541,0.019053135067224503,1.0
45,0.01863725855946541,0.019052978605031967,1.0
46,0.01863725855946541,0.019052501767873764,1.0
47,0.01863725855946541,0.01904977858066559,1.0
48,0.01863725855946541,0.01903684251010418,1.0
49,0.01863725855946541,0.019032804295420647,1.0
