iteration,max_fitness,evaluation_time
0,999.8805,18.24397228699945
1,1004.2775,0.667380396000226
2,1016.0202,0.5820581469997705
3,1013.41406,0.7296169670007657
4,1018.4642,0.6032016900007875
5,1041.1221,0.6085810429995036
6,1056.0145,0.5909746730012557
7,1094.7756,0.5996685209993302
8,1086.444,0.5998297730002378
9,1116.1942,0.5569874419998087
10,1099.2063,0.5819647510015784
11,1103.3782,0.6248579929997504
12,1103.1945,0.6232674370003224
13,1108.7506,0.6306174260007538
14,1112.1803,0.5995265569999901
15,1107.1282,0.6166567079999368
16,1123.097,0.6586937440006295
17,1121.8346,0.6146399569988716
18,1123.4381,0.6251593819997652
19,1114.2982,0.6102932249996229
20,1125.1702,0.6075787210011185
21,1130.736,0.57411865100039
22,1119.085,0.618724698000733
23,1114.3721,0.6132324929985771
24,1126.4553,0.6298577280012978
25,1136.1418,0.558461395001359
26,1115.7797,0.6730799689994456
27,1119.229,0.6209079000000202
28,1107.9066,0.6097980470003677
29,1119.4862,0.6023729059998004
30,1112.9102,0.6362135050003417
31,1133.3795,0.6320840699991095
32,1125.3856,0.6234150769996631
33,1123.243,0.6405716850003955
34,1123.3198,0.6369005320011638
35,1117.2343,0.6188425419986743
36,1122.594,0.6022164040005009
37,1116.8499,0.6101373629990121
38,1118.0284,0.6048603979998006
39,1132.6602,0.6241213970006356
40,1130.41,0.606141762000334
41,1125.6864,0.5902811370015115
42,1127.0956,0.5980626240016136
43,1116.4402,0.6118712040006358
44,1132.5446,0.5962800130000687
45,1125.7053,0.6258858310011419
46,1128.2279,0.6240443360002246
47,1126.6478,0.6061214769997605
48,1119.6558,0.6261538260005182
49,1129.0581,0.6220525040007487
50,1120.5621,0.6226406460009457
51,1109.2987,0.5897393750001356
52,1132.9338,0.5992351599998074
53,1133.0826,0.6278154400006315
54,1142.8108,0.6091790549999132
55,1129.5869,0.7496794589987985
56,1134.8369,0.6762894739986223
57,1144.4462,0.5960576399993442
58,1150.6125,0.55771070299852
59,1134.5453,0.5756715280003846
60,1123.177,0.6219092370010912
61,1125.9985,0.6059777360005683
62,1126.8998,0.5984914609998668
63,1129.1215,0.5798479869990842
64,1137.4797,0.5796269089987618
65,1143.9004,0.5881610040014493
66,1133.9674,0.5817277730002388
67,1129.1045,0.5649936739991972
68,1132.1406,0.5833554300006654
69,1127.7515,0.6075695079998695
70,1138.0394,0.6292870279994531
71,1126.8402,0.584403098000621
72,1127.8446,0.6610475910001696
73,1134.2386,0.5555744000012055
74,1124.9272,0.5567891159989813
75,1133.23,0.5688171580004564
76,1131.8049,0.6069625679992896
77,1143.8936,0.5982951920013875
78,1140.4497,0.6261140440001327
79,1128.2861,0.5931928760001028
80,1132.5393,0.593927542999154
81,1128.656,0.5913683509988914
82,1129.7008,0.6123572449996573
83,1132.7346,0.558068901000297
84,1126.056,0.6069577559992467
85,1137.7288,0.6259034850008902
86,1129.9768,0.6176387839987001
87,1126.8834,0.6012934240006871
88,1125.4144,0.6213246749994141
89,1137.4354,0.5623872710002615
90,1130.4788,0.6126655419993767
91,1138.2855,0.5877142000008462
92,1133.4048,0.6077654239998083
93,1135.1791,0.6188984590007749
94,1127.2709,0.5564169950012001
95,1124.5717,0.5913697150008375
96,1133.0677,0.6087655700011965
97,1136.0226,0.6061893669993879
98,1129.9686,0.6281510349999735
99,1132.7039,0.597779765001178
100,1141.4937,0.5842579359996307
101,1150.8215,0.6046382810000068
102,1148.7343,0.5889800380009547
103,1155.273,0.6366227070011519
104,1143.0374,0.6246211959987704
105,1165.1987,0.571573745999558
106,1141.4664,0.5981749039983697
107,1150.9803,0.6020181849999062
108,1145.1171,0.6064085430007253
109,1152.5165,0.6372793980008282
110,1159.1398,0.5950450809996255
111,1157.512,0.6041723409998667
112,1152.6112,0.6151892710004176
113,1161.3431,0.5983279819993186
114,1156.555,0.5603380140000809
115,1144.8512,0.6097624530011672
116,1151.1278,0.5837358770004357
117,1154.4069,0.6046482299989293
118,1159.1615,0.5516354259998479
119,1156.8193,0.6601986149998993
120,1138.3894,0.652550111999517
121,1154.6454,0.6228819640000438
122,1152.9663,0.6027676450012223
123,1156.541,0.6501671049991273
124,1161.4803,0.6392405779988621
125,1162.7627,0.6473536560006323
126,1153.7297,0.6288767500009271
127,1151.3354,0.6434058619997813
128,1152.2461,0.6241621229983139
129,1160.4395,0.5722864049985219
130,1163.9608,0.6084888000004867
131,1157.4573,0.5960481860001892
132,1158.1385,0.6030811740001809
133,1156.0668,0.6064905340008409
134,1153.5494,0.6186790989995643
135,1156.6222,0.610658883000724
136,1148.748,0.5924446270000772
137,1154.9114,0.5794862839993584
