generation,best_loss,median_loss,finite_fitness_fraction
0,0.04070346802473068,0.08686140179634094,1.0
1,0.03976764157414436,0.052746035158634186,1.0
2,0.03976764157414436,0.04869166761636734,1.0
3,0.03976764157414436,0.04701470211148262,1.0
4,0.03444353863596916,0.045399777591228485,1.0
5,0.03444353863596916,0.04070346802473068,1.0
6,0.03444353863596916,0.039889704436063766,1.0
7,0.03444353863596916,0.03976764157414436,1.0
8,0.029380127787590027,0.035006336867809296,1.0
9,0.029380127787590027,0.03494792804121971,1.0
10,0.029380127787590027,0.034636709839105606,1.0
11,0.029380127787590027,0.03444353863596916,1.0
12,0.029380127787590027,0.03444353863596916,1.0
13,0.029380127787590027,0.030480291694402695,1.0
14,0.029380127787590027,0.029380127787590027,1.0
15,0.029380127787590027,0.029380127787590027,1.0
16,0.02925333008170128,0.029380127787590027,1.0
17,0.02769930474460125,0.029380127787590027,1.0
18,0.02769930474460125,0.029380127787590027,1.0
19,0.02769930474460125,0.029380127787590027,1.0
20,0.02769930474460125,0.029380127787590027,1.0
21,0.027182068675756454,0.029380127787590027,1.0
22,0.02716374211013317,0.02925333008170128,1.0
23,0.02716374211013317,0.028992094099521637,1.0
24,0.02716374211013317,0.02799675613641739,1.0
25,0.02716374211013317,0.02799675613641739,1.0
26,0.025299306958913803,0.02799675613641739,1.0
27,0.025288911536335945,0.02799675613641739,1.0
28,0.025288911536335945,0.0279672984033823,1.0
29,0.02516847848892212,0.02769930474460125,1.0
30,0.025053950026631355,0.02716374211013317,1.0
31,0.025053950026631355,0.02716374211013317,1.0
32,0.025053950026631355,0.026964770630002022,1.0
33,0.024995138868689537,0.026260944083333015,1.0
34,0.024995138868689537,0.025288911536335945,1.0
35,0.024995138868689537,0.025288911536335945,1.0
36,0.024995138868689537,0.025288911536335945,1.0
37,0.024909203872084618,0.025288911536335945,1.0
38,0.024909203872084618,0.025053950026631355,1.0
39,0.024909203872084618,0.025053950026631355,1.0
40,0.024909203872084618,0.025053950026631355,1.0
41,0.024909203872084618,0.025053950026631355,1.0
42,0.024892600253224373,0.025053950026631355,1.0
43,0.024892600253224373,0.025053950026631355,1.0
44,0.024892600253224373,0.025053950026631355,1.0
45,0.02446722611784935,0.025053950026631355,1.0
46,0.02446722611784935,0.024995138868689537,1.0
47,0.02446722611784935,0.024995138868689537,1.0
48,0.02373431995511055,0.024995138868689537,1.0
49,0.02373431995511055,0.024909203872084618,1.0
