position,expression,length,operon_mse,validation_mse,reward
0,((-0.001412) + (0.587290 * tanh((0.994527 * X4)))),6,0.0019025638466700912,0.009115314111113548,20.0
1,((-0.003182) + (0.943213 * (tanh((0.994527 * X4)) - ((-0.548391) * X3)))),8,0.001670553581789136,0.002136026043444872,20.0
2,(0.000011 + (0.999460 * ((tanh((1.273894 * X4)) - tanh(((-1.351039) * X2))) - ((0.396346 * X4) + (-0.002566))))),13,0.0013807337963953614,0.0015308912843465805,20.0
