position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,9,0.0028404155746102333,0.0028340264689177275,1000.0,0.002818138338625431,0.0028073955327272415,1000.0,"[12.001140594482422, -5.689820766448975]"
1,8,0.0028373433742672205,0.002840799978002906,1000.0,0.0028121336363255978,0.002808426506817341,1000.0,"[15.563490867614746, -6.820152282714844]"
2,7,0.00283128977753222,0.002816702239215374,1000.0,0.0028278285171836615,0.0028125529643148184,1000.0,"[27.581600189208984, -13.592264175415039]"
3,6,0.002825956791639328,0.0028165532276034355,1000.0,0.002827560994774103,0.0028147201519459486,1000.0,"[-28.693775177001953, 20.739641189575195]"
4,5,0.0028257251251488924,0.0028300434350967407,1000.0,0.002775960136204958,0.0027835052460432053,1000.0,"[-13.585626602172852, 8.104538917541504]"
5,4,0.0028186398558318615,0.0028227996081113815,1000.0,0.0028013240080326796,0.0027978760190308094,1000.0,"[-10.034244537353516, 8.110735893249512]"
6,3,0.0028150940779596567,0.002813193015754223,1000.0,0.0028144000098109245,0.002806592034175992,1000.0,"[16.290477752685547, -6.9543657302856445]"
7,2,0.0028149469289928675,0.0028297936078161,1000.0,0.0027986238710582256,0.0028048919048160315,1000.0,"[8.1128568649292, -3.565328598022461]"
8,1,0.0028002478647977114,0.0028170037548989058,1000.0,0.0027893781661987305,0.002798079513013363,1000.0,"[6.541834354400635, -2.7890965938568115]"
9,0,0.002740236232057214,0.002792752580717206,1000.0,0.0027294496539980173,0.002800081856548786,1000.0,"[18.779342651367188, -4.583460330963135]"
