action_index,generation,best_loss,median_loss,candidate_count
0,0,0.13628017902374268,0.14418749511241913,5
0,1,0.12519150972366333,0.14223352074623108,6
0,2,0.11386049538850784,0.1307837851345539,6
0,3,0.09791351854801178,0.12282051891088486,7
0,4,0.09395722299814224,0.1079806387424469,7
0,5,0.09395722299814224,0.1069326400756836,9
0,6,0.09395722299814224,0.1079806387424469,7
0,7,0.09395722299814224,0.10790644586086273,10
0,8,0.09325466305017471,0.10335550457239151,12
0,9,0.09309811145067215,0.10000856965780258,13
