environment,architecture,weighting,k,seeds,reward_n,reward_mean,reward_std,train_mse_n,train_mse_mean,train_mse_std,held_out_mse_n,held_out_mse_mean,held_out_mse_std,weighted_train_mse_n,weighted_train_mse_mean,weighted_train_mse_std,weighted_held_out_mse_n,weighted_held_out_mse_mean,weighted_held_out_mse_std,fit_seconds_n,fit_seconds_mean,fit_seconds_std,evaluation_seconds_n,evaluation_seconds_mean,evaluation_seconds_std,fit_and_evaluation_seconds_n,fit_and_evaluation_seconds_mean,fit_and_evaluation_seconds_std,process_seconds_n,process_seconds_mean,process_seconds_std
hopper,independent,uniform,16,5,5,317.0005355834961,290.4349571150243,5,0.06984502822160721,0.0016233827944574272,5,0.06982441991567612,0.0032406059170623828,5,0.06984502822160721,0.0016233827944574272,5,0.06982441991567612,0.0032406059170623828,5,101.32498410480329,2.0714622390182544,5,37.38478257479146,0.6329274257064651,5,138.70976667959476,1.8714777518800398,5,171.8837366729975,2.2261490346695645
hopper,independent,uniform,32,5,5,393.6143524169922,139.37725401936373,5,0.05920290127396584,0.0012285785850386522,5,0.059493675082921985,0.0017783780861682162,5,0.05920290127396584,0.0012285785850386522,5,0.059493675082921985,0.0017783780861682162,5,114.2960799202032,1.8395882799828904,5,36.68891598559567,0.6802433149906904,5,150.98499590579885,2.1969142168269964,5,184.67751045519836,3.078031807893942
hopper,shared,q_dagger,1,5,5,27.333853340148927,14.12030122302849,5,0.13260392844676971,0.004590344473727898,5,0.13067511320114136,0.003646878970625442,5,0.1423109382390976,0.004406821954468536,5,0.1380162537097931,0.00441915467639484,5,34.121949998795756,2.317657118236846,5,37.3157697800023,0.5141368868949896,5,71.43771977879805,2.421715052825896,5,103.81734806720051,4.138158101392238
hopper,shared,q_dagger,2,5,5,16.359761714935303,10.090794228986066,5,0.12285903841257095,0.006547199537273064,5,0.122574782371521,0.006400912169540764,5,0.12660250514745713,0.005189168524661118,5,0.1242775559425354,0.0034918099547436962,5,39.36722490999382,1.641188259394876,5,41.7547181122005,1.4819343007099113,5,81.12194302219432,2.141003593209478,5,119.54940768480301,1.0658215003466744
hopper,shared,q_dagger,4,5,5,76.29287223815918,88.58563617266479,5,0.1125385195016861,0.0032147997943113627,5,0.11233382523059846,0.003697016912481715,5,0.10727141052484512,0.0010264648038304427,5,0.10517740845680237,0.0022717787457969506,5,36.460692054399985,2.2318703226362895,5,39.085013364005135,2.1660002082739767,5,75.54570541840512,3.45635331442852,5,109.61120402358938,4.760335697388895
hopper,shared,q_dagger,8,5,5,162.64143829345704,101.37018454128287,5,0.09344350546598434,0.002050866543428272,5,0.09361973851919174,0.001209283291789761,5,0.08879139870405198,0.0016893949612196305,5,0.08777963817119598,0.0020662037206160776,5,36.41409279040236,1.8227183137182668,5,20.250529986200853,13.283056971862562,5,56.66462277660321,15.048809255395605,0,,
hopper,shared,q_dagger,16,5,5,968.0150909423828,777.573923130569,5,0.08286844193935394,0.00183331693896951,5,0.08288740813732147,0.002716328021208696,5,0.07652815729379654,0.0014898076775758692,5,0.0762271225452423,0.002762352532513769,5,37.94265134139569,1.8979941643210516,5,36.84148283059476,1.136400258925137,5,74.78413417199044,2.1991652239846817,5,107.63429162399844,2.1883793143367236
hopper,shared,q_dagger,32,5,5,501.92870178222654,266.0660642601018,5,0.07118069529533386,0.002289043334942339,5,0.07189754843711853,0.0027758164337021354,5,0.06428712159395218,0.0013840630412114,5,0.06451856642961502,0.002347246493867569,5,42.68442329139216,1.3932624885601452,5,37.199747307010696,0.6418214603308515,5,79.88417059840285,1.400750352898404,5,110.88273166480357,1.344989344616374
hopper,shared,uniform,1,5,5,35.438232803344725,5.625893593329467,5,0.12668285369873047,0.003766199596363976,5,0.12551526427268983,0.0034686304902786297,5,0.12668285071849822,0.0037661967101688663,5,0.12551526427268983,0.0034686304902786297,5,38.642715740198035,0.7509613484557084,5,41.96988286659471,2.71033917343164,5,80.61259860679274,2.329815758631566,5,116.18492498460691,2.5402425194181664
hopper,shared,uniform,2,5,5,42.57440242767334,42.661443285511005,5,0.1184504508972168,0.003891792134266674,5,0.11750364750623703,0.004567551921199246,5,0.1184504508972168,0.003891792134266674,5,0.11750364750623703,0.004567551921199246,5,37.236412410996856,2.2263306251130195,5,42.311283278203334,1.2798297199156128,5,79.5476956892002,2.844570617017361,5,117.79032741660485,3.2347731077773174
hopper,shared,uniform,4,5,5,187.82755279541016,96.97684457567838,5,0.10563970059156418,0.0010416123286772503,5,0.10426553934812546,0.002544655355648491,5,0.1056397020816803,0.0010416100035438476,5,0.10426553934812546,0.002544655355648491,5,39.11910375639563,2.5785412989210017,5,41.566066163993675,2.4849880818793046,5,80.68516992038931,4.922660460496637,5,118.4667524968041,8.390306295375275
hopper,shared,uniform,8,5,5,300.1262268066406,138.283489227027,5,0.09109219759702683,0.002585039385572306,5,0.09124378710985184,0.003932231925300118,5,0.09109219759702683,0.002585039385572306,5,0.09124378710985184,0.003932231925300118,5,36.610919330996694,0.8896500720244382,5,19.697670912998728,14.076471547809504,5,56.308590243995425,14.833373428613152,0,,
hopper,shared,uniform,16,5,5,236.0642547607422,56.06002732138107,5,0.07903891801834106,0.0009118264229108183,5,0.07933527827262879,0.0019492490064652746,5,0.07903891801834106,0.0009118264229108183,5,0.07933527827262879,0.0019492490064652746,5,36.895849781797736,0.8578828010786504,5,36.784984216198794,0.37124351851668785,5,73.68083399799653,0.7610589243792082,5,104.49333497299813,0.9481672094291738
hopper,shared,uniform,32,5,5,325.44716186523436,133.66434468179995,5,0.06659187525510787,0.0011676809041095686,5,0.0671815112233162,0.0013085821030903012,5,0.06659187376499176,0.0011676781990713522,5,0.0671815112233162,0.0013085821030903012,5,42.53558446159586,1.8572879432047864,5,36.73490107981488,0.7923648029995851,5,79.27048554141075,1.8432106765017922,5,109.76114775198512,2.2770566552668754
inverted_double_pendulum,shared,q_dagger,1,5,5,2229.691552734375,1293.9698689459792,5,0.001047675812151283,0.00028473962819828945,5,0.000969687826000154,0.00028343121404363617,5,0.0013266260037198662,0.00023582121559816556,5,0.001357644540257752,0.00042066108892282794,5,33.566872385999886,2.626394819766352,5,34.42771451079752,0.8853766846811243,5,67.99458689679741,2.6906712338945895,5,86.28018566040555,4.378837634203972
inverted_double_pendulum,shared,q_dagger,2,5,5,1286.839208984375,695.5676989045792,5,0.0009267691988497972,0.00018984942563365667,5,0.0008972444920800626,0.000255504237390991,5,0.0011228149058297276,0.00011668242084896384,5,0.001211052539292723,0.0003538740270799565,5,35.41655782619491,1.4085217469216964,5,35.484585828596025,1.6029667368312623,5,70.90114365479094,1.678889622762028,5,90.86057517618755,1.8531368193776356
inverted_double_pendulum,shared,q_dagger,4,5,5,2685.184948730469,2532.9045116229545,5,0.0007697298889979721,0.000297103737713569,5,0.00071959279011935,0.00027688474703617145,5,0.0008993090945295989,0.0002600282415410861,5,0.0009542803862132132,0.0003562263996783761,5,38.460269576590505,2.1486315850250297,5,37.56945818919921,1.3643536795267377,5,76.02972776578972,2.642022372891425,5,98.75985814379528,3.937819777282008
inverted_double_pendulum,shared,q_dagger,8,5,5,2681.7579956054688,3419.1742722434274,5,0.0004335785808507353,7.341956867321398e-05,5,0.0005389364261645824,9.764173076924017e-05,5,0.0005836732336319983,5.706692743020985e-05,5,0.001032956363633275,0.00032907885668856623,5,29.715823664999334,1.1534110061627958,5,25.154121985001257,5.033707647945502,5,54.86994565000059,6.168464518457416,0,,
inverted_double_pendulum,shared,q_dagger,16,5,5,3760.606365966797,4299.2211132433995,5,0.0002824074093950912,6.61257010709327e-05,5,0.0004422514961333945,0.00015562604437282152,5,0.00037434690748341384,6.710212744094835e-05,5,0.0011765808332711459,0.0011125915106500765,5,35.846656166209144,1.6335474961209926,5,34.240470953990005,1.213374868599894,5,70.08712712019914,2.0232745336708216,5,88.16949224639102,3.2963614430007717
inverted_double_pendulum,shared,q_dagger,32,5,5,2105.94052734375,2370.483074690991,5,0.00018026368925347925,2.3959443646136797e-05,5,0.0002989959582919255,0.00019569986667378796,5,0.00022857269214000554,4.3236177664463284e-05,5,0.0008125102845951915,0.0005202152978147851,5,39.96604838360217,0.40221459831043194,5,34.295192486007,1.3369740742458864,5,74.26124086960917,1.3933615456308708,5,91.77227572399424,1.3078075477807636
inverted_double_pendulum,shared,uniform,1,5,5,1077.595263671875,454.1689487926188,5,0.0010989457368850708,0.0003313309703753355,5,0.001030769175849855,0.00019872570431089752,5,0.0010989457368850708,0.0003313309703753355,5,0.001030769175849855,0.00019872570431089752,5,32.64404118159946,1.6682628659516177,5,26.822751957400033,5.032434777164331,5,59.46679313899949,6.552351988869117,0,,
inverted_double_pendulum,shared,uniform,2,5,5,1612.2703002929688,878.2874507416224,5,0.0007946021389216185,0.0002864906829311393,5,0.0007336777402088046,0.0002983963641546336,5,0.0007946021389216185,0.0002864906829311393,5,0.0007336777402088046,0.0002983963641546336,5,32.37737681400031,1.230930347018733,5,27.227869658600685,5.320285138705409,5,59.605246472600996,6.498363166339128,0,,
inverted_double_pendulum,shared,uniform,4,5,5,1222.534765625,991.9971450143087,5,0.0006626242015045136,0.00023299741547315114,5,0.0006158816628158093,0.00026983268450973233,5,0.0006626242015045136,0.00023299741547315114,5,0.0006158816628158093,0.00026983268450973233,5,31.796458485400944,2.9541605791389576,5,24.778915250000864,4.94959753036166,5,56.57537373540181,7.7544880227988155,0,,
inverted_double_pendulum,shared,uniform,8,5,5,5742.244891357422,4632.755203012344,5,0.0003115917730610818,4.0676566785244716e-05,5,0.0004029136471217498,0.00012480327003818486,5,0.0003115917730610818,4.0676566785244716e-05,5,0.0004029136471217498,0.00012480327003818486,0,,,0,,,0,,,0,,
inverted_double_pendulum,shared,uniform,16,5,5,3097.616662597656,3641.039031957196,5,0.00021206456294748933,3.2143709482126695e-05,5,0.00032700210576877,0.00020543406325666867,5,0.00021206456294748933,3.2143709482126695e-05,5,0.00032700210576877,0.00020543406325666867,5,32.438070186800175,1.7403108940242595,5,25.693267616201048,4.806541573259694,5,58.13133780300122,6.530176786645534,0,,
inverted_double_pendulum,shared,uniform,32,5,5,2266.633190917969,1552.23126143308,5,0.0001454751880373806,3.390638506138909e-05,5,0.00024302992096636444,0.00010346651499132769,5,0.0001454751880373806,3.390638506138909e-05,5,0.00024302992096636444,0.00010346651499132769,5,39.65207845479963,2.766367934177867,5,26.3961957920008,4.209615140295625,5,66.04827424680043,5.973523574481507,0,,
inverted_pendulum,shared,q_dagger,1,5,5,16.839999961853028,12.645275813315468,5,0.007348146475851536,0.003124364736915332,5,0.008086873032152653,0.004731146092838313,5,0.02131883502006531,0.007177213928992153,5,0.03559201769530773,0.012170946259256495,5,36.80939774519648,1.9479213704997271,5,33.787041653605414,1.2374309431258201,5,70.59643939880189,2.107347804948761,5,91.07105661359965,3.010272072235317
inverted_pendulum,shared,q_dagger,2,5,5,41.22000131607056,33.20424771945765,5,0.004856420680880547,0.0022356778627453905,5,0.0046127172652632,0.00112941776208973,5,0.017939833737909795,0.005717364778731937,5,0.030315000936388968,0.01667700313153409,5,35.62515556340804,2.349315438164313,5,31.101538318401435,1.5351511398849305,5,66.72669388180948,3.4680674116055217,5,85.60639327079988,4.8155169869489605
inverted_pendulum,shared,q_dagger,4,5,5,420.20000019073484,529.7006558432848,5,0.0037562971003353594,0.0014501369451083458,5,0.004303225735202432,0.002727447394460977,5,0.01015394926071167,0.001963479521224086,5,0.021342368423938753,0.007251316459867822,5,32.63981167320162,1.003671542814917,5,30.582309124199675,0.9647557432124853,5,63.222120797401296,1.819192820360018,5,80.39897327020299,1.5731356790706383
inverted_pendulum,shared,q_dagger,8,5,5,97.72000198364258,89.2051706530783,5,0.002611030265688896,0.0006626484790875665,5,0.0026803054381161926,0.0008707169751050754,5,0.005868900753557682,0.000522884919197034,5,0.015573885850608348,0.010902460519924396,5,30.956405519798864,1.8966403726792107,5,21.747348229595808,5.0043491670668745,5,52.70375374939467,5.376509943720915,0,,
inverted_pendulum,shared,q_dagger,16,5,5,291.2200122833252,361.18544823469676,5,0.0016574377194046974,8.323405296463066e-05,5,0.0018200986785814166,0.0005321485694272637,5,0.002845692355185747,0.0001972014775649827,5,0.010532478988170623,0.009424937495754323,5,34.96406054719701,1.1682679692910347,5,30.869676723802694,0.8849332739311936,5,65.8337372709997,1.6024566880243836,5,83.33836924019852,1.9993069338387688
inverted_pendulum,shared,q_dagger,32,5,5,521.9000007629395,466.1000634971089,5,0.001272730657365173,0.00036615391197867067,5,0.0014321673195809125,0.00023867247617267024,5,0.0017926942557096482,0.00010806526997641613,5,0.016673430753871798,0.023342059143149404,5,39.92888444300625,0.8483383750189257,5,30.271940605808048,0.4208793631558814,5,70.2008250488143,1.1755052596208604,5,87.26743228199193,1.9300767461685837
inverted_pendulum,shared,uniform,1,5,5,515.9800102233887,384.0694995481641,5,0.002582525694742799,0.00038087964817334565,5,0.002632054686546326,0.0003353510861587678,5,0.002582525694742799,0.00038087964817334565,5,0.002632054686546326,0.0003353510861587678,5,36.502163432003,4.663309002569426,5,34.144383863790424,1.3449898389821662,5,70.64654729579343,5.96970494395429,5,91.24590764580061,8.578902996585912
inverted_pendulum,shared,uniform,2,5,5,642.0400016784668,491.9774598937076,5,0.0021238896995782854,0.00025500068383390526,5,0.0023448879830539225,0.00041367894291573996,5,0.0021238896995782854,0.00025500068383390526,5,0.0023448879830539225,0.00041367894291573996,5,36.67614029479446,0.9467367041610645,5,32.63223062200704,1.6386961568056047,5,69.30837091680151,1.5416245818204874,5,91.34971709299717,2.36827598067691
inverted_pendulum,shared,uniform,4,5,5,1000.0,0.0,5,0.001572198118083179,6.204488578567353e-05,5,0.001645720936357975,0.00019755598135392315,5,0.0015721980948001147,6.204488281776394e-05,5,0.001645720936357975,0.00019755598135392315,5,32.40879775980138,0.775711391974946,5,30.063585937797324,0.18279839110827514,5,62.47238369759871,0.7458206112758939,5,79.39109393779071,0.909015550430097
inverted_pendulum,shared,uniform,8,5,5,532.3999977111816,490.0674793420417,5,0.0007817783742211759,8.405873626747455e-05,5,0.0009378937073051929,0.00013393076021802266,5,0.0007817493984475732,8.408278321844019e-05,5,0.0009378937073051929,0.00013393076021802266,5,35.228255343003546,0.7518462149916333,5,24.110073167996596,4.696898627664422,5,59.33832851100014,4.381743161704383,0,,
inverted_pendulum,shared,uniform,16,5,5,261.9999996185303,415.54374619153367,5,0.000433995301136747,7.347405434719394e-05,5,0.0006294242513831705,0.00011273273938020732,5,0.00043400037102401254,7.346588595060765e-05,5,0.0006294242513831705,0.00011273273938020732,5,35.86735073899617,1.2971244561347637,5,30.284956273809076,0.7291722682451707,5,66.15230701280525,0.7159753045007539,5,83.03321692259051,1.8006261173854716
inverted_pendulum,shared,uniform,32,5,5,286.52001190185547,315.92958279253105,5,0.0002922561368905008,2.9280820971601127e-05,5,0.00044958615908399226,0.0001539861766203752,5,0.00029224755708128213,2.9289229195611515e-05,5,0.00044958615908399226,0.0001539861766203752,5,39.52696985480725,1.1603945174703876,5,30.26407850321266,0.6543997026259047,5,69.7910483580199,0.734084417601376,5,86.68138738439885,1.2183903567708405
walker2d,independent,q_dagger,1,5,5,19.111668872833253,19.386045464612017,5,0.20096229314804076,0.006677569730634697,5,0.20078757405281067,0.009431660497643478,5,0.16770677864551545,0.0074375948967256725,5,0.16761424541473388,0.01004559379983824,5,191.4068559166044,13.360442886834377,5,46.85133755579591,2.901430580285548,5,238.2581934724003,13.505235430165632,5,280.3991511214117,15.477405807545809
walker2d,independent,q_dagger,2,5,5,32.800560522079465,21.256954174885543,5,0.16906981766223908,0.0026822437492040516,5,0.16899566054344178,0.004645966790960589,5,0.14004011452198029,0.004027240394181165,5,0.1401292085647583,0.003953185021706325,5,182.2331074189977,11.143328731794528,5,43.90213119300315,3.033771449123604,5,226.13523861200082,10.818344314650432,5,266.13994118179545,11.18966961519071
walker2d,independent,q_dagger,4,5,5,112.81359395980834,111.66321784764462,5,0.14390780329704284,0.004857733365296986,5,0.14390953481197358,0.007004256934997915,5,0.11802679002285003,0.003642049952508303,5,0.11900305449962616,0.006434437411238395,5,186.79109186279237,3.8918109244649686,5,42.216965410800185,0.24721059970612552,5,229.00805727359256,3.928824818709419,5,267.88317830280283,6.149674830420344
walker2d,independent,q_dagger,8,5,5,123.3219181060791,80.43761828009326,5,0.12594467997550965,0.001281686418770827,5,0.1262617900967598,0.004121728868488901,5,0.10075011402368546,0.0018073795422992663,5,0.10070896446704865,0.004757685693710777,5,194.71294187619932,2.2398674647800196,5,19.498098096004107,15.545580845934607,5,214.21103997220342,14.133788610468141,0,,
walker2d,independent,q_dagger,16,5,5,220.59163131713868,112.03388254731753,5,0.10632397383451461,0.0034499770162198596,5,0.10729564130306243,0.0026205360666264207,5,0.08307753056287766,0.0018316919467401124,5,0.08438608646392823,0.003914990002671397,5,199.35885423639556,1.7815539861524987,5,42.13000081260107,0.5066194902961291,5,241.48885504899664,2.2192376758916987,5,279.11694663899254,2.8670380443154766
walker2d,independent,q_dagger,32,5,5,160.4798797607422,119.93673494692308,5,0.08912289738655091,0.0032627178776399703,5,0.09002595841884613,0.003146305208513918,5,0.0693951353430748,0.002145005472101291,5,0.07059188336133956,0.0026517339716427223,5,226.18788765480275,2.3719721086854033,5,41.84454802480177,1.0928722682509815,5,268.03243567960453,1.4415314993820807,5,306.86562642320644,2.9239161346135316
walker2d,independent,uniform,1,5,5,35.07332439422608,15.895896128062711,5,0.18445889949798583,0.003153353301720737,5,0.18390425741672517,0.004802581467452116,5,0.18445889949798583,0.003153353301720737,5,0.18390425741672517,0.004802581467452116,5,171.5659330888011,0.7470219174820186,5,42.35726702699903,1.155624158943002,5,213.92320011580014,1.707535207765986,5,251.3627232622006,2.6179191491706226
walker2d,independent,uniform,2,5,5,34.98037967681885,18.370066936762537,5,0.15518653094768525,0.005273138288467479,5,0.15606736540794372,0.0072412076047574945,5,0.15518653094768525,0.005273138288467479,5,0.15606736540794372,0.0072412076047574945,5,181.08327821080456,7.128808778489646,5,43.81055699060089,3.814591095499823,5,224.89383520140547,10.503019599111731,5,264.031072166597,11.50154995853416
walker2d,independent,uniform,4,5,5,102.30086288452148,75.59967910566151,5,0.13471743762493132,0.0034856066328223835,5,0.134772989153862,0.0025853585897360966,5,0.13471743762493132,0.0034856066328223835,5,0.134772989153862,0.0025853585897360966,5,215.85136757740983,26.164530173802728,5,47.60662232679897,2.2011397775831627,5,263.45798990420883,28.058101422491223,5,305.1638953474059,27.7257737375039
walker2d,independent,uniform,8,5,5,76.17385711669922,29.85278009816075,5,0.11404480636119843,0.0029557708636721064,5,0.11483680754899979,0.006414856018122311,5,0.11404480636119843,0.0029557708636721064,5,0.11483680754899979,0.006414856018122311,5,206.8544327851996,8.665547311513523,5,19.589819259394424,17.135120178674,5,226.44425204459404,16.185476690712758,0,,
walker2d,independent,uniform,16,5,5,30.270813751220704,29.554188376101887,5,0.09682759046554565,0.0022858374957395074,5,0.09831670969724655,0.004592545213467479,5,0.09682759046554565,0.0022858374957395074,5,0.09831670969724655,0.004592545213467479,5,200.04261887779575,3.6659553162197325,5,41.921558920200916,1.7666937924229207,5,241.96417779799668,4.457572823477195,5,279.33947110439766,4.4852323862540295
walker2d,independent,uniform,32,5,5,88.11068720817566,96.676264519686,5,0.07901774644851685,0.0026177402282733476,5,0.08036796152591705,0.002309096072206996,5,0.07901774644851685,0.0026177402282733476,5,0.08036796152591705,0.002309096072206996,5,225.82180339960033,1.9203262972794843,5,42.23743365379632,0.926487219409895,5,268.05923705339666,2.121287649701396,5,305.2935706418008,1.4559319801274018
walker2d,shared,q_dagger,1,5,5,11.83119602203369,7.267003861524002,5,0.25436890721321104,0.008323261612785203,5,0.2530054122209549,0.009186213443795246,5,0.22220652997493745,0.003234685317541047,5,0.22132006883621216,0.006493174897176756,5,32.57188569119317,1.149331630681078,5,40.9549709284096,0.6050615845790025,5,73.52685661960277,1.468153922754196,5,107.96386236459948,2.249009670427574
walker2d,shared,q_dagger,2,5,5,21.680090618133544,19.150751397523432,5,0.22726162672042846,0.004366881727669249,5,0.2253713846206665,0.009123635894481084,5,0.19824638962745667,0.006220044273554304,5,0.19696451723575592,0.009823549113919392,5,39.04150264140917,1.9871171723204089,5,46.44361559239915,2.1733605313344153,5,85.48511823380832,3.9384292020544516,5,127.27011582539998,6.1448428175188
walker2d,shared,q_dagger,4,5,5,31.931310176849365,15.513104329574741,5,0.19737388491630553,0.008981648217625452,5,0.19748157858848572,0.009153513330896625,5,0.17257993817329406,0.008211425211075492,5,0.17317153811454772,0.011104493465816078,5,38.175728170998624,1.6336106670893915,5,45.23499711580225,2.807175528092766,5,83.41072528680088,3.4025116662390102,5,123.23083026699605,4.0581446917914175
walker2d,shared,q_dagger,8,5,5,25.8902090549469,22.482136240661678,5,0.16953416168689728,0.004420137361750029,5,0.17079052031040193,0.004572966287353948,5,0.14226962625980377,0.003759846766511457,5,0.1443316489458084,0.0049330777796774946,5,38.5948974828003,1.5215583214385522,5,23.439165922201937,17.633859445472318,5,62.034063405002236,19.109128369749484,0,,
walker2d,shared,q_dagger,16,5,5,126.42654113769531,74.02801595346862,5,0.13422999083995818,0.0034104680178109396,5,0.13449432849884033,0.005366785204065263,5,0.11251254975795746,0.0015226032419673621,5,0.11379059702157975,0.005319271562390127,5,36.44774853080162,0.9284581612070226,5,40.808210653794234,0.5457903693459158,5,77.25595918459585,1.173510302065602,5,113.746441855398,1.892862759207654
walker2d,shared,q_dagger,32,5,5,96.40032920837402,113.57865363065497,5,0.11266323029994965,0.004006809446563734,5,0.11328634023666381,0.002938376307638387,5,0.09104959666728973,0.00236350384878956,5,0.09214802533388138,0.0027713326062898053,5,41.640964657999575,0.7830302144858152,5,42.608794957801,0.959284575317445,5,84.24975961580057,0.6298557904293695,5,121.15897010659683,2.5597134492344056
walker2d,shared,uniform,1,5,5,31.9904634475708,12.856052808706867,5,0.2399038314819336,0.005165065267837091,5,0.24061863720417023,0.0056428936179643,5,0.23990383446216584,0.005165068711663406,5,0.24061863720417023,0.0056428936179643,5,32.090917265589816,1.2836018954336224,5,41.01251184700523,0.7653957062100202,5,73.10342911259504,0.7561854676670096,5,108.31977684919256,1.6185607483940256
walker2d,shared,uniform,2,5,5,33.10855484008789,7.288405834596256,5,0.21526623964309693,0.0024612608538240825,5,0.21333425045013427,0.005860695996920538,5,0.21526623964309693,0.0024612608538240825,5,0.21333425045013427,0.005860695996920538,5,34.93876027798397,1.860581314812377,5,42.747238221793666,2.056402116441018,5,77.68599849977764,3.8861537539326245,5,115.65206826218636,5.686133909834524
walker2d,shared,uniform,4,5,5,36.77821426391601,8.262208890563247,5,0.1867141306400299,0.005490988922249447,5,0.1864866316318512,0.0057863873263057026,5,0.1867141306400299,0.005490988922249447,5,0.1864866316318512,0.0057863873263057026,5,40.41466508299345,1.074712219613209,5,47.06105644340278,1.7437456908666058,5,87.47572152639623,1.7318797093941976,5,128.70992305219988,2.2094365408567427
walker2d,shared,uniform,8,5,5,64.80364254713058,101.00926986632993,5,0.15533475279808046,0.003480478263031321,5,0.15588903427124023,0.003340261501364016,5,0.15533475279808046,0.003480478263031321,5,0.15588903427124023,0.003340261501364016,5,41.40405223180132,5.606535685500127,5,23.246601877798092,15.940680881582594,5,64.65065410959942,21.527409431987373,0,,
