environment,architecture,weighting,k,seed,reused,run_directory,reference_run,dataset,reward,reward_corrected,train_mse,held_out_mse,weighted_train_mse,weighted_held_out_mse,fit_seconds,evaluation_seconds,fit_and_evaluation_seconds,process_seconds
inverted_double_pendulum,shared,uniform,8,2,True,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_teacher_bc_k8_5seeds_gpu,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_teacher_bc_k8_5seeds_gpu,distillation_experiments/artifacts/expert_datasets/expert_inverted_double_pendulum.npz,8628.6982421875,False,0.0002634254051372409,0.0003618891059886664,0.0002634254051372409,0.0003618891059886664,,,,
inverted_double_pendulum,shared,uniform,8,3,True,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_teacher_bc_k8_5seeds_gpu,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_teacher_bc_k8_5seeds_gpu,distillation_experiments/artifacts/expert_datasets/expert_inverted_double_pendulum.npz,9354.423828125,False,0.00036825449205935,0.0004338026337791234,0.00036825449205935,0.0004338026337791234,,,,
inverted_double_pendulum,shared,uniform,8,4,True,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_teacher_bc_k8_5seeds_gpu,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_teacher_bc_k8_5seeds_gpu,distillation_experiments/artifacts/expert_datasets/expert_inverted_double_pendulum.npz,1021.4149780273438,False,0.0002855297934729606,0.00023047284048516303,0.0002855297934729606,0.00023047284048516303,,,,
inverted_double_pendulum,shared,q_dagger,8,0,True,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_inverted_double_pendulum.npz,1631.7227783203125,False,0.0005577251431532204,0.0005434151971712708,0.0005769928684458137,0.0006125339423306286,31.73810545000015,34.14904919800756,65.88715464800771,
inverted_double_pendulum,shared,q_dagger,8,1,True,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_inverted_double_pendulum.npz,8762.6435546875,False,0.00043232724419794977,0.0005824230029247701,0.0006811950006522238,0.0013442604104056954,29.089108701999066,22.59383586299373,51.682944564992795,
inverted_double_pendulum,shared,q_dagger,8,2,True,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_inverted_double_pendulum.npz,1389.0701904296875,False,0.0004152169858571142,0.0006727689178660512,0.0005364407552406192,0.0012653684243559837,29.59196474700002,22.89683636301197,52.48880111001199,
inverted_double_pendulum,shared,q_dagger,8,3,True,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_inverted_double_pendulum.npz,700.212646484375,False,0.00036813964834436774,0.0004181366239208728,0.0005739028565585613,0.0011925450526177883,29.16677698699641,23.25062309599889,52.4174000829953,
inverted_double_pendulum,shared,q_dagger,8,4,True,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_double_pendulum/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_inverted_double_pendulum.npz,925.1408081054688,False,0.0003944838827010244,0.0004779383889399469,0.0005498346872627735,0.000750073988456279,28.993162439001026,22.880265404994134,51.87342784399516,
hopper,shared,uniform,8,0,True,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,232.7788848876953,False,0.09167364239692688,0.09181494265794754,0.09167364239692688,0.09181494265794754,37.9714919179969,44.82847288700577,82.79996480500267,
hopper,shared,uniform,8,1,True,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,239.17666625976562,False,0.08835116028785706,0.08656459301710129,0.08835116028785706,0.08656459301710129,36.99208638400887,12.883542967989342,49.875629351998214,
hopper,shared,uniform,8,2,True,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,244.3941650390625,False,0.09496466815471649,0.09735365957021713,0.09496466815471649,0.09735365957021713,36.35409394498856,13.601775653005461,49.955869597994024,
hopper,shared,uniform,8,3,True,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,236.8999481201172,False,0.08913681656122208,0.08985913544893265,0.08913681656122208,0.08985913544893265,35.84589601198968,14.763079461001325,50.608975472991006,
hopper,shared,uniform,8,4,True,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,547.3814697265625,False,0.09133470058441162,0.09062660485506058,0.09133470058441162,0.09062660485506058,35.891028395999456,12.41148359599174,48.302511991991196,
hopper,shared,q_dagger,8,0,True,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,145.86322021484375,False,0.09113049507141113,0.09219460934400558,0.08675600588321686,0.08607693761587143,39.57671355899947,43.97253035500762,83.54924391400709,
hopper,shared,q_dagger,8,1,True,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,100.4666748046875,False,0.09474527835845947,0.09287549555301666,0.087887242436409,0.08675992488861084,35.52391432299919,14.807767606995185,50.331681929994375,
hopper,shared,q_dagger,8,2,True,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,88.5869369506836,False,0.0934080258011818,0.09502068907022476,0.08885390311479568,0.0901089683175087,35.005647879996104,13.93917049599986,48.944818375995965,
hopper,shared,q_dagger,8,3,True,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,139.7300567626953,False,0.09181854873895645,0.09329448640346527,0.0891544446349144,0.0899299904704094,36.24444649500947,13.278377765003825,49.522824260013294,
hopper,shared,q_dagger,8,4,True,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,338.560302734375,False,0.09611517935991287,0.09471341222524643,0.09130539745092392,0.08602236956357956,35.71974169500754,15.25480370799778,50.97454540300532,
hopper,independent,uniform,8,0,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,1117.9085693359375,False,0.07890352606773376,0.0794372409582138,0.07890352606773376,0.0794372409582138,112.5429734870122,41.23021571600111,153.77318920301332,
hopper,independent,uniform,8,1,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,717.3796997070312,False,0.078830786049366,0.07897110283374786,0.078830786049366,0.07897110283374786,109.1383968720038,11.805890895993798,120.9442877679976,
hopper,independent,uniform,8,2,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,644.29150390625,False,0.08042381703853607,0.08309251070022583,0.08042381703853607,0.08309251070022583,105.97674625400396,11.285115221995511,117.26186147599947,
hopper,independent,uniform,8,3,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,842.21826171875,False,0.08019338548183441,0.08191192895174026,0.08019338548183441,0.08191192895174026,108.97397911798907,14.438045268005226,123.4120243859943,
hopper,independent,uniform,8,4,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,100.19738006591797,False,0.08029857277870178,0.07838664948940277,0.08029857277870178,0.07838664948940277,114.77509323299455,12.368788480001967,127.14388171299652,
hopper,independent,q_dagger,8,0,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,672.6415405273438,False,0.08423113077878952,0.08645505458116531,0.07651492208242416,0.08021999150514603,110.58268890000181,44.679075253006886,155.2617641530087,
hopper,independent,q_dagger,8,1,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,237.263427734375,False,0.08106446266174316,0.08205199241638184,0.07274842262268066,0.07468554377555847,107.75964986199688,12.354697086993838,120.11434694899071,
hopper,independent,q_dagger,8,2,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,146.98252868652344,False,0.08458997309207916,0.08623053878545761,0.0775090679526329,0.07828310877084732,107.60900417600351,14.987802500007092,122.5968066760106,
hopper,independent,q_dagger,8,3,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,220.9109649658203,False,0.08333317935466766,0.08661041408777237,0.07315423339605331,0.07490622252225876,110.71256461599842,11.955799774994375,122.66836439099279,
hopper,independent,q_dagger,8,4,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_hopper.npz,265.3728942871094,False,0.08223260939121246,0.0819411426782608,0.07485264539718628,0.07055621594190598,111.00224464999337,12.512895312000182,123.51513996199355,
walker2d,shared,uniform,8,0,True,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,36.60163497924805,True,0.14993435144424438,0.1578943431377411,0.14993435144424438,0.1578943431377411,51.35912764900422,51.67225413500273,103.03138178400695,
walker2d,shared,uniform,8,1,True,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,242.1899871826172,False,0.1586134135723114,0.1606990396976471,0.1586134135723114,0.1606990396976471,38.32488097800524,14.017417490002117,52.34229846800736,
walker2d,shared,uniform,8,2,True,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,1.8320763111114502,False,0.15395604074001312,0.1547485589981079,0.15395604074001312,0.1547485589981079,39.72421941399807,16.68256541500159,56.40678482899966,
walker2d,shared,uniform,8,3,True,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,0.8587972521781921,False,0.15759170055389404,0.15323787927627563,0.15759170055389404,0.15323787927627563,38.16308173000289,16.51209150798968,54.67517323799257,
walker2d,shared,uniform,8,4,True,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,42.53571701049805,False,0.15657825767993927,0.15286535024642944,0.15657825767993927,0.15286535024642944,39.4489513879962,17.348680840994348,56.79763222899055,
walker2d,shared,q_dagger,8,0,True,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,-2.309870958328247,False,0.167537659406662,0.17362113296985626,0.13565479218959808,0.1405872255563736,41.2602584730048,54.913757121001254,96.17401559400605,
walker2d,shared,q_dagger,8,1,True,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,43.45667266845703,True,0.1736638993024826,0.1773110181093216,0.14417876303195953,0.15155021846294403,37.43177681299858,16.548297512999852,53.98007432599843,
walker2d,shared,q_dagger,8,2,True,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,34.35152816772461,False,0.1641414761543274,0.1663227677345276,0.14335548877716064,0.1471806764602661,37.91138248000061,16.70175787700282,54.61314035700343,
walker2d,shared,q_dagger,8,3,True,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,6.433630466461182,False,0.17453409731388092,0.1691344678401947,0.1449204534292221,0.13992419838905334,38.16092111199396,15.237082423001993,53.39800353499595,
walker2d,shared,q_dagger,8,4,True,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,47.51908493041992,False,0.16779367625713348,0.16756321489810944,0.1432386338710785,0.14241592586040497,38.210148536003544,13.794934677003766,52.00508321300731,
walker2d,independent,uniform,8,0,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,54.75265121459961,False,0.11605049669742584,0.12207853049039841,0.11605049669742584,0.12207853049039841,201.48272114699648,50.19269047799753,251.675411624994,
walker2d,independent,uniform,8,1,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,65.15251922607422,False,0.11670038849115372,0.11977088451385498,0.11670038849115372,0.11977088451385498,214.99864306399832,12.050442986990674,227.049086050989,
walker2d,independent,uniform,8,2,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,54.39809036254883,False,0.11048297584056854,0.11016529053449631,0.11048297584056854,0.11016529053449631,216.91207677300554,11.90500827600772,228.81708504901326,
walker2d,independent,uniform,8,3,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,80.47490692138672,False,0.11119504272937775,0.10673531889915466,0.11119504272937775,0.10673531889915466,197.14384092600085,13.272186555986991,210.41602748198784,
walker2d,independent,uniform,8,4,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,126.09111785888672,False,0.11579512804746628,0.11543401330709457,0.11579512804746628,0.11543401330709457,203.73488201599685,10.528767999989213,214.26365001598606,
walker2d,independent,q_dagger,8,0,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,4.501985549926758,False,0.12731949985027313,0.12992051243782043,0.09804223477840424,0.09965494275093079,192.20744446100434,47.23248751999927,239.4399319810036,
walker2d,independent,q_dagger,8,1,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,170.95062255859375,False,0.12729360163211823,0.13121391832828522,0.10275227576494217,0.10802850872278214,196.41702631799853,12.79627602500841,209.21330234300694,
walker2d,independent,q_dagger,8,2,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,158.02113342285156,False,0.1248968169093132,0.12228114902973175,0.10052314400672913,0.09748353809118271,197.13906382300775,10.86638524501177,208.00544906801952,
walker2d,independent,q_dagger,8,3,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,79.82530212402344,False,0.12468314915895462,0.1226276233792305,0.10042945295572281,0.09596160054206848,192.54399300798832,14.056781056002364,206.60077406399068,
walker2d,independent,q_dagger,8,4,True,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_walker2d.npz,203.310546875,False,0.12553033232688904,0.12526574730873108,0.10200346261262894,0.10241623222827911,195.2571817709977,12.538560633998713,207.79574240499642,
inverted_pendulum,shared,uniform,1,0,False,distillation_experiments/artifacts/repertoires/ann_feature_sensitivity_5seeds/runs/cgp_feature_inverted_pendulum/shared_uniform_k1_seed0,distillation_experiments/artifacts/repertoires/cgp_feature_inverted_pendulum/ann_initial_uniform_k8_5seeds,distillation_experiments/artifacts/expert_datasets/expert_inverted_pendulum.npz,41.60000228881836,False,0.002536145970225334,0.002277381019666791,0.002536145970225334,0.002277381019666791,28.279129953996744,31.890078305004863,60.16920825900161,76.13260909900418
