iteration,loss,reward,mixed_reward
0,-0.35470095,212.90001,1000.0
1,-0.3140385,10.2,1000.0
2,-0.3522743,1000.0,1000.0
iteration,loss,reward,mixed_reward
iteration,loss,reward,mixed_reward
