environment,architecture,weighting,seed,reward,train_mse,test_mse,weighted_test_mse,fit_seconds,source
Hopper,Shared eight features,Uniform,0,232.7788848876953,0.09167364239692688,0.09181494265794754,0.09181494265794754,37.9714919179969,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds
Hopper,Shared eight features,Uniform,1,239.17666625976562,0.08835116028785706,0.08656459301710129,0.08656459301710129,36.99208638400887,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds
Hopper,Shared eight features,Uniform,2,244.3941650390625,0.09496466815471649,0.09735365957021713,0.09735365957021713,36.35409394498856,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds
Hopper,Shared eight features,Uniform,3,236.8999481201172,0.08913681656122208,0.08985913544893265,0.08985913544893265,35.84589601198968,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds
Hopper,Shared eight features,Uniform,4,547.3814697265625,0.09133470058441162,0.09062660485506058,0.09062660485506058,35.891028395999456,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_uniform_k8_5seeds
Hopper,Eight features per action,Uniform,0,1117.9085693359375,0.07890352606773376,0.0794372409582138,0.0794372409582138,112.5429734870122,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds
Hopper,Eight features per action,Uniform,1,717.3796997070312,0.078830786049366,0.07897110283374786,0.07897110283374786,109.1383968720038,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds
Hopper,Eight features per action,Uniform,2,644.29150390625,0.08042381703853607,0.08309251070022583,0.08309251070022583,105.97674625400396,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds
Hopper,Eight features per action,Uniform,3,842.21826171875,0.08019338548183441,0.08191192895174026,0.08191192895174026,108.97397911798907,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds
Hopper,Eight features per action,Uniform,4,100.19738006591797,0.08029857277870178,0.07838664948940277,0.07838664948940277,114.77509323299455,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_uniform_k8_5seeds
Hopper,Shared eight features,Q-DAgger,0,145.86322021484375,0.09113049507141113,0.09219460934400558,0.08607693761587143,39.57671355899947,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds
Hopper,Shared eight features,Q-DAgger,1,100.4666748046875,0.09474527835845947,0.09287549555301666,0.08675992488861084,35.52391432299919,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds
Hopper,Shared eight features,Q-DAgger,2,88.5869369506836,0.0934080258011818,0.09502068907022476,0.0901089683175087,35.005647879996104,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds
Hopper,Shared eight features,Q-DAgger,3,139.7300567626953,0.09181854873895645,0.09329448640346527,0.0899299904704094,36.24444649500947,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds
Hopper,Shared eight features,Q-DAgger,4,338.560302734375,0.09611517935991287,0.09471341222524643,0.08602236956357956,35.71974169500754,distillation_experiments/artifacts/repertoires/cgp_feature_hopper/ann_initial_q_dagger_k8_5seeds
Hopper,Eight features per action,Q-DAgger,0,672.6415405273438,0.08423113077878952,0.08645505458116531,0.08021999150514603,110.58268890000181,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds
Hopper,Eight features per action,Q-DAgger,1,237.263427734375,0.08106446266174316,0.08205199241638184,0.07468554377555847,107.75964986199688,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds
Hopper,Eight features per action,Q-DAgger,2,146.98252868652344,0.08458997309207916,0.08623053878545761,0.07828310877084732,107.60900417600351,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds
Hopper,Eight features per action,Q-DAgger,3,220.9109649658203,0.08333317935466766,0.08661041408777237,0.07490622252225876,110.71256461599842,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds
Hopper,Eight features per action,Q-DAgger,4,265.3728942871094,0.08223260939121246,0.0819411426782608,0.07055621594190598,111.00224464999337,distillation_experiments/artifacts/repertoires/cgp_action_feature_hopper/ann_independent_q_dagger_k8_5seeds
Walker2d,Shared eight features,Uniform,0,36.60163497924805,0.14993435144424438,0.1578943431377411,0.1578943431377411,51.35912764900422,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds
Walker2d,Shared eight features,Uniform,1,242.1899871826172,0.1586134135723114,0.1606990396976471,0.1606990396976471,38.32488097800524,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds
Walker2d,Shared eight features,Uniform,2,1.8320763111114502,0.15395604074001312,0.1547485589981079,0.1547485589981079,39.72421941399807,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds
Walker2d,Shared eight features,Uniform,3,0.8587972521781921,0.15759170055389404,0.15323787927627563,0.15323787927627563,38.16308173000289,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds
Walker2d,Shared eight features,Uniform,4,42.53571701049805,0.15657825767993927,0.15286535024642944,0.15286535024642944,39.4489513879962,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_uniform_k8_5seeds
Walker2d,Eight features per action,Uniform,0,54.75265121459961,0.11605049669742584,0.12207853049039841,0.12207853049039841,201.48272114699648,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds
Walker2d,Eight features per action,Uniform,1,65.15251922607422,0.11670038849115372,0.11977088451385498,0.11977088451385498,214.99864306399832,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds
Walker2d,Eight features per action,Uniform,2,54.39809036254883,0.11048297584056854,0.11016529053449631,0.11016529053449631,216.91207677300554,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds
Walker2d,Eight features per action,Uniform,3,80.47490692138672,0.11119504272937775,0.10673531889915466,0.10673531889915466,197.14384092600085,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds
Walker2d,Eight features per action,Uniform,4,126.09111785888672,0.11579512804746628,0.11543401330709457,0.11543401330709457,203.73488201599685,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_uniform_k8_5seeds
Walker2d,Shared eight features,Q-DAgger,0,-2.309870958328247,0.167537659406662,0.17362113296985626,0.1405872255563736,41.2602584730048,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds
Walker2d,Shared eight features,Q-DAgger,1,43.45667266845703,0.1736638993024826,0.1773110181093216,0.15155021846294403,37.43177681299858,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds
Walker2d,Shared eight features,Q-DAgger,2,34.35152816772461,0.1641414761543274,0.1663227677345276,0.1471806764602661,37.91138248000061,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds
Walker2d,Shared eight features,Q-DAgger,3,6.433630466461182,0.17453409731388092,0.1691344678401947,0.13992419838905334,38.16092111199396,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds
Walker2d,Shared eight features,Q-DAgger,4,47.51908493041992,0.16779367625713348,0.16756321489810944,0.14241592586040497,38.210148536003544,distillation_experiments/artifacts/repertoires/cgp_feature_walker2d/ann_initial_q_dagger_k8_5seeds
Walker2d,Eight features per action,Q-DAgger,0,4.501985549926758,0.12731949985027313,0.12992051243782043,0.09965494275093079,192.20744446100434,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds
Walker2d,Eight features per action,Q-DAgger,1,170.95062255859375,0.12729360163211823,0.13121391832828522,0.10802850872278214,196.41702631799853,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds
Walker2d,Eight features per action,Q-DAgger,2,158.02113342285156,0.1248968169093132,0.12228114902973175,0.09748353809118271,197.13906382300775,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds
Walker2d,Eight features per action,Q-DAgger,3,79.82530212402344,0.12468314915895462,0.1226276233792305,0.09596160054206848,192.54399300798832,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds
Walker2d,Eight features per action,Q-DAgger,4,203.310546875,0.12553033232688904,0.12526574730873108,0.10241623222827911,195.2571817709977,distillation_experiments/artifacts/repertoires/cgp_action_feature_walker2d/ann_independent_q_dagger_k8_5seeds
