action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.002729 + (1.255236 * (1.336147 * X2))),5,1.2716690434899647e-05,1.2427271940396167e-05
0,1,(0.000272 + (0.999998 * ((2.207635 * X2) + (0.091576 * X1)))),7,6.859596851427341e-06,inf
0,2,(0.000241 + (0.977863 * (((2.836683 * X2) / (sqrt(1 + (25.796505 * X3) ^ 2))) + (0.099525 * X1)))),9,4.706057552539278e-06,inf
0,3,((-0.000032) + (1.000477 * ((((-0.235905) * X1) / (sqrt(1 + (73.284805 * X3) ^ 2))) + ((0.278501 * X1) - ((-2.682775) * X2))))),11,3.3868653304125473e-07,inf
0,4,((-0.000023) + (1.000323 * ((((-0.200496) * X1) / (sqrt(1 + (100.125534 * X3) ^ 2))) + (((2.762911 * X2) / (sqrt(1 + ((-8.301800) * X3) ^ 2))) + (0.238626 * X1))))),13,2.44045452291175e-07,inf
0,5,((-0.000020) + (1.000242 * ((tanh(((-0.200315) * X1)) / (sqrt(1 + (100.292648 * X3) ^ 2))) + (((2.763339 * X2) / (sqrt(1 + ((-8.328448) * X3) ^ 2))) + (0.238329 * X1))))),14,2.4404246801168483e-07,inf
0,6,((-0.000009) + (1.000128 * ((((((-0.267075) * X1) / (sqrt(1 + ((-29.937250) * X3) ^ 2))) + (2.713960 * X2)) + (0.379870 * X1)) + (((-0.093759) * X1) / (sqrt(1 + ((-400.234985) * X3) ^ 2)))))),15,2.585038849645116e-08,inf
0,7,((-0.000003) + (1.000003 * ((((((-0.237462) * X1) / (sqrt(1 + ((-35.231079) * X3) ^ 2))) + ((2.728489 * X2) / (sqrt(1 + (3.723917 * X3) ^ 2)))) + (0.343515 * X1)) + (((-0.088224) * X1) / (sqrt(1 + ((-458.039124) * X3) ^ 2)))))),17,2.2831972756875984e-08,inf
0,8,((-0.000003) + (1.000004 * ((((tanh(((-0.237409) * X1)) / (sqrt(1 + ((-35.261589) * X3) ^ 2))) + ((2.728531 * X2) / (sqrt(1 + ((-3.728440) * X3) ^ 2)))) + (0.343386 * X1)) + (((-0.088182) * X1) / (sqrt(1 + ((-458.702393) * X3) ^ 2)))))),18,2.2828892554116464e-08,inf
0,9,((-0.000001) + (1.000000 * ((((((-0.294581) * X1) / (sqrt(1 + ((-18.824795) * X3) ^ 2))) + ((((-0.103493) * X1) / (sqrt(1 + (133.288361 * X3) ^ 2))) + (2.718096 * X2))) + (0.455015 * X1)) + (((-0.047094) * X1) / (sqrt(1 + ((-1541.288940) * X3) ^ 2)))))),19,2.6081388160292818e-09,inf
0,10,((-0.000001) + (1.000000 * tanh(((((((-0.294646) * X1) / (sqrt(1 + ((-18.821377) * X3) ^ 2))) + ((((-0.103525) * X1) / (sqrt(1 + (133.253204 * X3) ^ 2))) + (2.718488 * X2))) + (0.455123 * X1)) + (((-0.047105) * X1) / (sqrt(1 + ((-1541.179077) * X3) ^ 2))))))),20,2.6075883674536726e-09,0.00200037844479084
0,11,((-0.000000) + (1.000000 * ((((((-0.295185) * X1) / (sqrt(1 + ((-18.673685) * X3) ^ 2))) + ((((-0.105687) * X1) / (sqrt(1 + (129.444397 * X3) ^ 2))) + (2.718096 * X2))) + (0.456456 * X1)) + ((((-0.045748) * X1) / (sqrt(1 + (189.951965 * X3) ^ 2))) / (sqrt(1 + ((-1558.183350) * X3) ^ 2)))))),21,2.5265438630128756e-09,inf
0,12,((-0.000000) + (1.000000 * ((((((-0.338195) * X1) / (sqrt(1 + ((-10.782803) * X3) ^ 2))) + ((((-0.067054) * X1) / (sqrt(1 + (209.693130 * X3) ^ 2))) + ((((-0.116706) * X1) / (sqrt(1 + ((-48.308598) * X3) ^ 2))) + (2.717772 * X2)))) + (0.572623 * X1)) + (((-0.040750) * X1) / (sqrt(1 + ((-1733.667358) * X3) ^ 2)))))),23,1.1592256043968518e-09,inf
0,13,((-0.000000) + (1.000145 * tanh(((((((-0.338076) * X1) / (sqrt(1 + ((-10.790566) * X3) ^ 2))) + ((((-0.067024) * X1) / (sqrt(1 + (209.775925 * X3) ^ 2))) + ((((-0.116653) * X1) / (sqrt(1 + ((-48.340435) * X3) ^ 2))) + (2.717772 * X2)))) + (0.572418 * X1)) + (tanh(((-0.040748) * X1)) / (sqrt(1 + ((-1733.667358) * X3) ^ 2))))))),25,1.1582930170561667e-09,0.002000953769311309
0,14,(0.000000 + (1.000000 * tanh(((((((-29.972084) * X1) / (sqrt(1 + ((-0.694922) * X3) ^ 2))) + ((((-0.079179) * X1) / (sqrt(1 + (204.057571 * X3) ^ 2))) + ((((-0.172185) * X1) / (sqrt(1 + ((-35.039612) * X3) ^ 2))) + (2.718168 * X2)))) + (30.270880 * X1)) + ((((-0.038695) * X1) / (sqrt(1 + ((-33.032215) * X3) ^ 2))) / (sqrt(1 + ((-2122.214844) * X3) ^ 2))))))),26,1.1527925281029638e-09,0.002000373788177967
0,15,(0.000001 + (0.999989 * tanh(tanh(((((((-29.972084) * X1) / (sqrt(1 + ((-0.697010) * X3) ^ 2))) + ((((-0.082328) * X1) / (sqrt(1 + (205.254684 * X3) ^ 2))) + ((((-0.171911) * X1) / (sqrt(1 + ((-35.275341) * X3) ^ 2))) + (2.718544 * X2)))) + (30.270298 * X1)) + ((((-0.035295) * X1) / (sqrt(1 + (465.030884 * X3) ^ 2))) / (sqrt(1 + ((-2213.802979) * X3) ^ 2)))))))),27,1.1114914544307908e-09,0.0011603356106206775
