position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,9,0.01972474530339241,0.018859047442674637,103.5,0.019307972863316536,0.018456367775797844,102.0999984741211,"[1.749851107597351, 1.5619702339172363]"
1,10,0.01972474530339241,0.018859047442674637,103.5,0.019307972863316536,0.018456367775797844,102.0999984741211,"[1.749851107597351, 1.5619702339172363]"
2,11,0.01972474530339241,0.018859047442674637,103.5,0.019307972863316536,0.018456367775797844,102.0999984741211,"[1.749851107597351, 1.5619702339172363]"
3,12,0.01972474530339241,0.018859047442674637,103.5,0.019307972863316536,0.018456367775797844,102.0999984741211,"[1.749851107597351, 1.5619702339172363]"
4,5,0.01937258429825306,0.01923997513949871,62.70000076293945,0.018622493371367455,0.019435549154877663,87.9000015258789,"[0.5311207175254822, 0.24489323794841766]"
5,4,0.019372403621673584,0.019240008667111397,63.60000228881836,0.01861601695418358,0.019457982853055,78.5999984741211,"[0.5310140252113342, 0.24470767378807068]"
6,0,0.019300559535622597,0.01832425594329834,184.8000030517578,0.018511837348341942,0.01769275777041912,392.5,"[0.6392170786857605, 0.34148651361465454]"
7,1,0.019300559535622597,0.01832425594329834,184.8000030517578,0.018511837348341942,0.01769275777041912,392.5,"[0.6392170786857605, 0.34148651361465454]"
8,2,0.019300559535622597,0.01832425594329834,184.8000030517578,0.018511837348341942,0.01769275777041912,392.5,"[0.6392170786857605, 0.34148651361465454]"
9,3,0.019300559535622597,0.01832425594329834,184.8000030517578,0.018511837348341942,0.01769275777041912,392.5,"[0.6392170786857605, 0.34148651361465454]"
