action_index,generation,best_loss,median_loss,candidate_count
0,0,0.00016489624977111816,0.00017718765593599528,5
0,1,0.00016025902004912496,0.00017580281564733014,6
0,2,0.00013827986549586058,0.00017526798910694197,6
0,3,0.00013827986549586058,0.0001737239581416361,6
0,4,0.00011680978059303015,0.00016756539116613567,7
0,5,0.00010847342491615564,0.00014212462701834738,7
0,6,8.449867164017633e-05,0.00014212462701834738,7
0,7,7.859755714889616e-05,0.00013257274258648977,8
0,8,5.556862015509978e-05,0.00013257274258648977,8
0,9,2.428725565550849e-05,0.00015567392256343737,6
0,10,2.3954749849508516e-05,6.334902536764275e-05,10
0,11,2.3954749849508516e-05,7.168345473473892e-05,9
0,12,2.272348865517415e-05,5.2244600738049485e-05,10
0,13,2.12355353141902e-05,3.746245783986524e-05,9
0,14,2.12355353141902e-05,3.521718826959841e-05,9
0,15,1.900327879411634e-05,8.433100629190449e-05,8
0,16,1.900327879411634e-05,8.407849418290425e-05,8
0,17,1.900327879411634e-05,8.401087870879564e-05,8
0,18,1.649394653213676e-05,3.463174289208837e-05,9
0,19,1.649394653213676e-05,3.0162449547788128e-05,9
0,20,1.649394653213676e-05,2.3377881007036194e-05,9
0,21,1.3400491297943518e-05,2.2167980205267668e-05,10
0,22,1.3400491297943518e-05,2.2167980205267668e-05,10
0,23,1.3400491297943518e-05,2.3377881007036194e-05,9
0,24,1.3400491297943518e-05,2.3377881007036194e-05,9
0,25,1.3400491297943518e-05,2.3216582121676765e-05,9
0,26,1.3400491297943518e-05,2.30283840210177e-05,9
0,27,1.322471689491067e-05,2.30283840210177e-05,9
0,28,1.2055395018251147e-05,2.30283840210177e-05,9
0,29,1.2055395018251147e-05,2.199731898144819e-05,9
0,30,1.2055395018251147e-05,2.1434950213006232e-05,10
0,31,9.823510481510311e-06,2.0858105926890858e-05,11
0,32,9.823510481510311e-06,2.0858105926890858e-05,11
0,33,9.547119589115027e-06,1.9662831618916243e-05,13
0,34,6.49500907456968e-06,1.6278805560432374e-05,14
0,35,6.49500907456968e-06,1.9662831618916243e-05,13
0,36,6.49500907456968e-06,1.966256240848452e-05,13
0,37,6.49500907456968e-06,2.0260334167687688e-05,12
0,38,6.49500907456968e-06,2.0260334167687688e-05,12
0,39,6.49500907456968e-06,1.966256240848452e-05,13
0,40,6.49500907456968e-06,1.966256240848452e-05,13
0,41,5.594734375335975e-06,1.1423503565310966e-05,16
0,42,5.3544677030004095e-06,1.1423503565310966e-05,16
0,43,5.3544677030004095e-06,1.607757303645485e-05,14
0,44,5.3544677030004095e-06,1.1423503565310966e-05,16
0,45,5.3544677030004095e-06,1.0160186320717912e-05,18
0,46,3.8920861697988585e-06,1.1413725587772205e-05,16
0,47,3.8920861697988585e-06,1.035442346619675e-05,17
0,48,3.1189304081635782e-06,1.1413725587772205e-05,16
0,49,3.1189304081635782e-06,1.1413725587772205e-05,16
0,50,3.1189304081635782e-06,1.966256240848452e-05,13
0,51,2.32693355428637e-06,1.2473027709347662e-05,15
0,52,2.32693355428637e-06,1.2473027709347662e-05,15
0,53,2.32693355428637e-06,1.1413725587772205e-05,16
0,54,2.32693355428637e-06,9.80248205451062e-06,16
0,55,2.32693355428637e-06,9.80248205451062e-06,16
0,56,2.32693355428637e-06,9.80248205451062e-06,16
0,57,2.32693355428637e-06,7.113740139175206e-06,17
0,58,2.32693355428637e-06,7.113740139175206e-06,17
0,59,2.32693355428637e-06,5.577863703365438e-06,18
0,60,2.32693355428637e-06,4.041987267555669e-06,19
0,61,2.2832145987194963e-06,4.041976353619248e-06,19
0,62,2.2832145987194963e-06,4.041976353619248e-06,19
0,63,2.013989615079481e-06,4.041976353619248e-06,19
0,64,2.013989615079481e-06,5.57455882699287e-06,18
0,65,2.013989615079481e-06,5.57455882699287e-06,18
0,66,2.013989615079481e-06,5.57455882699287e-06,18
0,67,2.013989615079481e-06,4.041976353619248e-06,19
0,68,2.013989615079481e-06,4.041829470224911e-06,19
0,69,2.013989615079481e-06,4.041829470224911e-06,19
0,70,2.013989615079481e-06,5.574479700953816e-06,18
0,71,2.013989615079481e-06,5.574479700953816e-06,18
0,72,2.013989615079481e-06,5.574479700953816e-06,18
0,73,2.013989615079481e-06,5.574479700953816e-06,18
0,74,2.013989615079481e-06,5.574479700953816e-06,18
0,75,2.013989615079481e-06,5.574479700953816e-06,18
0,76,2.013989615079481e-06,3.934296955776517e-06,20
0,77,2.013989615079481e-06,3.934296955776517e-06,20
0,78,2.013989615079481e-06,3.934296955776517e-06,20
0,79,2.013989615079481e-06,3.934296955776517e-06,20
0,80,1.9354524738446344e-06,3.826775810011895e-06,21
0,81,1.8169949953517062e-06,3.826775810011895e-06,21
0,82,1.785242602636572e-06,3.826775810011895e-06,21
0,83,1.785242602636572e-06,3.826775810011895e-06,21
0,84,1.785242602636572e-06,3.826775810011895e-06,21
0,85,1.785242602636572e-06,3.826775810011895e-06,21
0,86,1.785242602636572e-06,3.826775810011895e-06,21
0,87,1.523860532870458e-06,3.826775810011895e-06,21
0,88,1.523860532870458e-06,3.826775810011895e-06,21
0,89,1.523860532870458e-06,3.826775810011895e-06,21
0,90,1.523860532870458e-06,3.826775810011895e-06,21
0,91,1.523860532870458e-06,3.826775810011895e-06,21
0,92,1.523860532870458e-06,3.826775810011895e-06,21
0,93,1.523860532870458e-06,3.826775810011895e-06,21
0,94,1.523860532870458e-06,3.826775810011895e-06,21
0,95,1.523860532870458e-06,3.826775810011895e-06,21
0,96,1.523860532870458e-06,3.826775810011895e-06,21
0,97,1.523860532870458e-06,3.826775810011895e-06,21
0,98,1.523860532870458e-06,3.826775810011895e-06,21
0,99,1.523860532870458e-06,3.826775810011895e-06,21
