action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.000273 + (0.921732 * ((-2.639180) * X3))),5,0.00033799558877944946,0.00024022473371587694
0,1,(0.000149 + (0.766417 * tanh(((-3.415538) * X3)))),6,0.0001761732855811715,0.00028990526334382594
0,2,(0.000160 + (0.845040 * (tanh(((-3.071105) * X3)) + ((-0.008522) * X8)))),8,0.00016875368601176888,0.0002474344801157713
0,3,(0.000088 + (1.149949 * (tanh(((-2.992728) * X3)) / (sqrt(1 + tanh(((-37.649944) * X3)) ^ 2))))),9,0.00013325399777386338,0.000263483845628798
0,4,(0.000095 + (0.733670 * tanh((((-199.195328) * X3) / (sqrt(1 + ((-65.859306) / (sqrt(1 + (2.272893 * X8) ^ 2))) ^ 2)))))),10,2.1173942513996735e-05,4.678333061747253e-05
0,5,(0.000095 + (0.962224 * tanh(tanh((((-8074.929688) * X3) / (sqrt(1 + ((-3480.641602) / (sqrt(1 + (2.237430 * X8) ^ 2))) ^ 2))))))),11,2.0850869987043552e-05,4.563480251817964e-05
0,6,(0.000068 + (0.999992 * (tanh((((-5381.771973) * X3) / (sqrt(1 + ((-1983.769287) / (sqrt(1 + (2.210860 * X8) ^ 2))) ^ 2)))) * (0.823520 * X5)))),12,1.9662551494548097e-05,3.2192678190767765e-05
0,7,(0.000055 + (1.045811 * (tanh((((-190.832825) * X3) / (sqrt(1 + ((-63.814003) / (sqrt(1 + (2.107332 * X8) ^ 2))) ^ 2)))) / (sqrt(1 + tanh(((-68.054329) * X3)) ^ 2))))),13,1.2473027709347662e-05,3.399197885300964e-05
0,8,(0.000072 + (1.003283 * (tanh((((-30025.673828) * X3) / (sqrt(1 + ((-9337.275391) / (sqrt(1 + (1.890113 * X8) ^ 2))) ^ 2)))) / (sqrt(1 + tanh((((-2867394.000000) * X3) / (sqrt(1 + ((-96877.789062) * X8) ^ 2)))) ^ 2))))),15,7.092830401234096e-06,3.908626240445301e-05
0,9,(0.000045 + (0.999997 * ((tanh((((-2386.003662) * X3) / (sqrt(1 + ((-879.432007) / (sqrt(1 + (1.824171 * X8) ^ 2))) ^ 2)))) / (sqrt(1 + tanh((((-23848.078125) * X3) / (sqrt(1 + ((-887.966370) * X8) ^ 2)))) ^ 2))) * (1.188424 * X5)))),17,4.041818101541139e-06,9.857027180260047e-06
