position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,8,0.04185109585523605,0.06342044472694397,89.9000015258789,0.04184781759977341,0.06335822492837906,89.80000305175781,[]
1,9,0.04184868931770325,0.06337536871433258,89.80000305175781,0.04184732586145401,0.06334828585386276,89.80000305175781,[]
2,5,0.04185062646865845,0.0634118989109993,89.80000305175781,0.041847728192806244,0.06335633993148804,89.80000305175781,[]
3,6,0.04184941574931145,0.06338927149772644,89.80000305175781,0.041847482323646545,0.0633513480424881,89.80000305175781,[]
4,7,0.04184915870428085,0.06338433921337128,89.80000305175781,0.04184742271900177,0.06335025280714035,89.80000305175781,[]
5,3,0.041850581765174866,0.06341106444597244,89.80000305175781,0.04184771329164505,0.06335615366697311,89.80000305175781,[]
6,4,0.04185052961111069,0.06341017037630081,89.80000305175781,0.04184770584106445,0.06335596740245819,89.80000305175781,[]
7,1,0.041849613189697266,0.06339307129383087,89.80000305175781,0.04184751585125923,0.06335217505693436,89.80000305175781,[]
8,2,0.04185062646865845,0.06341185420751572,89.80000305175781,0.041847728192806244,0.06335633248090744,89.80000305175781,[]
9,0,0.04304442182183266,0.06207066774368286,121.9000015258789,0.04059604927897453,0.05741942673921585,160.40000915527344,[]
