iteration,best_fitness,best_cumulative_reward,cumulative_reward_of_best,beta,evaluation_time
465,850.1049,173.03065,44.79246,0.7,6.449160452999422
466,848.86835,160.53017,42.529625,0.7,6.47175658299966
467,855.7472,174.10396,46.834515,0.7,6.45688156200049
468,850.4464,212.89928,40.33897,0.7,6.455067339000379
469,866.2827,216.19962,41.237854,0.7,6.454329346001032
470,853.8916,201.90459,46.11735,0.7,6.461889322001298
471,857.01416,202.56853,44.939777,0.7,6.453055818001303
472,858.84534,228.72627,39.60738,0.7,6.451517621999301
473,854.9811,183.69809,48.11546,0.7,6.453495265001038
474,855.10315,163.90538,42.837257,0.7,6.45992538199971
475,855.84784,213.53442,40.029434,0.7,6.464183955000408
476,854.49457,221.65201,44.681374,0.7,6.443071985999268
477,855.8029,191.89865,37.86784,0.7,6.447838772999603
478,855.1204,294.19174,45.60138,0.7,6.435295858000245
479,856.4806,207.86128,42.733913,0.7,6.463851890999649
480,855.352,242.94804,36.81561,0.7,6.46220182900106
481,857.83966,163.08989,37.70335,0.7,6.4719709800010605
482,854.9092,205.70036,34.29237,0.7,6.439416227000038
483,857.9907,207.3848,46.78383,0.7,6.444969823000065
484,857.0252,180.47728,45.368153,0.7,6.44507184000031
485,855.21924,201.13469,42.699265,0.7,6.4390829330004635
486,855.92523,176.65796,44.334633,0.7,6.435515021001265
487,855.0211,210.8629,36.63094,0.7,6.464896721001423
488,849.96893,201.31047,42.04168,0.7,6.459602943999926
489,854.23334,207.52933,46.24165,0.7,6.4616158030003135
490,856.1904,192.07698,42.620476,0.7,6.453079463999529
491,851.872,218.41972,35.462837,0.7,6.452266372998565
492,853.2555,260.35825,43.942665,0.7,6.449811119000515
493,853.9492,271.7005,45.551266,0.7,6.42160524099927
494,853.6432,191.04372,37.36659,0.7,6.448250848001408
495,853.56604,225.82193,46.666042,0.7,6.439100937001058
496,855.1417,166.96407,50.477123,0.7,6.4587790180012234
497,850.8556,159.58391,39.028465,0.7,6.445918298999459
498,857.2497,180.63884,47.944508,0.7,6.456273706999127
499,854.6138,237.5855,44.7308,0.7,6.4527357019997
500,859.9045,181.97733,41.249126,0.7,6.441353857000649
501,862.53046,209.15308,39.4984,0.7,6.435074985000028
502,854.859,207.93883,46.414944,0.7,6.432879143001628
503,855.15155,179.14778,32.576614,0.7,6.442517174000386
504,852.18665,183.63377,45.846664,0.7,6.448788677998891
505,854.3458,224.75694,42.39638,0.7,6.4403407070003595
506,852.8164,191.33723,45.91177,0.7,6.4384586950000084
507,855.4581,154.27666,45.793827,0.7,6.43938219499978
508,855.7427,177.85023,45.937737,0.7,6.431902397000158
509,854.17267,238.30443,36.90276,0.7,6.434888793000937
510,864.054,203.42418,38.85733,0.7,6.427697630000694
511,857.68713,224.89273,41.239086,0.7,6.474349142999927
512,860.11505,223.72713,41.854,0.7,6.456048637999629
513,855.1387,228.01387,44.448605,0.7,6.461887853998633
514,856.05774,215.87003,44.15762,0.7,6.454325628999868
515,857.78485,199.9058,44.71404,0.7,6.434415292000267
516,856.17303,192.45311,43.9758,0.7,6.438599556000554
517,852.4572,182.28667,44.557526,0.7,6.459683570999914
518,857.6281,203.42265,43.66668,0.7,6.4533556810001755
519,857.69415,207.58105,45.523983,0.7,6.454591974001232
520,856.9264,167.45757,44.61128,0.7,6.465709809001055
521,856.3893,214.19185,44.908005,0.7,6.443397540999285
522,859.5293,120.51768,42.311733,0.7,6.459495851999236
523,849.62836,162.90999,42.855984,0.7,6.458472874999643
524,861.42914,196.43683,43.27166,0.7,6.437557393999668
525,856.0119,190.40508,42.66687,0.7,6.444876704999842
526,854.7516,201.10306,43.595074,0.7,6.4508686139997735
527,857.3556,223.06041,44.75358,0.7,6.447942947999763
528,853.04865,223.10774,41.791447,0.7,6.437991363000037
529,855.2856,208.45996,44.107372,0.7,6.45316695800102
530,860.1923,181.0057,44.521046,0.7,6.437414357998932
531,856.4422,209.6034,45.340237,0.7,6.439786455001013
532,852.0135,168.69759,42.760395,0.7,6.420623677999174
533,856.2721,221.87955,44.53352,0.7,6.433045521000167
534,850.1715,196.53014,36.304424,0.7,6.442616973999975
535,852.88995,185.58215,45.60254,0.7,6.438193668000167
536,856.4245,216.68382,45.08877,0.7,6.4316204259994265
537,854.63586,176.12906,44.05977,0.7,6.410414927999227
538,852.7641,230.4412,46.337868,0.7,6.397490547000416
539,854.0805,158.06175,45.505398,0.7,6.397860529999889
540,855.8356,193.2043,45.2236,0.7,6.4068416170011915
541,859.99347,294.79193,43.16664,0.7,6.412420786000439
542,855.37445,162.92351,42.629147,0.7,6.416502392999973
543,854.78613,199.57234,42.995564,0.7,6.406413030001204
544,856.46075,171.41188,40.04791,0.7,6.392807228001402
545,856.88324,230.28984,44.063534,0.7,6.4170916989987745
546,860.8322,124.01751,45.421265,0.7,6.420081898999342
547,852.09064,143.4406,38.81773,0.7,6.421468155000184
548,858.5793,128.04726,42.390778,0.7,6.416930963001505
549,860.88165,212.64278,42.20962,0.7,6.427635256999565
550,850.2506,184.89632,36.829697,0.7,6.41024891699999
551,856.23065,152.67511,40.696915,0.7,6.408784557999752
552,856.05927,197.45363,45.64692,0.7,6.417584512000758
553,858.9399,170.53249,41.90646,0.7,6.4188275129999965
554,860.0547,190.66441,45.15453,0.7,6.425414594999893
555,854.55176,178.73116,42.86278,0.7,6.413635405000605
556,856.45526,195.82928,42.791622,0.7,6.412674268000046
557,852.81995,251.73082,42.238876,0.7,6.419296524998572
558,852.4907,161.80182,43.606754,0.7,6.407069267999759
559,860.28186,165.95348,42.43451,0.7,6.43683275299918
560,850.96625,183.12537,42.965187,0.7,6.423134325001229
561,857.65137,201.98941,39.08747,0.7,6.440430631999334
562,861.2046,196.29301,43.759525,0.7,6.450371232998805
563,849.77344,218.04727,43.940712,0.7,6.429012688000512
564,854.98456,216.67525,43.50249,0.7,6.42503303400008
565,857.2814,230.67607,39.419582,0.7,6.4397055319986976
566,854.8045,168.72408,44.669777,0.7,6.441759572000592
567,853.75165,231.26396,46.45831,0.7,6.434734321999713
568,852.81134,186.28426,43.781685,0.7,6.4384982510000555
569,854.2921,170.7404,46.732132,0.7,6.439932420000332
570,855.8051,183.46518,48.495007,0.7,6.461264636000124
571,856.5338,203.0233,47.130245,0.7,6.44991144100095
572,853.02277,208.37784,46.852688,0.7,6.448204496000471
573,852.34906,162.99901,44.646297,0.7,6.468888298999445
574,853.3439,169.01877,42.300636,0.7,6.474774085998433
575,856.5088,196.29036,40.27543,0.7,6.474603180000486
576,851.3888,202.8623,46.17626,0.7,6.4867308200009575
577,852.4985,173.92715,48.504982,0.7,6.485607156999322
578,857.4738,196.79993,44.422085,0.7,6.502017393000642
579,855.1359,196.78772,44.841084,0.7,6.508243385000242
580,853.5252,199.30699,43.562103,0.7,6.494304083000316
581,855.4179,185.5649,42.569782,0.7,6.47450791799929
582,849.8125,210.58813,41.52769,0.7,6.486437030000161
583,853.62494,203.50626,37.2737,0.7,6.499203910998403
584,856.1406,183.68523,46.62248,0.7,6.476167402999636
585,855.2778,192.14145,37.30253,0.7,6.458520448999479
586,852.318,191.87157,41.28391,0.7,6.456486795999808
587,854.7518,182.51207,42.03027,0.7,6.4460962930006644
588,853.10315,176.36044,44.348087,0.7,6.430098494000049
589,855.5966,194.52634,47.151722,0.7,6.44950247899942
590,853.92804,167.86717,45.861893,0.7,6.446400396000172
591,852.20966,293.32736,40.012943,0.7,6.443248241001129
592,854.9598,168.60481,43.541332,0.7,6.432721577000848
593,855.62006,158.93118,45.857475,0.7,6.420785660999172
594,854.9709,189.65721,43.34208,0.7,6.429531157999008
595,850.41693,251.06425,43.040436,0.7,6.403904869999678
596,852.8891,231.19888,45.36753,0.7,6.423412467000162
597,253.56734,167.62671,38.34754,0.7999999999999999,6.431110739998985
598,254.1726,167.43372,42.246624,0.7999999999999999,6.433141949000856
599,318.89896,167.43602,38.81449,0.7999999999999999,6.441831328000262
600,297.00714,169.6924,37.468006,0.7999999999999999,6.440018213999792
601,282.1878,280.5735,38.43777,0.7999999999999999,6.434158443998967
602,316.42703,218.89253,38.68982,0.7999999999999999,6.4280868519999785
603,295.763,191.38702,30.417866,0.7999999999999999,6.439465340999959
604,295.7635,234.05981,38.352146,0.7999999999999999,6.437773789999483
605,337.0618,210.88054,38.329727,0.7999999999999999,6.435622319000686
606,299.21368,179.62505,41.00938,0.7999999999999999,6.450890348998655
607,295.762,167.69533,31.628021,0.7999999999999999,6.4362240209993615
608,318.97754,273.52487,208.01587,0.7999999999999999,6.44137819199932
609,408.82935,208.86865,2.3881612,0.7999999999999999,6.418261778000669
610,447.25626,224.16222,2.5740552,0.7999999999999999,6.436066444999597
611,434.01846,206.1556,2.2857897,0.7999999999999999,6.433925540999553
612,420.58478,253.3756,2.4352624,0.7999999999999999,6.42387085900009
613,405.68555,301.60782,2.4564264,0.7999999999999999,6.419610509999984
614,441.41592,253.1448,49.22177,0.7999999999999999,6.400291505000496
615,421.45117,421.90842,2.5649903,0.7999999999999999,6.4118134590007685
616,441.7302,473.07153,5.117207,0.7999999999999999,6.408605503000217
617,409.51105,414.25333,2.496525,0.7999999999999999,6.398183080000308
618,447.10214,405.06967,2.3964417,0.7999999999999999,6.3954346390000865
619,439.5743,321.1433,50.538925,0.7999999999999999,6.38551395399918
620,449.6843,304.54578,2.3625343,0.7999999999999999,6.408152465999592
621,443.70367,305.11667,2.270295,0.7999999999999999,6.371274855000593
622,441.02905,295.90024,2.3892856,0.7999999999999999,6.380070389999673
623,426.86545,340.38412,2.3739526,0.7999999999999999,6.383174345000953
624,458.28598,217.26643,2.569573,0.7999999999999999,6.367511045000356
625,447.96362,168.37483,2.6162286,0.7999999999999999,6.3884543889998895
626,452.0879,353.5709,2.3342087,0.7999999999999999,6.398375273000056
627,449.9337,170.60205,2.3690515,0.7999999999999999,6.3998045999996975
628,446.0969,305.46652,95.46278,0.7999999999999999,6.412161898000704
629,454.57272,384.92978,50.764267,0.7999999999999999,6.3873515499999485
630,502.93857,294.51755,2.5357716,0.7999999999999999,6.384668867998698
631,457.15128,286.66013,97.71124,0.7999999999999999,6.394512921999194
632,452.43253,270.07248,2.4564235,0.7999999999999999,6.380211462999796
633,436.16827,197.3371,97.15038,0.7999999999999999,6.374320283999623
634,453.19345,229.40884,2.3273618,0.7999999999999999,6.382270046000485
635,435.89377,240.53625,50.28197,0.7999999999999999,6.395604936000382
636,434.5003,224.10184,50.059406,0.7999999999999999,6.397303629999442
637,457.71933,233.71475,4.669675,0.7999999999999999,6.377129471999069
638,439.87784,351.89523,5.133451,0.7999999999999999,6.371910329999082
639,449.84814,295.0897,2.4472861,0.7999999999999999,6.3710036980010045
640,460.19855,225.68082,95.16357,0.7999999999999999,6.390144572000281
641,450.38995,206.08324,4.9397573,0.7999999999999999,6.38836444700064
642,432.5857,248.60802,50.65449,0.7999999999999999,6.3807184969991795
643,434.17734,229.60356,142.67325,0.7999999999999999,6.395229002999258
644,446.32773,246.96548,2.4369965,0.7999999999999999,6.380667686999004
645,464.3587,238.70117,2.6909237,0.7999999999999999,6.377811631000441
646,474.96005,317.92874,2.4069295,0.7999999999999999,6.382569743998829
647,431.59433,326.41415,3.0113752,0.7999999999999999,6.374695278998843
648,442.93146,175.01414,96.57198,0.7999999999999999,6.393640347998371
649,451.36972,239.31021,2.734577,0.7999999999999999,6.410901735000152
650,463.82266,324.93942,98.116875,0.7999999999999999,6.391773444998762
651,447.6,190.58926,50.036556,0.7999999999999999,6.397945605000132
652,472.96457,210.54271,2.2719548,0.7999999999999999,6.380405088999396
653,441.66113,269.4063,4.9019465,0.7999999999999999,6.394669068000439
654,439.43634,203.9394,50.600563,0.7999999999999999,6.3764466299999185
655,470.19678,299.89108,2.5243204,0.7999999999999999,6.402187486999537
656,485.76425,261.79337,2.4735928,0.7999999999999999,6.4066299719997915
657,450.00006,337.0654,97.6818,0.7999999999999999,6.400924293000571
658,436.56592,194.71967,51.553402,0.7999999999999999,6.39247477400022
659,445.26773,154.70299,51.45647,0.7999999999999999,6.390894197000307
660,449.87802,280.78116,51.184357,0.7999999999999999,6.390757065000798
661,444.1063,235.34265,2.4938369,0.7999999999999999,6.395240272000592
662,443.83755,197.9918,5.1079,0.7999999999999999,6.388188380999054
663,433.48868,219.94011,51.538235,0.7999999999999999,6.385419769998407
664,415.88535,233.15825,3.0241444,0.7999999999999999,6.3934684739997465
665,439.2374,287.07053,143.18762,0.7999999999999999,6.393532099998993
666,442.9399,181.60298,96.12449,0.7999999999999999,6.406037884999023
667,445.69904,240.2937,2.5475,0.7999999999999999,6.433188548000544
668,481.6168,214.28331,2.5491023,0.7999999999999999,6.403922495001098
669,452.08234,187.44197,2.39181,0.7999999999999999,6.397357525998814
670,444.63498,236.94937,50.243034,0.7999999999999999,6.417850185998759
671,446.22076,172.65,50.88157,0.7999999999999999,6.411766437000551
672,472.8128,201.47264,5.4501204,0.7999999999999999,6.40352510899902
673,461.15674,325.70782,5.4829364,0.7999999999999999,6.39204292300019
674,442.2828,328.9518,3.0350046,0.7999999999999999,6.3956708290006645
675,468.24252,250.3911,97.59563,0.7999999999999999,6.394211991000702
676,458.5144,188.5005,139.31079,0.7999999999999999,6.382705619000262
677,435.26993,599.2456,50.68958,0.7999999999999999,6.3958992320003745
678,451.85117,595.5126,6.185873,0.7999999999999999,6.402899866001462
679,448.47906,951.5596,6.0022445,0.7999999999999999,6.406583664000209
680,472.691,777.2265,3.8920007,0.7999999999999999,6.408095148999564
681,451.3386,229.46965,6.1753244,0.7999999999999999,6.397405057001379
682,494.59933,297.5643,3.784067,0.7999999999999999,6.3955839310001465
683,480.51132,260.78433,5.467099,0.7999999999999999,6.372398404000705
684,451.27252,257.27298,5.653711,0.7999999999999999,6.387240156000189
685,438.40607,437.34756,5.2489595,0.7999999999999999,6.398143137999796
686,471.55615,272.78305,5.883863,0.7999999999999999,6.385466626001289
687,463.76587,309.5041,50.843533,0.7999999999999999,6.365633763000005
688,470.7603,223.48033,5.3794923,0.7999999999999999,6.391475569998875
689,449.84674,293.84528,50.594173,0.7999999999999999,6.386066720000599
690,450.64044,308.13095,3.4496186,0.7999999999999999,6.402363732000595
691,493.0538,253.9711,6.0897174,0.7999999999999999,6.371971087999555
692,439.7899,186.20206,5.6630135,0.7999999999999999,6.387925389000884
693,445.53116,267.9455,6.182071,0.7999999999999999,6.388181224001528
694,464.95493,256.44373,3.404818,0.7999999999999999,6.391109898999275
695,525.0132,252.84908,3.4746552,0.7999999999999999,6.391898120999031
696,490.20752,217.88106,3.6413815,0.7999999999999999,6.401313151000068
697,506.75217,255.42337,3.487744,0.7999999999999999,6.40110869000091
698,462.97385,191.15971,3.3894937,0.7999999999999999,6.397525493001012
699,471.47037,281.37827,3.8933682,0.7999999999999999,6.398040678999678
700,470.4244,302.50696,3.503405,0.7999999999999999,6.406843294998907
701,443.44638,187.71962,49.35265,0.7999999999999999,6.3831750089993875
702,490.16476,183.41013,3.6623604,0.7999999999999999,6.371014567999737
703,527.6787,257.83395,3.6142654,0.7999999999999999,6.367661041000247
704,471.56125,269.81693,4.904487,0.7999999999999999,6.370190558000104
705,442.92236,250.64624,5.6143513,0.7999999999999999,6.383231556001192
706,541.33636,236.55313,3.5537431,0.7999999999999999,6.378059034999751
707,451.89413,244.95071,3.667308,0.7999999999999999,6.377332800999284
708,468.19205,258.90237,3.4205492,0.7999999999999999,6.37289559599958
709,479.06656,240.36104,3.5069683,0.7999999999999999,6.369465010000567
710,480.9051,219.89507,3.5254383,0.7999999999999999,6.367985935001343
711,472.95694,231.40263,3.415516,0.7999999999999999,6.387058996999258
712,472.91025,240.02527,3.5222504,0.7999999999999999,6.370875546999741
713,447.823,244.78862,3.6877651,0.7999999999999999,6.396600927000691
714,491.9238,244.6119,4.877303,0.7999999999999999,6.37884416199995
715,458.78595,221.38023,3.5939682,0.7999999999999999,6.399637989999974
716,465.6324,246.15884,3.7186363,0.7999999999999999,6.389563814000212
717,478.96417,176.62352,3.5079362,0.7999999999999999,6.37379835000138
718,532.4098,228.21883,3.4813194,0.7999999999999999,6.37781444599932
719,476.10254,176.08846,5.632931,0.7999999999999999,6.387547595999422
720,477.50412,241.3477,3.5767884,0.7999999999999999,6.374943593000353
721,532.31976,267.5139,3.5464904,0.7999999999999999,6.372996067999338
722,505.6227,247.44388,3.5922062,0.7999999999999999,6.3826842899998155
723,512.00616,209.4242,3.4580696,0.7999999999999999,6.386990761999186
724,582.6447,153.09004,3.503579,0.7999999999999999,6.384405197999513
725,497.0166,174.7703,3.6172395,0.7999999999999999,6.3740729370001645
726,501.7573,279.0793,3.538123,0.7999999999999999,6.371640699000636
727,477.9527,180.72713,3.8659234,0.7999999999999999,6.3812824670003465
728,476.27643,264.06836,3.450454,0.7999999999999999,6.368781057999513
729,570.2923,233.17676,3.5204637,0.7999999999999999,6.39967679899928
730,482.44995,202.9651,3.466013,0.7999999999999999,6.367291489001218
731,501.2784,231.33488,5.774067,0.7999999999999999,6.365373257000101
732,478.3541,321.13818,3.496182,0.7999999999999999,6.366418696001347
733,443.6376,217.58391,3.6988533,0.7999999999999999,6.379658556999857
734,508.58926,235.08951,109.404884,0.7999999999999999,6.371930163000798
735,442.5048,214.22598,3.5486882,0.7999999999999999,6.36968221799907
736,480.19986,208.31926,108.21758,0.7999999999999999,6.3658925219988305
737,488.03146,172.15752,3.4224968,0.7999999999999999,6.3627052739993815
738,591.2035,182.08223,3.4058053,0.7999999999999999,6.394741078000152
739,482.65146,295.44174,3.4226646,0.7999999999999999,6.3830999479996535
740,508.30356,324.34167,76.785034,0.7999999999999999,6.392256193999856
741,534.0337,324.1751,3.8849561,0.7999999999999999,6.3809532430004765
742,495.8918,324.44702,3.769703,0.7999999999999999,6.371506868999859
743,509.02588,432.80328,74.426544,0.7999999999999999,6.381647841999438
744,521.6769,224.61588,3.6567037,0.7999999999999999,6.372324362999279
745,501.14093,233.90306,50.228058,0.7999999999999999,6.385794563999298
746,500.08667,264.00546,3.6257172,0.7999999999999999,6.377343704998566
747,507.31128,317.41348,85.01284,0.7999999999999999,6.381087013000069
748,487.77246,176.70703,3.575138,0.7999999999999999,6.369999643999108
749,469.09195,256.45004,3.4908402,0.7999999999999999,6.381285306000791
750,510.53198,275.53677,5.421576,0.7999999999999999,6.366456603000188
751,468.48642,190.92145,102.43764,0.7999999999999999,6.375303616001474
752,499.71506,240.17822,5.4970884,0.7999999999999999,6.386347896001098
753,486.31787,273.4802,2.6958055,0.7999999999999999,6.390973707999365
754,539.8029,193.30362,3.6368425,0.7999999999999999,6.391260786000203
755,528.2949,391.62857,3.4349518,0.7999999999999999,6.394686749999892
756,495.07422,234.2928,3.6539276,0.7999999999999999,6.374853638000786
757,495.50128,196.75334,3.5796933,0.7999999999999999,6.369618553999317
758,508.71762,148.68591,2.6761715,0.7999999999999999,6.381239543999982
759,500.229,189.09343,3.5358512,0.7999999999999999,6.375521272000697
760,489.04474,217.62047,3.4002113,0.7999999999999999,6.3699697949996335
761,476.8093,205.70386,3.8078995,0.7999999999999999,6.382100451000952
762,523.90643,281.85156,3.563403,0.7999999999999999,6.38564628200038
763,482.8585,270.63623,3.4481583,0.7999999999999999,6.382464184000128
764,490.90088,280.3552,3.6420572,0.7999999999999999,6.374274919000527
765,507.45636,273.74802,3.6062431,0.7999999999999999,6.379983625998648
766,476.38443,205.7054,3.493052,0.7999999999999999,6.374645558998964
767,567.9377,222.14273,5.9021506,0.7999999999999999,6.390125687999898
768,485.34677,301.9248,3.5958557,0.7999999999999999,6.401965442000801
769,523.6599,319.00827,5.7653856,0.7999999999999999,6.381782600999941
770,484.4471,409.02908,3.477949,0.7999999999999999,6.374787005001053
771,511.20352,168.34142,3.5060964,0.7999999999999999,6.394241633999627
772,539.6444,217.57457,3.6406133,0.7999999999999999,6.381438980000894
773,515.0749,279.96982,3.4719162,0.7999999999999999,6.387621505000425
774,504.35822,260.0984,3.5076096,0.7999999999999999,6.393538939000791
775,470.52847,208.56424,3.491535,0.7999999999999999,6.403474770000685
776,475.83176,157.46573,3.4907646,0.7999999999999999,6.401313743999708
777,511.21533,187.94904,3.4621208,0.7999999999999999,6.406505467999523
778,501.113,378.41202,3.5827491,0.7999999999999999,6.401117167999473
779,505.40958,203.6519,3.597821,0.7999999999999999,6.398805394999727
780,569.5425,254.91824,3.6137428,0.7999999999999999,6.37905627300097
781,485.12646,203.08504,3.696577,0.7999999999999999,6.404534511000747
782,467.39435,223.63322,3.5434434,0.7999999999999999,6.407158862999495
783,564.6777,382.19955,3.4397964,0.7999999999999999,6.436466185001336
784,528.9606,238.0128,3.850097,0.7999999999999999,6.429777453000497
785,517.8232,227.46782,3.6833274,0.7999999999999999,6.4252236829997855
786,485.12778,272.37753,3.5188172,0.7999999999999999,6.432098064000456
787,503.59543,216.33281,3.442207,0.7999999999999999,6.437513697999748
788,485.12387,220.12553,3.6384056,0.7999999999999999,6.448321292000401
789,492.36154,277.47568,3.4687574,0.7999999999999999,6.428883647000475
790,527.92365,225.53477,3.752113,0.7999999999999999,6.4233846019997145
791,464.78052,273.43137,3.5207334,0.7999999999999999,6.430679097000393
792,509.20126,189.97023,3.4401124,0.7999999999999999,6.438559473997884
793,480.0667,225.54704,3.7723825,0.7999999999999999,6.435793822998676
794,493.34473,360.33795,3.9015424,0.7999999999999999,6.4416484329995
795,484.79572,282.4543,3.3764825,0.7999999999999999,6.432480322000629
796,486.86752,217.35164,5.4863167,0.7999999999999999,6.40567992400247
797,537.9284,205.54642,3.5916574,0.7999999999999999,6.4124532120004005
798,501.61044,338.06442,3.4923208,0.7999999999999999,6.39762903099836
799,506.8768,307.51163,5.4410577,0.7999999999999999,6.428370329002064
800,521.74817,173.82336,3.4688203,0.7999999999999999,6.404209668999101
801,497.3797,256.7858,3.4275818,0.7999999999999999,6.3927562099997886
802,507.53204,163.02426,3.6850953,0.7999999999999999,6.4064992730018275
803,508.05167,295.1351,3.4973335,0.7999999999999999,6.383519138998963
804,538.11176,247.99913,3.4401288,0.7999999999999999,6.405660561998957
805,484.21408,322.7271,172.02478,0.7999999999999999,6.3946383990005415
806,476.05295,228.1785,3.7116914,0.7999999999999999,6.399337397000636
807,457.81152,284.6124,3.6769695,0.7999999999999999,6.403435231000913
808,494.4128,278.86533,3.616383,0.7999999999999999,6.421025578001718
809,474.98224,261.15997,3.48106,0.7999999999999999,6.432068990998232
810,517.43744,281.96802,3.424236,0.7999999999999999,6.419208379000338
811,510.9383,229.39555,3.6474342,0.7999999999999999,6.434282761001668
812,521.49384,307.03546,3.6543062,0.7999999999999999,6.412179879000178
813,493.9419,338.53882,3.7130227,0.7999999999999999,6.421603224000137
814,494.27414,283.14313,3.8641496,0.7999999999999999,6.4218498390000605
815,490.33698,310.2657,78.43953,0.7999999999999999,6.441785963997972
816,489.0878,319.5051,92.82479,0.7999999999999999,6.430498383000668
817,511.28848,243.14458,3.462282,0.7999999999999999,6.4257073720000335
818,519.42834,228.92876,64.29122,0.7999999999999999,6.4176192009981605
819,521.84033,334.0079,3.6651864,0.7999999999999999,6.393680873999983
820,460.36972,330.24887,3.5225105,0.7999999999999999,6.4236128390002705
821,612.547,283.94675,3.5207863,0.7999999999999999,6.4329824870001175
822,497.76398,220.78596,3.602703,0.7999999999999999,6.434126136999112
823,482.41464,230.95543,101.5692,0.7999999999999999,6.442774636001559
824,473.665,329.11972,3.494173,0.7999999999999999,6.437500682000973
825,480.3127,220.77827,3.424554,0.7999999999999999,6.444450897000934
826,473.23907,307.16553,3.7101655,0.7999999999999999,6.451106289001473
827,502.11093,268.39175,3.6101902,0.7999999999999999,6.43138302800071
828,590.4157,227.25768,3.793094,0.7999999999999999,6.439594797000609
829,498.0875,200.92818,3.6571019,0.7999999999999999,6.436543048999738
830,479.33957,339.5156,3.6466966,0.7999999999999999,6.4453183639998315
831,527.0885,214.76758,3.6213593,0.7999999999999999,6.466067948000273
832,567.5964,242.11343,3.5809295,0.7999999999999999,6.4461541950004175
833,494.2754,189.99051,3.4428017,0.7999999999999999,6.434692422997614
834,535.1159,203.0024,3.4755409,0.7999999999999999,6.44636972599983
835,501.81543,267.9452,3.6498113,0.7999999999999999,6.441388789997291
836,551.8037,248.3911,3.8761342,0.7999999999999999,6.421635205002531
837,543.626,263.29065,3.6540222,0.7999999999999999,6.452051984997524
838,534.7592,231.37576,3.372538,0.7999999999999999,6.451111005997518
839,622.03625,197.93864,3.5370755,0.7999999999999999,6.426924149000115
840,486.98022,229.47696,3.5122223,0.7999999999999999,6.442545631998655
841,484.27148,263.30408,3.618721,0.7999999999999999,6.447823414997401
842,548.3717,246.1101,3.4716098,0.7999999999999999,6.454897466999682
843,504.3339,217.37376,3.4417267,0.7999999999999999,6.436647982001887
844,509.6542,153.92847,3.4835293,0.7999999999999999,6.4394665180007
845,479.0952,183.68773,3.4408162,0.7999999999999999,6.433673430998169
846,505.20538,355.49838,3.4912224,0.7999999999999999,6.441561390998686
847,547.946,256.01123,3.8137314,0.7999999999999999,6.4410648369994306
848,505.9885,148.39726,3.4095135,0.7999999999999999,6.453048864001175
849,492.7381,217.61539,3.6713407,0.7999999999999999,6.441202575999341
850,461.41135,212.2707,3.6589696,0.7999999999999999,6.429873401997611
851,504.4777,179.26634,3.3942888,0.7999999999999999,6.450718978998339
852,487.07843,254.699,3.705095,0.7999999999999999,6.446782433999033
853,489.47052,227.02379,3.4832704,0.7999999999999999,6.431094378000125
854,479.784,238.88521,3.4974275,0.7999999999999999,6.452993439997954
855,602.34094,272.36307,3.4959786,0.7999999999999999,6.459907792002923
856,510.37863,308.6655,3.5847478,0.7999999999999999,6.422444443000131
857,486.93384,357.9144,3.7983353,0.7999999999999999,6.464351900998736
858,565.7931,211.23027,3.5113506,0.7999999999999999,6.451426481002272
859,564.50476,271.4051,3.4257028,0.7999999999999999,6.43824611799937
860,495.38394,317.8997,3.4452393,0.7999999999999999,6.458608387001732
861,483.80173,270.63943,3.4282005,0.7999999999999999,6.436018429998512
862,527.8914,201.73058,3.5248249,0.7999999999999999,6.451152827998158
863,491.94235,220.37642,3.41811,0.7999999999999999,6.442256208003528
864,537.48395,197.07294,3.6143196,0.7999999999999999,6.450449850999576
865,472.32602,183.8942,3.6266365,0.7999999999999999,6.46939637000105
866,479.2586,251.60757,3.465382,0.7999999999999999,6.473099833998276
867,554.58594,222.41963,3.7889142,0.7999999999999999,6.452327341998171
868,530.27405,189.86082,3.6845112,0.7999999999999999,6.459898670000257
869,545.62726,225.50626,3.7076492,0.7999999999999999,6.437583110997366
870,515.04584,240.88878,3.705734,0.7999999999999999,6.425601383001776
871,554.2192,252.63509,3.4157982,0.7999999999999999,6.413106613999844
872,525.0426,126.96633,3.5304585,0.7999999999999999,6.403514402001747
873,526.92084,209.10332,3.5798714,0.7999999999999999,6.388832349999575
874,515.15906,210.6234,3.4542542,0.7999999999999999,6.393459934002749
875,489.7814,243.06575,3.3637898,0.7999999999999999,6.385178430999076
876,491.67868,224.91402,2.3302505,0.7999999999999999,6.384883998998703
877,520.6873,240.41731,3.6571147,0.7999999999999999,6.378450010997767
878,495.1246,257.29453,3.491665,0.7999999999999999,6.384607202002371
879,542.7496,216.38692,3.6158867,0.7999999999999999,6.3775654769997345
880,506.72955,175.96101,94.130196,0.7999999999999999,6.380108901001222
881,478.888,241.4436,3.4343712,0.7999999999999999,6.404488102001778
882,510.95148,300.06216,28.489227,0.7999999999999999,6.408609302998229
883,511.23117,237.23917,3.4518082,0.7999999999999999,6.414679351000814
884,518.8262,233.18892,166.87866,0.7999999999999999,6.401422748996993
885,500.45187,401.85898,3.236829,0.7999999999999999,6.414627132999158
886,539.3781,239.04051,3.4639397,0.7999999999999999,6.3947898160004115
887,580.68695,136.0811,3.4146287,0.7999999999999999,6.405575092998333
