position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,9,0.024892600253224373,0.02157975360751152,72.9000015258789,0.024597641080617905,0.021562473848462105,60.20000076293945,"[0.7077979445457458, 0.058869779109954834]"
1,10,0.024892600253224373,0.02157975360751152,72.9000015258789,0.024597641080617905,0.021562473848462105,60.20000076293945,"[0.7077979445457458, 0.058869779109954834]"
2,11,0.024892600253224373,0.02157975360751152,72.9000015258789,0.024597641080617905,0.021562473848462105,60.20000076293945,"[0.7077979445457458, 0.058869779109954834]"
3,12,0.024892600253224373,0.02157975360751152,72.9000015258789,0.024597641080617905,0.021562473848462105,60.20000076293945,"[0.7077979445457458, 0.058869779109954834]"
4,13,0.024892600253224373,0.02157975360751152,72.9000015258789,0.024597641080617905,0.021562473848462105,60.20000076293945,"[0.7077979445457458, 0.058869779109954834]"
5,14,0.024892600253224373,0.02157975360751152,72.9000015258789,0.024597641080617905,0.021562473848462105,60.20000076293945,"[0.7077979445457458, 0.058869779109954834]"
6,15,0.024892600253224373,0.02157975360751152,72.9000015258789,0.024597641080617905,0.021562473848462105,60.20000076293945,"[0.7077979445457458, 0.058869779109954834]"
7,1,0.0244672279804945,0.02163388766348362,56.400001525878906,0.024272186681628227,0.021549604833126068,61.29999923706055,"[0.6999004483222961, 0.0737946629524231]"
8,2,0.0244672279804945,0.02163388766348362,56.400001525878906,0.024272186681628227,0.021549604833126068,61.29999923706055,"[0.6999004483222961, 0.0737946629524231]"
9,0,0.02373431995511055,0.022729666903614998,93.9000015258789,0.02371615543961525,0.02265331707894802,59.60000228881836,"[0.8232018351554871, 0.031177401542663574]"
