position,complexity,equation,pysr_loss,validation_mse,reward
0,1,0.09906189,0.017336022,0.016752732917666435,7.0
1,2,tanh(x3),0.005256702,0.005125468131154776,108.80000305175781
2,3,x3 * 0.47671413,0.0040798555,0.0038499224465340376,96.80000305175781
3,4,tanh(x3) * 0.47671413,0.0038212829,0.0037587734404951334,96.80000305175781
4,5,tanh(tanh(0.52776045 * x3)),0.0037407395,0.0036857251543551683,101.0
5,6,tanh(tanh(tanh(x3 * 0.52776045))),0.003716225,0.003676069201901555,101.0
6,7,tanh(tanh(x3 * 0.47671413)) + x1,0.003519805,0.0033705406822264194,207.40000915527344
7,8,(x2 * 0.6027756) + (tanh(x3) + x1),0.0033600267,0.003393179504200816,1000.0
8,10,((x1 + x1) + (x2 * 0.6027756)) + tanh(x3),0.0032177262,0.003197816899046302,1000.0
9,11,(x2 * 0.6377578) + ((tanh(x1) + x1) + tanh(x3)),0.003212109,0.003183667315170169,1000.0
10,12,(x1 + (x1 + (x2 * 0.5414134))) + tanh(0.8755068 * x3),0.0031886336,0.003123006084933877,1000.0
11,13,tanh(tanh(tanh(tanh(x3 - (x1 / -0.29387808)))) * (0.8446267 - x0)),0.0031530666,0.003089301288127899,232.5
12,14,tanh(tanh(tanh(tanh((x1 - (tanh(x3) * -0.17592655)) / (0.10089737 + x0))))),0.0030408367,0.002836207626387477,122.80000305175781
13,18,tanh((tanh(tanh(1.5159178 * ((x1 - (-0.16224785 * x3)) / (x0 + 0.1931337)))) + 0.008961171) * 0.7625759),0.0029715353,0.002709865802899003,263.3000183105469
14,19,tanh(tanh(tanh(tanh((x1 - (x3 * -0.17592655)) / (0.10089737 + x0)) * ((x0 * -2.3918345) + 0.7674154)))),0.0027424244,0.0026130848564207554,102.4000015258789
15,20,tanh(tanh(tanh(((x1 - (x3 * -0.17592655)) / (x0 + 0.10089737)) * 1.2656232) * ((x0 * -2.3918345) + 0.7674154))),0.0026878086,0.002576099243015051,70.5999984741211
16,21,tanh(tanh(tanh(tanh(((x1 - (x3 * -0.17592655)) / (0.10089737 + x0)) * 1.2656232) * ((x0 * -2.3918345) + 0.7674154)))),0.0026721451,0.0025080195628106594,85.9000015258789
17,22,tanh(tanh(tanh(tanh((((x1 - (tanh(x3) * -0.19963801)) / (x0 + 0.12134155)) * ((x0 * -5.278195) + 0.9564801)) * 1.4977194)))),0.0026044068,0.0025030882097780704,48.10000228881836
18,23,tanh(x0 + (x0 + tanh(tanh(tanh(tanh(tanh(((x1 + (x1 + x1)) + ((x3 / 3.0371876) - 0.090584524)) * 3.0061972))))))),0.0025276188,0.0019100402714684606,39.79999923706055
19,25,tanh(tanh(x0 + (tanh(tanh(tanh(tanh(((((x3 / 0.5591817) / 5.737292) - 0.082728505) + (x1 + (x1 + x1))) * 3.183539)))) + x0))),0.0025004598,0.0019435151480138302,43.60000228881836
