action_index,position,expression,length,operon_mse,validation_mse
0,0,((-0.000187) + (0.999928 * ((-0.313504) * X8))),5,0.0014505278086289763,0.00271228258498013
0,1,((-0.000871) + ((-0.126438) * tanh((8.293194 * X8)))),6,0.0010985671542584896,0.0022865948267281055
0,2,((-0.000616) + (1.000014 * (((-0.899405) * X8) / (sqrt(1 + (297.988708 * X3) ^ 2))))),7,0.000888315902557224,0.0021361270919442177
0,3,((-0.000634) + (2.138418 * tanh((((-0.425406) * X8) / (sqrt(1 + ((-312.505005) * X3) ^ 2)))))),8,0.000888130918610841,0.0021255849860608578
0,4,((-0.000544) + (0.990976 * ((((-0.888803) * X8) / (sqrt(1 + (316.962982 * X3) ^ 2))) + ((-3.808936) * X3)))),9,0.0006070239469408989,0.0013098753988742828
0,5,((-0.000624) + (0.997415 * ((((-0.096145) * X8) - (3.641700 * X3)) + (((-0.840926) * X8) / (sqrt(1 + (603.733459 * X3) ^ 2)))))),11,0.0005853289621882141,0.0011917277006432414
0,6,((-0.000625) + (0.999889 * (((((-0.842274) * X8) / (sqrt(1 + (595.121887 * X3) ^ 2))) + ((-3.646251) * X3)) + tanh(((-0.092591) * X8))))),12,0.0005853086477145553,0.001188015565276146
0,7,((-0.000331) + (0.927728 * ((((0.866961 * X7) / (sqrt(1 + (299.646637 * X3) ^ 2))) + ((-0.956320) * X8)) + (((-0.980611) * X7) + ((-4.067292) * X3))))),13,0.0005411042366176844,0.002068009926006198
0,8,((-0.000533) + (1.006073 * (((((-0.790170) * X8) / (sqrt(1 + (436.359039 * X3) ^ 2))) + tanh(((-4.000487) * X3))) - ((0.693924 * X7) - ((-0.669612) * X8))))),14,0.0004941258812323213,0.0013270577182993293
0,9,((-0.000563) + (1.019429 * tanh((((((-0.790170) * X8) / (sqrt(1 + (436.359039 * X3) ^ 2))) + tanh(((-4.000487) * X3))) - ((0.693924 * X7) - ((-0.669612) * X8)))))),15,0.0004924667882733047,0.001218859339132905
0,10,((-0.000516) + (1.040105 * ((((((-0.693309) * X8) - ((-1.136725) * X3)) / (sqrt(1 + ((895.695312 * X3) / (sqrt(1 + ((-53.339581) * X1) ^ 2))) ^ 2))) + tanh(((-3.761037) * X3))) - ((0.632738 * X7) - ((-0.666698) * X8))))),18,0.00048691369011066854,
0,11,(0.000381 + (1.000632 * (((tanh(((-0.746839) * X8)) / (sqrt(1 + ((616.103149 * X3) / (sqrt(1 + ((-44.679451) * X1) ^ 2))) ^ 2))) + tanh(((-4.003026) * X3))) - ((0.671079 * X7) - (((tanh((0.024234 * X5)) / (sqrt(1 + ((-401.907898) * X3) ^ 2))) - (0.024243 * X5)) + ((-0.675079) * X8)))))),24,0.0004756131093017757,
