position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,91,0.05218026414513588,0.02010086178779602,41.5,0.04991210997104645,0.016889695078134537,42.70000076293945,[]
1,92,0.05218026414513588,0.02010086178779602,41.5,0.04991210997104645,0.016889695078134537,42.70000076293945,[]
2,93,0.05218026414513588,0.02010086178779602,41.5,0.04991210997104645,0.016889695078134537,42.70000076293945,[]
3,94,0.05218026414513588,0.02010086178779602,41.5,0.04991210997104645,0.016889695078134537,42.70000076293945,[]
4,95,0.05218026414513588,0.02010086178779602,41.5,0.04991210997104645,0.016889695078134537,42.70000076293945,[]
5,96,0.05218026414513588,0.02010086178779602,41.5,0.04991210997104645,0.016889695078134537,42.70000076293945,[]
6,97,0.05218026414513588,0.02010086178779602,41.5,0.04991210997104645,0.016889695078134537,42.70000076293945,[]
7,98,0.05218026414513588,0.02010086178779602,41.5,0.04991210997104645,0.016889695078134537,42.70000076293945,[]
8,99,0.05218026414513588,0.02010086178779602,41.5,0.04991210997104645,0.016889695078134537,42.70000076293945,[]
9,0,0.05013677105307579,0.018181700259447098,41.400001525878906,0.04766019806265831,0.015636630356311798,42.5,[]
