epoch,train_loss,validation_loss,mean_batch_loss
0,0.19365036487579346,0.19568994641304016,0.26857128739356995
1,0.1488727480173111,0.1505039781332016,0.16628628969192505
2,0.13468387722969055,0.13674908876419067,0.1407981812953949
3,0.12594321370124817,0.12828302383422852,0.13011130690574646
4,0.1186857521533966,0.1213458925485611,0.12277880311012268
5,0.11225347220897675,0.11514061689376831,0.11519332975149155
6,0.10682862997055054,0.11003945022821426,0.10981210321187973
7,0.10224803537130356,0.1055329218506813,0.10452047735452652
8,0.0981830433011055,0.10157699882984161,0.10021018981933594
9,0.0947880744934082,0.09819529205560684,0.09670647978782654
10,0.09148958325386047,0.09498456120491028,0.09360766410827637
11,0.08872219175100327,0.09215488284826279,0.09097932279109955
12,0.08618724346160889,0.08966343849897385,0.0874510407447815
13,0.08386320620775223,0.08723852783441544,0.08485561609268188
14,0.08192580193281174,0.08530421555042267,0.08281896263360977
15,0.0792817696928978,0.08263153582811356,0.08049584925174713
16,0.07714833319187164,0.08045206218957901,0.07815645635128021
17,0.07537361234426498,0.07868606597185135,0.07609832286834717
18,0.07395337522029877,0.07718192785978317,0.07534562796354294
19,0.07247437536716461,0.07583551108837128,0.07352877408266068
20,0.07122121751308441,0.07443708926439285,0.07161825895309448
21,0.06982752680778503,0.07298706471920013,0.07063690572977066
22,0.06877090781927109,0.07188691943883896,0.0694277286529541
23,0.0675986185669899,0.07070066034793854,0.06864073872566223
24,0.06654825061559677,0.06965246051549911,0.06705687195062637
25,0.06559739261865616,0.06871440261602402,0.06607204675674438
26,0.06468834728002548,0.06762495636940002,0.0648462325334549
27,0.06356283277273178,0.06650479137897491,0.06448795646429062
28,0.06267241388559341,0.06552641838788986,0.06358824670314789
29,0.06183261424303055,0.06459227204322815,0.06255706399679184
30,0.06091628596186638,0.06356692314147949,0.06102745607495308
31,0.06015802547335625,0.06272372603416443,0.06038948893547058
32,0.05919291079044342,0.06184455379843712,0.05943828076124191
33,0.058356624096632004,0.06099681183695793,0.059216275811195374
34,0.057764314115047455,0.06025528907775879,0.05797453224658966
35,0.05698326975107193,0.05953691527247429,0.05692746490240097
36,0.05635273829102516,0.05903187766671181,0.05670328065752983
37,0.05555812269449234,0.05808636173605919,0.05645962059497833
38,0.05479629337787628,0.0573553740978241,0.055299170315265656
39,0.0541524775326252,0.05679077282547951,0.05498404800891876
40,0.053565192967653275,0.05613568425178528,0.05418427288532257
41,0.05304216966032982,0.05548543110489845,0.05339221656322479
42,0.05238814651966095,0.054804325103759766,0.052821408957242966
43,0.051802560687065125,0.05417525768280029,0.05201941728591919
44,0.05128214880824089,0.05378327518701553,0.05159737542271614
45,0.05095715820789337,0.05336065590381622,0.051100946962833405
46,0.05030547082424164,0.052663274109363556,0.051512785255908966
47,0.049922551959753036,0.052314601838588715,0.05033235624432564
48,0.049537528306245804,0.051882073283195496,0.049544595181941986
49,0.049177974462509155,0.051626574248075485,0.04973401129245758
50,0.04855775088071823,0.050855960696935654,0.048925720155239105
51,0.04826628044247627,0.050396937876939774,0.04838065803050995
52,0.04789157956838608,0.05017158016562462,0.048090409487485886
53,0.0473986379802227,0.04969320073723793,0.047839611768722534
54,0.04712529852986336,0.04941926151514053,0.04734691232442856
55,0.046622417867183685,0.04895639419555664,0.047401584684848785
56,0.04626546427607536,0.048557933419942856,0.04635465145111084
57,0.04602066054940224,0.04830640181899071,0.04692521691322327
58,0.045712944120168686,0.04812989383935928,0.045858222991228104
59,0.045254241675138474,0.04760578274726868,0.04563536122441292
60,0.044971760362386703,0.04734225571155548,0.04526843875646591
61,0.04456038028001785,0.046764954924583435,0.04474979639053345
62,0.04418907314538956,0.046408504247665405,0.0449172742664814
63,0.04395553842186928,0.046198830008506775,0.044059135019779205
64,0.043553177267313004,0.045832447707653046,0.043569110333919525
65,0.043358899652957916,0.04572569206357002,0.04340365156531334
66,0.04305939003825188,0.04532569646835327,0.04322316497564316
67,0.04271019250154495,0.045118819922208786,0.042940132319927216
68,0.04265325516462326,0.044956836849451065,0.0426812618970871
69,0.04233221709728241,0.04448043927550316,0.04242098703980446
70,0.041854556649923325,0.04417092353105545,0.04199066758155823
