iteration,best_loss,median_loss,candidate_count
0,0.025722798,0.032686327,11
1,0.024241515,0.0328603555,10
2,0.023228291,0.030233897,15
3,0.02076258,0.02745341,18
4,0.020757277,0.02702633,19
5,0.020751296,0.02702633,19
6,0.020654168,0.02702633,19
7,0.020509584,0.02702633,19
8,0.02029272,0.02702633,19
9,0.020024596,0.02702633,19
10,0.0200164,0.02745341,18
11,0.02000067,0.0290571935,16
12,0.019142982,0.02788049,17
13,0.019103533,0.02745341,18
14,0.01908292,0.02745341,18
15,0.01908292,0.02745341,18
16,0.018586243,0.02745341,18
17,0.018586243,0.02745341,18
18,0.018182538,0.02788049,17
19,0.018160144,0.02745341,18
20,0.017445298,0.02702633,19
21,0.017445298,0.02702633,19
22,0.017445298,0.02702633,19
23,0.017445298,0.02702633,19
24,0.017445298,0.02702633,19
25,0.017445298,0.02702633,19
26,0.017445298,0.02702633,19
27,0.017445298,0.02702633,19
28,0.017445298,0.02702633,19
29,0.017445298,0.02702633,19
30,0.017445298,0.02702633,19
31,0.017445298,0.02702633,19
32,0.017445298,0.02702633,19
33,0.017445298,0.02788049,17
34,0.017445298,0.02702633,19
35,0.017445298,0.02702633,19
36,0.017445298,0.02702633,19
37,0.015955878,0.02702633,19
38,0.015955878,0.02745341,18
39,0.015955878,0.02745341,18
