position,complexity,equation,pysr_loss,validation_mse,reward
0,1,0.2982519,0.1207751,0.13626565039157867,4.0
1,2,tanh(x3),0.09827424,0.14304323494434357,117.5999984741211
2,3,tanh(tanh(x3)),0.05004679,0.09165149927139282,118.0999984741211
3,4,tanh(x3) * 0.5761342,0.03790426,0.059769418090581894,114.9000015258789
4,5,tanh(tanh(x3)) * 0.7961794,0.03587551,0.06476424634456635,131.3000030517578
5,7,0.7961794 * tanh(tanh(x1 + x3)),0.033034384,0.06335072964429855,226.10000610351562
6,9,(1.0308098 / 1.3863634) * tanh(tanh(x3) + x1),0.032686327,0.060029782354831696,222.0
7,10,tanh(x3 - ((x1 * -1.5711516) + -0.17220518)) * 0.5761342,0.030233897,0.06256086379289627,46.29999923706055
8,12,tanh(tanh(tanh(x1 + (x1 + (x3 * (0.5819655 - x0)))))),0.02788049,0.05410740152001381,243.0
9,13,tanh(tanh(x3 - (-0.0708675 + (x1 * -3.672892))) * (x1 + 0.59372044)),0.02702633,0.05787704885005951,86.5
10,14,tanh(tanh(x1 + tanh(x1 + ((0.76820546 - (x0 * 4.429973)) * x3)))),0.024262177,0.04854525253176689,164.0
11,16,tanh(tanh(tanh((x1 + x1) + (((0.7758104 - x0) - (x0 * 3.710205)) * x3)))),0.023816466,0.0463210865855217,158.6999969482422
12,18,tanh(tanh(tanh(tanh(((1.2642853 - x0) - tanh(x0 * 12.81959)) * (x3 + (x1 * 3.7463849)))))),0.02116502,0.04679735377430916,119.9000015258789
13,20,tanh(tanh(tanh(tanh(((1.2458742 - x0) - tanh(x0 * 12.820823)) * (x3 + ((x1 + x1) * 3.734907)))))),0.019771066,0.04720184952020645,283.5
14,21,tanh(tanh(tanh(tanh(((1.2642853 - x0) - tanh(x0 * 12.81959)) * (x3 + (tanh(x1 + x1) * 3.7463849)))))),0.019652037,0.04801264405250549,291.3999938964844
15,22,tanh(tanh(tanh(tanh(((1.2293704 - x0) - tanh(x0 * 12.784757)) * (x3 + (3.198161 * (x1 / (x1 + 0.25201195)))))))),0.019283887,0.04632497578859329,192.0
16,23,tanh(tanh(tanh(tanh(tanh(x2 / ((x0 / ((x2 * 0.45413783) / tanh((x2 + 0.1421372) / x3))) + -0.14278133)))))) + 0.029943757,0.0160072,0.07483452558517456,18.899999618530273
17,25,tanh(tanh(tanh(tanh(tanh(x2 / ((x0 / ((x2 * 0.45413783) / tanh((x2 + 0.1421372) / x3))) + -0.14278133))))) / 0.98869854) + 0.029943757,0.015955878,0.075676828622818,18.700000762939453
