action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.331343 + (0.517409 * (0.138018 * X14))),5,0.27479737997055054,0.2891729176044464
0,1,(0.631659 + (1.598433 * (((-0.005188) * X14) * (2.718282 * X11)))),7,0.19709889590740204,0.20149379968643188
0,2,((-0.080793) + (0.873142 * tanh(((0.965589 * X14) + 8.944637)))),8,0.1893538236618042,0.20314505696296692
0,3,(0.699375 + (0.818578 * (((0.013246 * X16) - ((-0.017402) * X14)) * ((-1.672414) * X11)))),9,0.145975261926651,0.14728161692619324
0,4,((-0.094049) + (0.909551 * tanh((((0.166448 * X16) - ((-0.371168) * X14)) + 2.919889)))),10,0.13449840247631073,0.14247262477874756
0,5,(0.655228 + (1.738646 * ((((0.012796 * X16) - ((-0.011657) * X14)) * ((-0.721626) * X15)) - ((-0.021176) * X14)))),11,0.11578463017940521,0.12368679791688919
0,6,(0.634324 + (1.499427 * (tanh((((0.012796 * X16) - ((-0.011657) * X14)) * ((-1.481014) * X11))) - ((-0.019632) * X14)))),12,0.10962321609258652,0.11736543476581573
0,7,((-0.043740) + (0.911888 * tanh((((((0.042648 * X16) - ((-0.028324) * X13)) * ((-1.481014) * X15)) - ((-0.137767) * X14)) + 1.425960)))),14,0.08184169232845306,0.08596144616603851
0,8,((-0.019041) + (0.973329 * tanh(((((0.151046 * X14) / (sqrt(1 + (3.438837 * X5) ^ 2))) - ((((-0.030914) * X16) - (0.023081 * X13)) * ((-1.481014) * X15))) + 0.955619)))),16,0.0669056847691536,0.07095980644226074
0,9,((-0.007449) + (0.989983 * tanh(((((0.128868 * X14) / (sqrt(1 + (3.092559 * X5) ^ 2))) - ((((-0.061029) * X16) - ((0.030119 * X13) - ((-0.013776) * X14))) * ((-0.721626) * X15))) + 0.923180)))),18,0.0643119364976883,0.06997478008270264
0,10,((-0.017725) + (1.008512 * (tanh(((((0.145996 * X14) / (sqrt(1 + (3.005368 * X5) ^ 2))) - ((((-0.064109) * X16) - ((0.032888 * X13) - ((-0.013925) * X14))) * ((-0.721626) * X15))) + 0.970568)) - (0.004465 * X14)))),20,0.06339612603187561,0.06941623240709305
0,11,((-0.000406) + (1.001127 * ((((-0.004520) * X14) + (-0.032298)) - tanh((((((((-0.031912) * X16) - (0.032382 * X13)) * ((-1.481014) * X15)) - ((0.058413 * X5) - (((-0.150572) * X14) / (sqrt(1 + (2.942775 * X5) ^ 2))))) + (-1.026166)) - ((((-0.015718) * X13) - ((-0.006209) * X14)) * ((-1.465986) * X15))))))),28,0.06295222043991089,0.06868737190961838
1,0,(0.117469 + (1.005560 * (0.034681 * X14))),5,0.3116062581539154,0.3141794204711914
1,1,(0.119171 + (0.536129 * tanh(((-0.078483) * X17)))),6,0.31160593032836914,0.3083736300468445
1,2,((-0.008549) + (1.006330 * (((-0.001727) * X14) * (6.283185 * X16)))),7,0.2434254139661789,0.24605940282344818
1,3,(0.218310 + (0.706777 * tanh(((0.196804 * X17) * (1.140241 * X8))))),8,0.23671866953372955,0.24087192118167877
