action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.497811 + (0.971146 * (0.041935 * X14))),5,0.19817863404750824,0.2244413197040558
0,1,(0.502871 + (5.126512 * ((0.006947 * X14) + ((-0.356043) * X3)))),7,0.1817525029182434,0.20468759536743164
0,2,((-19.662172) + (20.389942 * tanh((4.370057 - ((-0.247706) * X14))))),8,0.16525401175022125,0.18287192285060883
0,3,(0.509691 + (0.999993 * (((0.060866 * X14) / (sqrt(1 + (16.997488 * X6) ^ 2))) - ((-0.087420) * X11)))),9,0.15889151394367218,0.18062439560890198
0,4,((-0.029109) + (0.779628 * tanh((2.004878 - (((-0.339280) * X11) - ((-18.460979) * X3)))))),10,0.15149334073066711,0.17026281356811523
0,5,(0.513351 + (0.999719 * (((0.050786 * X14) / (sqrt(1 + (16.474751 * X6) ^ 2))) - (((-0.109127) * X11) + ((-0.158978) * X10))))),11,0.14463460445404053,0.16350288689136505
0,6,((-0.162831) + (0.886387 * tanh((4.680959 - ((((-0.486796) * X13) - (1.637196 * X10)) + ((-0.248570) * X14)))))),12,0.09579841792583466,0.11944296211004257
0,7,((-0.189008) + ((-0.870095) * ((0.237352 * X4) - tanh((4.427664 - ((((-0.473932) * X13) - (1.548636 * X10)) + ((-0.232717) * X14))))))),14,0.09322766214609146,0.11585522443056107
0,8,((-0.136665) + (0.843872 * (tanh((4.700229 - ((((-0.486796) * X13) - (1.637196 * X10)) + ((-0.247706) * X14)))) + ((0.016849 * X14) / (sqrt(1 + (30.642223 * X6) ^ 2)))))),16,0.09069358557462692,0.11412521451711655
0,9,((-0.108220) + (1.058825 * (tanh(tanh((4.427664 - ((((-0.478256) * X13) - (1.614963 * X10)) + ((-0.225405) * X14))))) + ((0.016849 * X14) / (sqrt(1 + (30.642223 * X6) ^ 2)))))),17,0.09010620415210724,0.11302493512630463
0,10,((-0.176014) + (0.828250 * (((0.022443 * X14) / (sqrt(1 + ((-23.970833) * X6) ^ 2))) - ((0.237352 * X4) - tanh((4.700229 - ((((-0.473932) * X13) - (1.548636 * X10)) + ((-0.247706) * X14)))))))),18,0.08769474923610687,0.10939528048038483
0,11,((-0.157188) + (1.030122 * (((0.022443 * X14) / (sqrt(1 + ((-23.970833) * X6) ^ 2))) - ((0.237352 * X4) - tanh(tanh((4.700229 - ((((-0.473932) * X13) - (1.548636 * X10)) + ((-0.247706) * X14))))))))),19,0.0873073861002922,0.10798440873622894
0,12,((-0.219857) + (0.871322 * (((0.043808 * X14) / (sqrt(1 + (8.283595 * X6) ^ 2))) - (((0.344431 * X4) + (0.027579 * X14)) - tanh((4.700229 - ((((-0.473932) * X13) - (1.548636 * X10)) + ((-0.247706) * X14)))))))),20,0.08504369854927063,0.10627719014883041
0,13,((-0.179203) + (1.065425 * (((0.043808 * X14) / (sqrt(1 + (8.283595 * X6) ^ 2))) - (((0.344431 * X4) + (0.027579 * X14)) - tanh(tanh((4.347073 - ((((-0.464907) * X13) - (1.465779 * X10)) + ((-0.227566) * X14))))))))),21,0.08447874337434769,0.10499962419271469
0,14,((-0.010004) + (1.017868 * (((-0.140464) - (((-0.077056) * X14) / (sqrt(1 + ((-4.860981) * X6) ^ 2)))) - (((((-0.010862) * X11) - ((-0.400129) * X4)) + (0.059425 * X14)) - tanh(tanh((4.341090 - ((((-0.466780) * X13) - (1.444767 * X10)) + ((-0.227071) * X14))))))))),25,0.08400347828865051,0.10454483330249786
0,15,(0.095270 + (0.853229 * (((-0.405185) - (((-0.070124) * X14) / (sqrt(1 + ((-5.182254) * X6) ^ 2)))) - (((((2.525634 * X5) * (-0.046484)) - ((-0.560796) * X4)) + (0.053415 * X14)) - tanh((4.142582 - ((((-0.453143) * X13) - (1.446942 * X10)) + ((-0.202571) * X14)))))))),26,0.08075471222400665,0.10044291615486145
0,16,((-0.004557) + (1.008206 * (((-0.202221) - (((-0.069255) * X14) / (sqrt(1 + ((-5.218807) * X6) ^ 2)))) - (((((2.525634 * X5) * (-0.052441)) - ((-0.556820) * X4)) + (0.050137 * X14)) - tanh(tanh((4.552969 - ((((-0.495596) * X13) - (1.530519 * X10)) + ((-0.233831) * X14))))))))),27,0.07946250587701797,0.09747161716222763
0,17,((-0.000949) + (0.991496 * ((0.132914 - ((((0.108828 * X13) - (-0.285149)) + ((-0.082758) * X14)) / (sqrt(1 + ((-8.529043) * X6) ^ 2)))) - (((((-0.103542) * X13) - (0.107953 * X10)) + (0.061701 * X14)) - tanh(tanh((4.545878 - ((((-0.404414) * X13) - (1.316825 * X10)) + ((-0.269545) * X14))))))))),29,0.0786849856376648,0.09960650652647018
1,0,(0.197299 + (0.991219 * (0.061431 * X11))),5,0.2760644555091858,0.2842816114425659
1,1,(0.221177 + (0.335185 * ((0.260323 * X8) * (0.797365 * X17)))),7,0.23728246986865997,0.24301590025424957
1,2,(0.219883 + (1.080452 * (tanh((3.392041 * X8)) * (0.043946 * X17)))),8,0.2289232760667801,0.23270322382450104
1,3,(0.289371 + (0.485121 * ((((-1.491787) * X8) * ((-0.312598) * X17)) / (sqrt(1 + ((-5.780430) * X10) ^ 2))))),9,0.19713908433914185,0.20558947324752808
1,4,(0.313404 + (1.433627 * (tanh(((0.275831 * X8) * (0.797365 * X17))) / (sqrt(1 + ((-5.331075) * X10) ^ 2))))),10,0.1929711252450943,0.2011583298444748
1,5,(0.254565 + (0.821886 * ((0.238384 * X5) + (((0.351117 * X8) * (0.797365 * X17)) / (sqrt(1 + (5.824470 * X10) ^ 2)))))),11,0.1829230636358261,0.19387613236904144
1,6,(0.282537 + (1.509689 * ((0.113649 * X5) + (tanh(((0.260323 * X8) * (0.797365 * X17))) / (sqrt(1 + ((-5.331075) * X10) ^ 2)))))),12,0.17956720292568207,0.18991254270076752
1,7,(0.283861 + (0.648837 * ((((0.404275 * X8) * (0.797365 * X17)) / (sqrt(1 + ((-4.476978) * X10) ^ 2))) + ((0.118167 * X12) - (0.020283 * X17))))),13,0.17404693365097046,0.18550997972488403
1,8,(0.319512 + (0.994691 * ((tanh((((-1.941306) * X8) * ((-0.214012) * X17))) / (sqrt(1 + ((-4.476978) * X10) ^ 2))) + ((0.118167 * X12) - (0.020283 * X17))))),14,0.16849051415920258,0.18146567046642303
1,9,(0.335223 + (1.007424 * ((tanh(((((-1.623486) * X8) * (0.556248 * X2)) * ((-2.131731) * X17))) / (sqrt(1 + ((-4.476978) * X10) ^ 2))) + ((0.118167 * X12) - (0.020283 * X17))))),16,0.1639394909143448,0.17739233374595642
