position,repertoire_index,train_mse_before,validation_mse_before,reward_before,train_mse_after,validation_mse_after,reward_after,scaling_weights_after
0,15,0.05712471902370453,0.021273305639624596,86.0,0.05155571177601814,0.031020602211356163,88.9000015258789,[]
1,16,0.05712471902370453,0.021273305639624596,86.0,0.05155571177601814,0.031020602211356163,88.9000015258789,[]
2,17,0.05712471902370453,0.021273305639624596,86.0,0.05155571177601814,0.031020602211356163,88.9000015258789,[]
3,18,0.05712471902370453,0.021273305639624596,86.0,0.05155571177601814,0.031020602211356163,88.9000015258789,[]
4,19,0.05712471902370453,0.021273305639624596,86.0,0.05155571177601814,0.031020602211356163,88.9000015258789,[]
5,20,0.05712471902370453,0.021273305639624596,86.0,0.05155571177601814,0.031020602211356163,88.9000015258789,[]
6,21,0.05712471902370453,0.021273305639624596,86.0,0.05155571177601814,0.031020602211356163,88.9000015258789,[]
7,22,0.05712471902370453,0.021273305639624596,86.0,0.05155571177601814,0.031020602211356163,88.9000015258789,[]
8,1,0.056299839168787,0.02223191037774086,83.9000015258789,0.05219177156686783,0.03108745999634266,89.0999984741211,[]
9,0,0.052437976002693176,0.022487999871373177,83.0,0.049253206700086594,0.02891540713608265,82.9000015258789,[]
