action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.118950 + (3.436356 * ((-0.440670) * X6))),5,0.10969723016023636,0.01889677532017231
0,1,(0.190930 + (0.902017 * tanh(((-22.148296) * X3)))),6,0.09300727397203445,0.04115608334541321
0,2,(0.152475 + (0.915383 * tanh((((-15.789393) * X3) + ((-1.530775) * X6))))),8,0.07099021971225739,0.027179911732673645
0,3,(0.145431 + (1.128885 * tanh(tanh((((-15.588171) * X3) + ((-1.440541) * X6)))))),9,0.07041679322719574,0.025871235877275467
0,4,(0.258959 + (0.963178 * (tanh(((-15.552290) * X3)) - ((3.027470 * X1) / (sqrt(1 + ((-79.299576) * X7) ^ 2)))))),10,0.0653548315167427,7.681892350304577e+24
0,5,(0.212940 + (0.860136 * (tanh((((-15.789393) * X3) + ((-1.530775) * X6))) - ((3.110353 * X1) / (sqrt(1 + (198.765747 * X7) ^ 2)))))),12,0.061093904078006744,2.756729857078349e+24
0,6,((-0.024132) + (1.146098 * (((0.246325 * X4) - (0.880894 * X2)) - (tanh((16.076838 * X3)) - (((-2.637618) * X1) / (sqrt(1 + (74.846901 * X7) ^ 2))))))),14,0.06063152477145195,8.503198466080604e+24
0,7,(0.085584 + (0.971708 * (tanh(tanh(((((-17.427578) * X3) + ((-1.440541) * X6)) + 0.154543))) - ((3.110353 * X1) / (sqrt(1 + (198.765747 * X7) ^ 2)))))),15,0.05989593639969826,3.5182921569464017e+24
0,8,((-0.014875) + (1.013570 * (((((-2.644216) * X1) / (sqrt(1 + (116.027977 * X7) ^ 2))) + (tanh(((-18.645813) * X3)) + ((-0.920657) * X6))) - (((-0.238011) * X4) - ((-1.654234) * X2))))),16,0.05476631969213486,4.998833600909853e+24
0,9,((-0.013420) + (1.027227 * ((((-3.392761) * X2) + tanh(((-9.384775) * X3))) - tanh(((tanh((0.545552 * X8)) - (((-2.883768) * X1) / (sqrt(1 + ((-75.517395) * X7) ^ 2)))) - 0.275235))))),18,0.05465462803840637,0.011253604665398598
0,10,((-0.003408) + (1.031404 * ((0.085873 * X8) - (tanh((((38.793831 * X3) + tanh((30.690901 * X2))) + ((-0.182055) * 1.313756))) - (((-2.547872) * X1) / (sqrt(1 + ((-92.858330) * X7) ^ 2))))))),19,0.052592553198337555,5.681856005580326e+24
0,11,((-0.001836) + (1.059217 * ((((-0.057453) * X4) - (1.526479 * X2)) - (tanh((((37.304226 * X3) + tanh((28.895597 * X2))) + ((-0.225982) * 1.313756))) - (((-2.588090) * X1) / (sqrt(1 + ((-93.607903) * X7) ^ 2))))))),21,0.04938174784183502,6.150425787021889e+24
0,12,((-0.005361) + (1.042400 * (((0.031487 * X4) - (((-0.847601) * X3) + (0.424421 * X6))) - (tanh((((34.062603 * X3) + tanh((26.340631 * X2))) + ((-0.148128) * 1.313756))) - (((-2.474655) * X1) / (sqrt(1 + ((-125.278107) * X7) ^ 2))))))),23,0.04873513802886009,4.326662781671116e+24
