position,complexity,equation,pysr_loss,validation_mse,reward
0,1,0.27476594,0.12161472,0.1019798293709755,4.0
1,2,tanh(x3),0.09385047,0.11584919691085815,96.0
2,3,tanh(tanh(x3)),0.060348805,0.053437646478414536,96.5
3,4,tanh(tanh(tanh(x3))),0.052836,0.0369536392390728,96.5
4,5,tanh(tanh(tanh(tanh(x3)))),0.051984344,0.032330479472875595,96.5
5,6,tanh(tanh(tanh(x3)) + x1),0.04384995,0.041543252766132355,241.40000915527344
6,7,tanh(tanh(tanh(tanh(x3))) + x1),0.04084378,0.034540992230176926,242.5
7,9,tanh(tanh(tanh(tanh(x3 + x1)))) + x1,0.035900563,0.038196612149477005,251.0
8,10,tanh(tanh(tanh(tanh(tanh(x3 + x1))))) + x1,0.034406133,0.03407648578286171,250.40000915527344
9,11,tanh((x1 / 0.32275298) + tanh((x3 * 0.32275298) + 0.038182892)),0.027121676,0.02449040114879608,107.80000305175781
10,13,tanh((x1 / 0.34137532) + tanh((x3 + 0.20191889) * (0.32420042 - x0))),0.025493423,0.01998022198677063,70.4000015258789
11,15,tanh(tanh((x1 / 0.30472967) + (((x3 * 1.6731639) * (0.24728502 - x0)) + 0.044360675))),0.024935016,0.019923806190490723,102.0
12,17,tanh(tanh((((x3 * 1.6698532) * (0.25230464 - x0)) + (x1 / (0.37201107 - x1))) + 0.019485097)),0.023282101,0.019976230338215828,138.6999969482422
13,19,tanh(tanh((x1 / 0.10277417) + tanh(tanh((((x1 / (x0 + -0.23989365)) + x3) + x2) - x1)))),0.018588262,0.023746594786643982,1000.0
14,20,tanh(tanh(tanh((x1 / 0.10277417) + tanh(tanh(((x1 / (x0 + -0.23989365)) + x3) + (x2 - x1)))))),0.017708855,0.018692705780267715,1000.0
15,22,tanh(tanh(tanh((x1 / 0.10277417) + tanh(tanh(((((x1 / (x0 + -0.23989365)) + x3) - 0.031657502) + x2) - x1))))),0.017551143,0.01832747645676136,940.4000244140625
16,23,tanh(tanh(tanh(((x3 + 2.1541216) * 0.2980081) + tanh((0.03129181 / (x1 - tanh(tanh(tanh(tanh(x0)))))) + -0.54147273)))) + x1,0.015855305,0.020788490772247314,25.30000114440918
17,24,x1 + tanh(tanh(tanh(((x3 + 2.1509907) * 0.28291282) + tanh((x1 + (0.023721471 / (x1 - tanh(tanh(tanh(x0)))))) + -0.52590287)))),0.015088575,0.020892182365059853,27.600000381469727
18,25,tanh(tanh(tanh(tanh(((0.023721471 / (x1 - tanh(tanh(tanh(tanh(x0)))))) + x1) + -0.52590287) + ((x3 + 2.1509907) * 0.28291282)))) + x1,0.015081306,0.020882684737443924,29.80000114440918
