action_index,position,expression,length,operon_mse,validation_mse
0,0,(0.006149 + ((-1.255763) * (1.914525 * X2))),5,0.3121197819709778,0.13047181069850922
0,1,(0.071099 + (1.023392 * ((0.125533 * X7) + ((-0.267791) * X8)))),7,0.3042413294315338,0.1097048744559288
0,2,(0.023366 + (0.980861 * (((0.109934 * X7) - (2.058770 * X2)) + ((-0.229323) * X8)))),9,0.290595680475235,0.11019840836524963
0,3,(0.005971 + (0.994772 * ((((-3.148599) * X2) - ((-0.033089) * X11)) + ((0.163476 * X7) + ((-0.285873) * X8))))),11,0.2747874855995178,0.11055527627468109
0,4,(0.045989 + (0.989695 * (((-0.165858) * X5) - (((2.286150 * X2) + (0.253334 * X8)) - ((0.342816 * X7) * ((-1.224363) * X4)))))),13,0.27393803000450134,0.11783282458782196
0,5,((-0.605803) + (1.151285 * ((0.697949 / (sqrt(1 + (0.814972 * X7) ^ 2))) - (((1.976307 * X2) + (0.257542 * X8)) - ((0.098095 * X7) + ((-0.124366) * X5)))))),15,0.2646937668323517,0.10931118577718735
0,6,(0.590957 + (1.321954 * ((1.122329 / (sqrt(1 + (0.473061 * X7) ^ 2))) - ((1.437383 + (0.122077 * X5)) - ((((-2.023448) * X2) + ((-0.246131) * X8)) - ((-0.055501) * X7)))))),17,0.25849243998527527,0.11328186839818954
0,7,(0.061735 + (0.946137 * ((6.069526 / (sqrt(1 + (0.217894 * X7) ^ 2))) - (((5.930490 - (0.707107 * X2)) - (((-0.296162) * X8) + ((-3.641309) * X2))) - ((0.044891 * X7) + ((-0.257497) * X5)))))),19,0.2526416778564453,0.11563602089881897
0,8,(0.064610 + (0.988335 * ((((((-2.933038) * X2) + ((-0.295812) * X8)) - (((-0.208365) * X7) * ((-1.041070) * X4))) - ((tanh(3.380904) - (2.609250 / (sqrt(1 + ((-0.305302) * X7) ^ 2)))) - ((-0.271976) * X5))) - 1.508933))),22,0.25193604826927185,0.11577340215444565
0,9,((-0.003318) + (1.003954 * ((0.724408 / (sqrt(1 + (0.941270 * X7) ^ 2))) + (((((0.029174 * X11) + ((-0.453028) * X1)) * 1.437383) / (sqrt(1 + (-0.344128) ^ 2))) - ((((-0.151960) * X6) + ((-0.202964) * X7)) + ((0.358675 * X8) + (3.034057 * X2))))))),23,0.24529466032981873,inf
1,0,(0.065051 + (1.008536 * (0.019609 * X11))),5,0.30386415123939514,0.14352524280548096
1,1,(0.206721 + (0.290811 * tanh((2.302585 * X3)))),6,0.3030560612678528,0.13570569455623627
1,2,(0.013567 + (1.183163 * (((-0.107262) * X10) + ((-0.084445) * X9)))),7,0.28783202171325684,0.15517160296440125
1,3,((-0.000350) + (1.000523 * (((-0.105833) * X10) + ((1.442695 * X4) * (0.362900 * X7))))),9,0.2742747962474823,0.1163843423128128
1,4,(0.004099 + (0.994848 * (((-0.104583) * X10) + ((((-0.250633) * X4) * ((-1.968439) * X7)) + (0.014410 * X11))))),11,0.26944154500961304,0.11452475190162659
1,5,((-0.010809) + (1.427683 * (tanh((((-0.092518) * X10) - ((-0.131527) * X5))) + ((1.442695 * X4) * (0.278732 * X7))))),12,0.26360198855400085,0.12336483597755432
1,6,(0.000000 + (1.000000 * (((((-0.116189) * X10) + ((-0.175591) * X8)) + (0.041612 * X11)) - (0.016656 + (2.863280 * X2))))),13,0.26172178983688354,0.14444097876548767
1,7,((-0.000000) + (1.000000 * ((((((-0.119306) * X9) - (0.100069 * X6)) + (0.045037 * X11)) - ((-0.103849) + (2.946103 * X2))) - (0.195219 * X10)))),15,0.2390097677707672,0.1381807029247284
1,8,(0.037179 + (0.988034 * (((tanh((((-0.080937) * X6) - (0.068294 * X4))) + (0.032810 * X11)) - (((0.766861 * X4) * ((-0.759119) * X7)) + (3.425318 * X2))) - (0.143320 * X10)))),18,0.23421740531921387,0.11129894107580185
2,0,(0.479874 + ((-1.321972) * ((-1.029560) * X3))),5,0.4199775755405426,0.34224843978881836
2,1,(0.556182 + (1.561724 * tanh((1.201719 * X3)))),6,0.41143476963043213,0.3349464237689972
2,2,(0.567127 + (1.000000 * ((1.618266 * X3) - (0.387126 * X5)))),7,0.37537339329719543,0.30379346013069153
2,3,(0.677969 + (1.530257 * tanh(((1.618266 * X3) - (0.387126 * X5))))),8,0.3658575117588043,0.281090646982193
2,4,(0.669863 + (1.621877 * (tanh(((1.618266 * X3) - (0.387126 * X5))) / (sqrt(1 + (0.624507 * X8) ^ 2))))),10,0.35963717103004456,0.2970981299877167
2,5,(0.798617 + (1.219249 * ((((-0.340253) * X6) / (sqrt(1 + (2.632125 * X5) ^ 2))) - (((-0.835477) * X3) - ((-0.359171) * X5))))),11,0.3342738747596741,0.20449014008045197
2,6,(0.828376 + (1.205436 * (((((-0.340253) * X6) / (sqrt(1 + (2.632125 * X5) ^ 2))) - tanh(((-1.064192) * X3))) - (0.390787 * X5)))),12,0.3330734372138977,0.199804425239563
2,7,(0.000000 + (1.000000 * (0.796451 + ((((-0.340337) * X6) / (sqrt(1 + (2.622313 * X5) ^ 2))) - (((-1.250313) * X3) - ((-0.391272) * X5)))))),13,0.3285788297653198,0.20087288320064545
2,8,(0.000000 + (1.000000 * (((0.052891 * X9) + ((-0.212280) * X7)) - (((((-0.961752) * X3) - ((-0.502307) * X5)) - 0.838103) - ((-0.289211) * X6))))),15,0.30383118987083435,0.17554782330989838
2,9,(0.011748 + (1.002921 * (((((1.127480 * X3) - (0.581507 * X5)) - (-1.260086)) + ((-0.160010) * X7)) - ((0.455752 / (sqrt(1 + ((-1.509168) * X5) ^ 2))) - ((-0.308485) * X6))))),17,0.3018741309642792,0.16548550128936768
2,10,((-0.004274) + (1.004207 * (((((1.280676 * X3) - (0.605968 * X5)) - (-1.264469)) + ((-0.168157) * X7)) - (((0.484819 - ((-0.253438) * X3)) / (sqrt(1 + ((-2.282120) * X5) ^ 2))) - ((-0.322186) * X6))))),19,0.30159252882003784,0.16669189929962158
