action_index,position,expression,length,operon_mse,validation_mse
0,0,((-0.000131) + (4.516945 * ((-0.065464) * X8))),5,0.001799801248125732,0.002180742099881172
0,1,((-0.000202) + ((-0.374610) * sin((0.918449 * X8)))),6,0.0017431173473596573,0.0019082471262663603
0,2,((-0.000038) + (0.999996 * (((-0.277565) * X8) + ((-3.760429) * X3)))),7,0.0015365044819191098,0.0016958856722339988
0,3,(0.480577 + ((-0.480819) * (abs((0.693147 * X6)) ^ ((-0.396365) * X8)))),8,0.001330274622887373,0.0015055047115311027
0,4,(0.000283 + (1.000092 * (((-0.240940) * X8) - ((16.490301 * X8) * (0.414746 * X1))))),9,0.0012618236942216754,1.167467474937439
0,5,((-0.000463) + (1.081066 * (sin((((-1.096849) * X8) + ((-5.182312) * X3))) - (0.777887 * X7)))),10,0.0012162653729319572,0.001180326216854155
0,6,(0.000400 + (1.000140 * (((16.490301 * X7) * (0.476887 * X1)) + (((-0.237540) * X8) + ((-3.749340) * X3))))),11,0.001032247324474156,0.962730348110199
0,7,(0.000363 + (0.998694 * (((16.490301 * X8) * ((-0.408664) * X1)) + (sin(((-0.227382) * X8)) + ((-3.662304) * X3))))),12,0.0010096225887537003,1.1294392347335815
0,8,(0.000376 + (0.967303 * ((((16.490301 * X8) * ((-0.416621) * X1)) + (((-0.235778) * X8) + ((-4.800160) * X3))) - (0.914770 * X2)))),13,0.001004669931717217,1.101320743560791
0,9,(0.000110 + (0.868521 * (((16.490301 * X7) * (0.476711 * X1)) + ((sin(((-1.086804) * X8)) - (4.027792 * X3)) + ((-0.760978) * X7))))),14,0.0009597258176654577,0.7251303791999817
0,10,((-0.000010) + (0.998788 * (cos(((abs(1.570817) + ((9.478202 * X7) * ((-0.719229) * X1))) - (((-0.890357) * X8) + ((-4.556438) * X3)))) + ((-0.611753) * X7)))),17,0.0008862033137120306,0.0014067417941987514
0,11,((-0.000001) + (0.994263 * ((sin(((sin(((15.599661 * X7) * (0.439086 * X1))) + (((-0.570597) * X8) + ((-0.464924) * X3))) + (((-0.317062) * X8) + ((-4.122545) * X3)))) - 0.000025) - ((0.624199 * X7) + (0.013698 * X8))))),23,0.0008848679717630148,0.0013237235834822059
