position,complexity,equation,pysr_loss,validation_mse,reward
0,1,0.0010174039,0.0065236567,0.007029108237475157,23.80000114440918
1,2,tanh(x3),0.0047572395,0.006461587734520435,100.0
2,3,tanh(tanh(x3)),0.0036061858,0.0050926897674798965,100.4000015258789
3,4,tanh(tanh(tanh(x3))),0.003168858,0.004492943175137043,100.4000015258789
4,5,tanh(0.59271437 * tanh(x3)),0.0027475057,0.0038737242575734854,96.70000457763672
5,7,tanh(x1 + (0.5793896 * tanh(x3))),0.0024869046,0.00361058977432549,237.1999969482422
6,8,x1 + (x1 + (0.5793896 * tanh(x3))),0.0024113492,0.003627721918746829,259.3999938964844
7,9,tanh((tanh(x3) * 0.5793861) + (x1 + x1)),0.0023627272,0.0035074951592832804,259.20001220703125
8,11,tanh(((x1 + x1) * 1.186963) + (tanh(x3) * 0.5793896)),0.0023514242,0.0035064576659351587,263.6000061035156
9,12,tanh(tanh((tanh(x3) * 0.6184985) + ((x1 * 1.5666203) + x1))),0.0023396523,0.0034532451536506414,266.1000061035156
10,13,tanh(((x1 + x1) - ((tanh(x3) * -0.447104) + -0.004137536)) / 0.7490042),0.0023262969,0.003519620979204774,487.8999938964844
11,14,tanh(tanh(((x1 - ((tanh(x3) * -0.44095042) + -0.004383866)) + x1) / 0.7196819)),0.0023040136,0.003442108631134033,433.8000183105469
12,15,tanh(tanh(tanh((tanh(x3) * ((0.77845424 - x0) - x0)) + (x1 * 1.6784656)))),0.0022752753,0.0034819007851183414,227.0
13,16,tanh(tanh(tanh(((x3 * 0.21087727) + x1) * (((0.7193351 + x1) * 3.9560666) + x3)))),0.0021941664,0.0032693124376237392,267.8000183105469
14,17,tanh(tanh(tanh((0.47663248 + ((x0 - 0.11043765) * -5.413505)) * (tanh(x3) + (2.1747913 * x1))))),0.0021099625,0.003554799361154437,145.3000030517578
15,18,tanh(tanh(((x0 * -2.8102865) + 0.79969233) * tanh((((x1 + x1) + x1) + x1) + x3))),0.0020823325,0.00336586800403893,164.1999969482422
16,19,tanh(tanh(tanh((((x0 - 0.11043765) * -5.413505) + 0.47663248) * (tanh(x3) + ((x1 + x1) * 2.1747913))))),0.0018424623,0.0032888799905776978,230.0
17,20,tanh(tanh(tanh((((x0 - 0.11043765) * -5.413505) + 0.47663248) * (x3 + (2.1747913 * ((x1 + x1) + x1)))))),0.0018175585,0.003425166942179203,202.0
18,21,tanh(tanh(tanh(tanh(((tanh(x0) - 0.17784883) * -8.316221) * (((x1 + (x1 + x1)) * 2.170767) + tanh(x3)))))),0.0016535368,0.003177039325237274,191.60000610351562
19,23,tanh(tanh(tanh(tanh(((x1 + ((0.1432641 - x0) * (((x1 + x3) + x1) / 0.30504102))) / 0.22048026) - 0.27327228)) - -0.2680752)),0.0015766484,0.0030484043527394533,56.79999923706055
20,24,tanh(tanh(tanh(tanh(((x1 + (((0.14331456 - x0) / 0.30379778) * ((x1 + tanh(x3)) + x1))) / 0.22159538) - 0.27415657)) - -0.26879153)),0.0015492184,0.002977894153445959,57.79999923706055
21,25,tanh(tanh(tanh(tanh(tanh(((x1 + (((0.14316773 - x0) * (x1 + (x1 + tanh(x3)))) / 0.2941698)) / 0.2066783) - 0.30855575)) - -0.29825842))),0.0015465864,0.0028803974855691195,59.79999923706055
