iteration,student_reward,imitation_loss,test_imitation_loss,train_mse,validation_mse,dataset_size,fit_seconds,behavior_reward,invalid_transitions,new_samples
0,295.2822265625,0.07615621387958527,0.08011678606271744,0.07615621387958527,0.08011678606271744,8000,45.813468219013885,,0,8000
1,41.30888366699219,0.11296570301055908,0.09831036627292633,0.11296570301055908,0.09831036627292633,10590,42.427190656017046,293.0493469238281,0,2590
2,690.1334838867188,0.11407943069934845,0.09761451929807663,0.11407943069934845,0.09761451929807663,11045,47.65370913996594,31.489309310913086,0,455
3,2520.17431640625,0.16655763983726501,0.09697360545396805,0.16655763983726501,0.09697360545396805,16214,48.020681696012616,654.2605590820312,0,5169
4,426.4089050292969,0.2053801417350769,0.11937087029218674,0.2053801417350769,0.11937087029218674,33653,54.179950259043835,2414.0087890625,0,17439
5,419.2712097167969,0.21161149442195892,0.13516093790531158,0.21161149442195892,0.13516093790531158,36673,51.84413163899444,427.2259826660156,0,3020
6,791.9380493164062,0.20632639527320862,0.1319262832403183,0.2063264101743698,0.1319262832403183,39639,49.20382262696512,426.58331298828125,0,2966
7,404.5636291503906,0.21940109133720398,0.12278319150209427,0.21940109133720398,0.12278319150209427,45095,49.91795200202614,818.471923828125,0,5456
8,404.2921447753906,0.21625648438930511,0.13655932247638702,0.21625648438930511,0.13655932247638702,48009,49.88414348399965,406.0600891113281,0,2914
9,415.328125,0.22621935606002808,0.15005938708782196,0.22621935606002808,0.15005938708782196,50788,51.213770167029,405.59832763671875,0,2779
