generation,best_loss,median_loss,finite_fitness_fraction
0,0.03877273574471474,0.08413928747177124,1.0
1,0.03647032007575035,0.058021679520606995,1.0
2,0.03192254155874252,0.05271511524915695,1.0
3,0.029346374794840813,0.0472748801112175,1.0
4,0.029346374794840813,0.04618095979094505,1.0
5,0.027747968211770058,0.043016351759433746,1.0
6,0.027661671862006187,0.0353141650557518,1.0
7,0.027416983619332314,0.034389644861221313,1.0
8,0.027416983619332314,0.03184405714273453,1.0
9,0.027416983619332314,0.030099622905254364,1.0
10,0.02682071551680565,0.029058877378702164,1.0
11,0.02682071551680565,0.028426285833120346,1.0
12,0.02682071551680565,0.02829677239060402,1.0
13,0.02682071551680565,0.028125345706939697,1.0
14,0.026545604690909386,0.027989117428660393,1.0
15,0.026291493326425552,0.027977354824543,1.0
16,0.02610800787806511,0.027845527976751328,1.0
17,0.026064913719892502,0.027776621282100677,1.0
18,0.026064913719892502,0.027747245505452156,1.0
19,0.025967784225940704,0.027674231678247452,1.0
20,0.024900047108530998,0.027626631781458855,1.0
21,0.024900047108530998,0.02713683620095253,1.0
22,0.024900047108530998,0.026918668299913406,1.0
23,0.024900047108530998,0.026535242795944214,1.0
24,0.024900047108530998,0.0263528935611248,1.0
25,0.024900047108530998,0.026297077536582947,1.0
26,0.024900047108530998,0.026269923895597458,1.0
27,0.02464190497994423,0.026194578036665916,1.0
28,0.02464190497994423,0.026173491030931473,1.0
29,0.02383468672633171,0.026121843606233597,1.0
30,0.02383468672633171,0.02606027200818062,1.0
31,0.02383468672633171,0.026040270924568176,1.0
32,0.02383468672633171,0.026020225137472153,1.0
33,0.02383468672633171,0.026008624583482742,1.0
34,0.02383468672633171,0.02598528191447258,1.0
35,0.02383468672633171,0.025965381413698196,1.0
36,0.02383468672633171,0.025780238211154938,1.0
37,0.02383468672633171,0.025383491069078445,1.0
38,0.02383468672633171,0.02518336847424507,1.0
39,0.023455366492271423,0.02511308714747429,1.0
40,0.023455366492271423,0.025006387382745743,1.0
41,0.023455366492271423,0.024962889030575752,1.0
42,0.023455366492271423,0.02492603287100792,1.0
43,0.023455366492271423,0.024851012974977493,1.0
44,0.023455366492271423,0.024809252470731735,1.0
45,0.023236365988850594,0.0247819721698761,1.0
46,0.023236365988850594,0.024750230833888054,1.0
47,0.022705495357513428,0.024741007015109062,1.0
48,0.022705495357513428,0.024710454046726227,1.0
49,0.022705495357513428,0.02468709647655487,1.0
